연번,호선,고유역번호(외부역코드),수송연월,하차인원수,자치구,호선역
581,2,201,44642,477591,중구,시청(2)
582,2,202,44642,878261,중구,을지로입구(2)
583,2,203,44642,486250,중구,을지로3가(2)
584,2,204,44642,296395,중구,을지로4가(2)
585,2,205,44642,363742,중구,동대문역사문화공원(2)
586,2,206,44642,358846,중구,신당(2)
587,2,207,44642,338194,성동구,상왕십리(2)
588,2,208,44642,348240,성동구,왕십리(2)
589,2,209,44642,364526,성동구,한양대(2)
590,2,210,44642,551470,성동구,뚝섬(2)
591,2,211,44642,946293,성동구,성수(2)
592,2,212,44642,985481,광진구,건대입구(2)
593,2,213,44642,574046,광진구,구의(2)
594,2,214,44642,699213,광진구,강변(2)
595,2,215,44642,321446,송파구,잠실나루(2)
596,2,216,44642,1612184,송파구,잠실(2)
597,2,217,44642,516682,송파구,잠실새내(2)
598,2,218,44642,252564,송파구,종합운동장(2)
599,2,219,44642,1158528,강남구,삼성(2)
600,2,220,44642,1101877,강남구,선릉(2)
601,2,221,44642,1235894,강남구,역삼(2)
602,2,222,44642,1927331,강남구,강남(2)
603,2,223,44642,864723,서초구,교대(2)
604,2,224,44642,473278,서초구,서초(2)
605,2,225,44642,459718,서초구,방배(2)
606,2,226,44642,991362,동작구,사당(2)
607,2,227,44642,671955,관악구,낙성대(2)
608,2,228,44642,1194557,관악구,서울대입구(2)
609,2,229,44642,547911,관악구,봉천(2)
610,2,230,44642,1555097,관악구,신림(2)
611,2,231,44642,648224,동작구,신대방(2)
612,2,232,44642,1375610,구로구,구로디지털단지(2)
613,2,233,44642,612935,구로구,대림(2)
614,2,234,44642,1172064,구로구,신도림(2)
615,2,235,44642,516426,영등포구,문래(2)
616,2,236,44642,547992,영등포구,영등포구청(2)
617,2,237,44642,512823,영등포구,당산(2)
618,2,238,44642,814320,마포구,합정(2)
619,2,239,44642,1499018,마포구,홍대입구(2)
620,2,240,44642,849484,마포구,신촌(2)
621,2,241,44642,367979,마포구,이대(2)
622,2,242,44642,249071,마포구,아현(2)
623,2,243,44642,246686,서대문구,충정로(2)
624,2,244,44642,91807,성동구,용답(2)
625,2,245,44642,46071,성동구,신답(2)
626,2,246,44642,95249,동대문구,신설동(2)
627,2,247,44642,35946,구로구,도림천(2)
628,2,248,44642,172505,양천구,양천구청(2)
629,2,249,44642,258055,양천구,신정네거리(2)
630,2,250,44642,61927,동대문구,용두(2)
631,3,309,44642,111533,고양시,지축(3)
632,3,310,44642,491319,은평구,구파발(3)
633,3,311,44642,876936,은평구,연신내(3)
634,3,312,44642,439137,은평구,불광(3)
635,3,313,44642,342684,은평구,녹번(3)
636,3,314,44642,418558,서대문구,홍제(3)
637,3,315,44642,98364,서대문구,무악재(3)
638,3,316,44642,186935,서대문구,독립문(3)
639,3,317,44642,499359,종로구,경복궁(3)
640,3,318,44642,504806,종로구,안국(3)
641,3,319,44642,276931,종로구,종로3가(3)
642,3,320,44642,234648,중구,을지로3가(3)
643,3,322,44642,232599,중구,동대입구(3)
644,3,323,44642,308905,중구,약수(3)
645,3,324,44642,184126,성동구,금호(3)
646,3,325,44642,229228,성동구,옥수(3)
647,3,326,44642,798880,강남구,압구정(3)
648,3,327,44642,778056,강남구,신사(3)
649,3,328,44642,113107,서초구,잠원(3)
650,3,329,44642,1007250,서초구,고속터미널(3)
651,3,330,44642,209512,서초구,교대(3)
652,3,331,44642,695395,서초구,남부터미널(3)
653,3,332,44642,948860,서초구,양재(3)
654,3,333,44642,266997,강남구,매봉(3)
655,3,334,44642,129258,강남구,도곡(3)
656,3,335,44642,271810,강남구,대치(3)
657,3,336,44642,66051,강남구,학여울(3)
658,3,337,44642,222857,강남구,대청(3)
659,3,338,44642,229971,강남구,일원(3)
660,3,339,44642,428944,강남구,수서(3)
661,3,340,44642,208922,송파구,가락시장(3)
662,3,341,44642,170011,송파구,경찰병원(3)
663,3,342,44642,135008,송파구,오금(3)
664,4,409,44642,273822,노원구,당고개(4)
665,4,410,44642,448361,노원구,상계(4)
666,4,411,44642,537473,노원구,노원(4)
667,4,412,44642,686912,도봉구,창동(4)
668,4,413,44642,671116,도봉구,쌍문(4)
669,4,414,44642,858304,강북구,수유(4)
670,4,415,44642,373239,강북구,미아(4)
671,4,416,44642,669348,강북구,미아사거리(4)
672,4,417,44642,504545,성북구,길음(4)
673,4,418,44642,510742,성북구,성신여대입구(4)
674,4,419,44642,339013,성북구,한성대입구(4)
675,4,420,44642,810776,종로구,혜화(4)
676,4,421,44642,484222,종로구,동대문(4)
677,4,422,44642,339455,중구,동대문역사문화공원(4)
678,4,423,44642,659434,중구,충무로(4)
679,4,424,44642,472688,중구,명동(4)
680,4,425,44642,594116,중구,회현(4)
681,4,426,44642,367739,용산구,서울역(4)
682,4,427,44642,332737,용산구,숙대입구(4)
683,4,428,44642,135989,용산구,삼각지(4)
684,4,429,44642,390322,용산구,신용산(4)
685,4,430,44642,196959,용산구,이촌(4)
686,4,431,44642,63238,동작구,동작(4)
687,4,432,44642,504334,동작구,이수(4)
688,4,433,44642,527067,동작구,사당(4)
689,4,434,44642,25453,서초구,남태령(4)
690,5,2511,44642,159279,강서구,방화(5)
691,5,2512,44642,134864,강서구,개화산(5)
692,5,2513,44642,185558,강서구,김포공항(5)
693,5,2514,44642,157113,강서구,송정(5)
694,5,2515,44642,249558,강서구,마곡(5)
695,5,2516,44642,505203,강서구,발산(5)
696,5,2517,44642,351173,강서구,우장산(5)
697,5,2518,44642,659921,강서구,화곡(5)
698,5,2519,44642,693978,강서구,까치산(5)
699,5,2520,44642,280372,양천구,신정(5)
700,5,2521,44642,430177,양천구,목동(5)
701,5,2522,44642,554037,양천구,오목교(5)
702,5,2523,44642,173370,영등포구,양평(5)
703,5,2524,44642,99953,영등포구,영등포구청(5)
704,5,2525,44642,256566,영등포구,영등포시장(5)
705,5,2526,44642,108035,영등포구,신길(5)
706,5,2527,44642,653276,영등포구,여의도(5)
707,5,2528,44642,297448,영등포구,여의나루(5)
708,5,2529,44642,335660,마포구,마포(5)
709,5,2530,44642,329740,마포구,공덕(5)
710,5,2531,44642,159740,마포구,애오개(5)
711,5,2532,44642,108344,서대문구,충정로(5)
712,5,2533,44642,423634,종로구,서대문(5)
713,5,2534,44642,691076,종로구,광화문(5)
714,5,2535,44642,307657,종로구,종로3가(5)
715,5,2536,44642,142773,중구,을지로4가(5)
716,5,2537,44642,74475,중구,동대문역사문화공원(5)
717,5,2538,44642,89569,중구,청구(5)
718,5,2539,44642,163349,성동구,신금호(5)
719,5,2540,44642,175787,성동구,행당(5)
720,5,2541,44642,131953,성동구,왕십리(5)
721,5,2542,44642,134574,성동구,마장(5)
722,5,2543,44642,374191,성동구,답십리(5)
723,5,2544,44642,445816,동대문구,장한평(5)
724,5,2545,44642,310777,광진구,군자(5)
725,5,2546,44642,380326,광진구,아차산(5)
726,5,2547,44642,304629,광진구,광나루(5)
727,5,2548,44642,453330,강동구,천호(5)
728,5,2549,44642,443050,강동구,강동(5)
729,5,2550,44642,209164,강동구,길동(5)
730,5,2551,44642,223802,강동구,굽은다리(5)
731,5,2552,44642,219074,강동구,명일(5)
732,5,2553,44642,231396,강동구,고덕(5)
733,5,2554,44642,336579,강동구,상일동(5)
734,5,2555,44642,213191,강동구,둔촌동(5)
735,5,2556,44642,91976,송파구,올림픽공원(5)
736,5,2557,44642,179946,송파구,방이(5)
737,5,2558,44642,89782,송파구,오금(5)
738,5,2559,44642,162627,송파구,개롱(5)
739,5,2560,44642,234184,송파구,거여(5)
740,5,2561,44642,174115,송파구,마천(5)
741,5,2562,44642,95632,강동구,강일(5)
742,5,2563,44642,395591,하남시,미사(5)
743,5,2564,44642,104601,하남시,하남풍산(5)
744,5,2565,44642,166229,하남시,하남시청(5)
745,5,2566,44642,143882,하남시,하남검단산(5)
746,6,2611,44642,434447,은평구,응암(6)
747,6,2612,44642,110901,은평구,역촌(6)
748,6,2613,44642,106360,은평구,불광(6)
749,6,2614,44642,74374,은평구,독바위(6)
750,6,2616,44642,143508,은평구,구산(6)
751,6,2617,44642,300124,은평구,새절(6)
752,6,2618,44642,252455,은평구,증산(6)
753,6,2619,44642,347568,은평구,디지털미디어시티(6)
754,6,2620,44642,155803,마포구,월드컵경기장(6)
755,6,2621,44642,317927,마포구,마포구청(6)
756,6,2622,44642,382548,마포구,망원(6)
757,6,2623,44642,327094,마포구,합정(6)
758,6,2624,44642,255935,마포구,상수(6)
759,6,2625,44642,209518,마포구,광흥창(6)
760,6,2626,44642,212742,마포구,대흥(6)
761,6,2627,44642,404962,마포구,공덕(6)
762,6,2628,44642,161710,용산구,효창공원앞(6)
763,6,2629,44642,135602,용산구,삼각지(6)
764,6,2630,44642,125318,용산구,녹사평(6)
765,6,2631,44642,283203,용산구,이태원(6)
766,6,2632,44642,238848,용산구,한강진(6)
767,6,2633,44642,51767,중구,버티고개(6)
768,6,2634,44642,87562,중구,약수(6)
769,6,2635,44642,97583,중구,청구(6)
770,6,2636,44642,205291,중구,신당(6)
771,6,2637,44642,208491,종로구,동묘앞(6)
772,6,2638,44642,74105,종로구,창신(6)
773,6,2639,44642,171004,성북구,보문(6)
774,6,2640,44642,315363,성북구,안암(6)
775,6,2641,44642,201383,성북구,고려대(6)
776,6,2642,44642,293152,성북구,월곡(6)
777,6,2643,44642,143725,성북구,상월곡(6)
778,6,2644,44642,221041,성북구,돌곶이(6)
779,6,2645,44642,325060,노원구,석계(6)
780,6,2646,44642,153746,노원구,태릉입구(6)
781,6,2647,44642,232800,노원구,화랑대(6)
782,6,2648,44642,205228,중랑구,봉화산(6)
783,7,2711,44642,24646,의정부시,장암(7)
784,7,2712,44642,278870,도봉구,도봉산(7)
785,7,2713,44642,313746,노원구,수락산(7)
786,7,2714,44642,302452,노원구,마들(7)
787,7,2715,44642,509877,노원구,노원(7)
788,7,2716,44642,326633,노원구,중계(7)
789,7,2717,44642,415355,노원구,하계(7)
790,7,2718,44642,315539,노원구,공릉(7)
791,7,2719,44642,208478,노원구,태릉입구(7)
792,7,2720,44642,251746,중랑구,먹골(7)
793,7,2721,44642,264785,중랑구,중화(7)
794,7,2722,44642,393276,중랑구,상봉(7)
795,7,2723,44642,395907,중랑구,면목(7)
796,7,2724,44642,406181,중랑구,사가정(7)
797,7,2725,44642,150219,중랑구,용마산(7)
798,7,2726,44642,254342,광진구,중곡(7)
799,7,2727,44642,297356,광진구,군자(7)
800,7,2728,44642,366701,광진구,어린이대공원(7)
801,7,2729,44642,341006,광진구,건대입구(7)
802,7,2730,44642,213114,광진구,뚝섬유원지(7)
803,7,2731,44642,501266,강남구,청담(7)
804,7,2732,44642,417027,강남구,강남구청(7)
805,7,2733,44642,578645,강남구,학동(7)
806,7,2734,44642,503883,강남구,논현(7)
807,7,2735,44642,138055,서초구,반포(7)
808,7,2736,44642,316603,서초구,고속터미널(7)
809,7,2737,44642,350523,서초구,내방(7)
810,7,2738,44642,374326,동작구,이수(7)
811,7,2739,44642,255076,동작구,남성(7)
812,7,2740,44642,358413,동작구,숭실대입구(7)
813,7,2741,44642,271359,동작구,상도(7)
814,7,2742,44642,220270,동작구,장승배기(7)
815,7,2743,44642,397823,동작구,신대방삼거리(7)
816,7,2744,44642,239033,동작구,보라매(7)
817,7,2745,44642,279370,영등포구,신풍(7)
818,7,2746,44642,204350,영등포구,대림(7)
819,7,2747,44642,389436,구로구,남구로(7)
820,7,2748,44642,988191,금천구,가산디지털단지(7)
821,7,2749,44642,515443,광명시,철산(7)
822,7,2750,44642,548664,광명시,광명사거리(7)
823,7,2751,44642,262211,구로구,천왕(7)
824,7,2752,44642,236897,구로구,온수(7)
825,8,2811,44642,409707,강동구,암사(8)
826,8,2812,44642,424655,강동구,천호(8)
827,8,2813,44642,258120,강동구,강동구청(8)
828,8,2814,44642,150494,송파구,몽촌토성(8)
829,8,2815,44642,398257,송파구,잠실(8)
830,8,2816,44642,222016,송파구,석촌(8)
831,8,2817,44642,186972,송파구,송파(8)
832,8,2818,44642,206397,송파구,가락시장(8)
833,8,2819,44642,517879,송파구,문정(8)
834,8,2820,44642,410109,송파구,장지(8)
835,8,2821,44642,203015,송파구,복정(8)
836,8,2822,44642,135022,성남시,산성(8)
837,8,2823,44642,336936,성남시,남한산성입구(8)
838,8,2824,44642,264436,성남시,단대오거리(8)
839,8,2825,44642,114372,성남시,신흥(8)
840,8,2826,44642,125462,성남시,수진(8)
841,8,2827,44642,99398,성남시,모란(8)
842,8,2828,44642,117364,성남시,남위례(8)
843,9,4126,44642,43037,강남구,언주(9)
844,9,4127,44642,38599,강남구,선정릉(9)
845,9,4128,44642,30305,강남구,삼성중앙(9)
846,9,4129,44642,68279,강남구,봉은사(9)
847,9,4130,44642,16312,송파구,종합운동장(9)
848,9,4131,44642,41322,송파구,삼전(9)
849,9,4132,44642,33381,송파구,석촌고분(9)
850,9,4133,44642,42373,송파구,석촌(9)
851,9,4134,44642,36964,송파구,송파나루(9)
852,9,4135,44642,18952,송파구,한성백제(9)
853,9,4136,44642,32515,송파구,올림픽공원(9)
854,9,4137,44642,9678,강동구,둔촌오륜(9)
855,9,4138,44642,49279,강동구,중앙보훈병원(9)
856,1,150,44673,1154618,중구,서울역(1)
857,1,151,44673,584417,중구,시청(1)
858,1,152,44673,843089,종로구,종각(1)
859,1,153,44673,648070,종로구,종로3가(1)
860,1,154,44673,618405,종로구,종로5가(1)
861,1,155,44673,310264,종로구,동대문(1)
862,1,156,44673,367215,동대문구,신설동(1)
863,1,157,44673,495137,동대문구,제기동(1)
864,1,158,44673,562086,동대문구,청량리(1)
865,1,159,44673,293582,종로구,동묘앞(1)
866,2,201,44673,544967,중구,시청(2)
867,2,202,44673,998380,중구,을지로입구(2)
868,2,203,44673,572628,중구,을지로3가(2)
869,2,204,44673,329902,중구,을지로4가(2)
870,2,205,44673,392191,중구,동대문역사문화공원(2)
871,2,206,44673,405707,중구,신당(2)
872,2,207,44673,367092,성동구,상왕십리(2)
873,2,208,44673,381981,성동구,왕십리(2)
874,2,209,44673,370373,성동구,한양대(2)
875,2,210,44673,660615,성동구,뚝섬(2)
876,2,211,44673,1057808,성동구,성수(2)
877,2,212,44673,1126670,광진구,건대입구(2)
878,2,213,44673,618142,광진구,구의(2)
879,2,214,44673,813771,광진구,강변(2)
880,2,215,44673,365618,송파구,잠실나루(2)
881,2,216,44673,2147958,송파구,잠실(2)
882,2,217,44673,591311,송파구,잠실새내(2)
883,2,218,44673,347397,송파구,종합운동장(2)
884,2,219,44673,1295112,강남구,삼성(2)
885,2,220,44673,1215548,강남구,선릉(2)
886,2,221,44673,1366691,강남구,역삼(2)
887,2,222,44673,2166287,강남구,강남(2)
888,2,223,44673,962142,서초구,교대(2)
889,2,224,44673,526376,서초구,서초(2)
890,2,225,44673,501037,서초구,방배(2)
891,2,226,44673,1157894,동작구,사당(2)
892,2,227,44673,725856,관악구,낙성대(2)
893,2,228,44673,1291861,관악구,서울대입구(2)
894,2,229,44673,589642,관악구,봉천(2)
895,2,230,44673,1676852,관악구,신림(2)
896,2,231,44673,716381,동작구,신대방(2)
897,2,232,44673,1498117,구로구,구로디지털단지(2)
898,2,233,44673,670071,구로구,대림(2)
899,2,234,44673,1325963,구로구,신도림(2)
900,2,235,44673,582057,영등포구,문래(2)
901,2,236,44673,597721,영등포구,영등포구청(2)
902,2,237,44673,586443,영등포구,당산(2)
903,2,238,44673,935736,마포구,합정(2)
904,2,239,44673,1708557,마포구,홍대입구(2)
905,2,240,44673,925823,마포구,신촌(2)
906,2,241,44673,393104,마포구,이대(2)
907,2,242,44673,270915,마포구,아현(2)
908,2,243,44673,273609,서대문구,충정로(2)
909,2,244,44673,91235,성동구,용답(2)
910,2,245,44673,49780,성동구,신답(2)
911,2,246,44673,102875,동대문구,신설동(2)
912,2,247,44673,40913,구로구,도림천(2)
913,2,248,44673,188784,양천구,양천구청(2)
914,2,249,44673,285242,양천구,신정네거리(2)
915,2,250,44673,65529,동대문구,용두(2)
916,3,309,44673,127398,고양시,지축(3)
917,3,310,44673,544535,은평구,구파발(3)
918,3,311,44673,954526,은평구,연신내(3)
919,3,312,44673,481981,은평구,불광(3)
920,3,313,44673,373964,은평구,녹번(3)
921,3,314,44673,463301,서대문구,홍제(3)
922,3,315,44673,111016,서대문구,무악재(3)
923,3,316,44673,214555,서대문구,독립문(3)
924,3,317,44673,619155,종로구,경복궁(3)
925,3,318,44673,631887,종로구,안국(3)
926,3,319,44673,309585,종로구,종로3가(3)
927,3,320,44673,270966,중구,을지로3가(3)
928,3,322,44673,282204,중구,동대입구(3)
929,3,323,44673,345394,중구,약수(3)
930,3,324,44673,201832,성동구,금호(3)
931,3,325,44673,258480,성동구,옥수(3)
932,3,326,44673,885287,강남구,압구정(3)
933,3,327,44673,858245,강남구,신사(3)
934,3,328,44673,130145,서초구,잠원(3)
935,3,329,44673,1212565,서초구,고속터미널(3)
936,3,330,44673,239052,서초구,교대(3)
937,3,331,44673,782158,서초구,남부터미널(3)
938,3,332,44673,1060146,서초구,양재(3)
939,3,333,44673,305074,강남구,매봉(3)
940,3,334,44673,148029,강남구,도곡(3)
941,3,335,44673,289141,강남구,대치(3)
942,3,336,44673,65325,강남구,학여울(3)
943,3,337,44673,245259,강남구,대청(3)
944,3,338,44673,254727,강남구,일원(3)
945,3,339,44673,485421,강남구,수서(3)
946,3,340,44673,234819,송파구,가락시장(3)
947,3,341,44673,186071,송파구,경찰병원(3)
948,3,342,44673,152823,송파구,오금(3)
949,4,409,44673,233488,노원구,당고개(4)
950,4,410,44673,499540,노원구,상계(4)
951,4,411,44673,593214,노원구,노원(4)
952,4,412,44673,741260,도봉구,창동(4)
953,4,413,44673,727802,도봉구,쌍문(4)
954,4,414,44673,929966,강북구,수유(4)
955,4,415,44673,399121,강북구,미아(4)
956,4,416,44673,730543,강북구,미아사거리(4)
957,4,417,44673,559441,성북구,길음(4)
958,4,418,44673,549806,성북구,성신여대입구(4)
959,4,419,44673,383471,성북구,한성대입구(4)
960,4,420,44673,919500,종로구,혜화(4)
961,4,421,44673,532250,종로구,동대문(4)
962,4,422,44673,360738,중구,동대문역사문화공원(4)
963,4,423,44673,735022,중구,충무로(4)
964,4,424,44673,564751,중구,명동(4)
965,4,425,44673,690317,중구,회현(4)
966,4,426,44673,458079,용산구,서울역(4)
967,4,427,44673,363091,용산구,숙대입구(4)
968,4,428,44673,158552,용산구,삼각지(4)
969,4,429,44673,442629,용산구,신용산(4)
970,4,430,44673,237455,용산구,이촌(4)
971,4,431,44673,78893,동작구,동작(4)
972,4,432,44673,560998,동작구,이수(4)
973,4,433,44673,616375,동작구,사당(4)
974,4,434,44673,28843,서초구,남태령(4)
975,5,2511,44673,174593,강서구,방화(5)
976,5,2512,44673,146545,강서구,개화산(5)
977,5,2513,44673,212490,강서구,김포공항(5)
978,5,2514,44673,170332,강서구,송정(5)
979,5,2515,44673,271597,강서구,마곡(5)
980,5,2516,44673,560845,강서구,발산(5)
981,5,2517,44673,385323,강서구,우장산(5)
982,5,2518,44673,713684,강서구,화곡(5)
983,5,2519,44673,745100,강서구,까치산(5)
984,5,2520,44673,303801,양천구,신정(5)
985,5,2521,44673,471370,양천구,목동(5)
986,5,2522,44673,614915,양천구,오목교(5)
987,5,2523,44673,189322,영등포구,양평(5)
988,5,2524,44673,110029,영등포구,영등포구청(5)
989,5,2525,44673,286248,영등포구,영등포시장(5)
990,5,2526,44673,117984,영등포구,신길(5)
991,5,2527,44673,776022,영등포구,여의도(5)
992,5,2528,44673,618458,영등포구,여의나루(5)
993,5,2529,44673,377911,마포구,마포(5)
994,5,2530,44673,379944,마포구,공덕(5)
995,5,2531,44673,176136,마포구,애오개(5)
996,5,2532,44673,121066,서대문구,충정로(5)
997,5,2533,44673,480469,종로구,서대문(5)
998,5,2534,44673,786366,종로구,광화문(5)
999,5,2535,44673,363989,종로구,종로3가(5)
1000,5,2536,44673,161022,중구,을지로4가(5)
1001,5,2537,44673,80472,중구,동대문역사문화공원(5)
1002,5,2538,44673,96458,중구,청구(5)
1003,5,2539,44673,179731,성동구,신금호(5)
1004,5,2540,44673,191752,성동구,행당(5)
1005,5,2541,44673,147796,성동구,왕십리(5)
1006,5,2542,44673,146643,성동구,마장(5)
1007,5,2543,44673,398383,성동구,답십리(5)
1008,5,2544,44673,482496,동대문구,장한평(5)
1009,5,2545,44673,338733,광진구,군자(5)
1010,5,2546,44673,433924,광진구,아차산(5)
1011,5,2547,44673,344755,광진구,광나루(5)
1012,5,2548,44673,505268,강동구,천호(5)
1013,5,2549,44673,481446,강동구,강동(5)
1014,5,2550,44673,222474,강동구,길동(5)
1015,5,2551,44673,242052,강동구,굽은다리(5)
1016,5,2552,44673,243273,강동구,명일(5)
1017,5,2553,44673,252699,강동구,고덕(5)
1018,5,2554,44673,367779,강동구,상일동(5)
1019,5,2555,44673,227063,강동구,둔촌동(5)
1020,5,2556,44673,109468,송파구,올림픽공원(5)
1021,5,2557,44673,195246,송파구,방이(5)
1022,5,2558,44673,99338,송파구,오금(5)
1023,5,2559,44673,178368,송파구,개롱(5)
1024,5,2560,44673,258439,송파구,거여(5)
1025,5,2561,44673,189600,송파구,마천(5)
1026,5,2562,44673,107700,강동구,강일(5)
1027,5,2563,44673,443312,하남시,미사(5)
1028,5,2564,44673,113888,하남시,하남풍산(5)
1029,5,2565,44673,184764,하남시,하남시청(5)
1030,5,2566,44673,162483,하남시,하남검단산(5)
1031,6,2611,44673,479953,은평구,응암(6)
1032,6,2612,44673,116093,은평구,역촌(6)
1033,6,2613,44673,119330,은평구,불광(6)
1034,6,2614,44673,80857,은평구,독바위(6)
1035,6,2616,44673,152926,은평구,구산(6)
1036,6,2617,44673,333465,은평구,새절(6)
1037,6,2618,44673,276521,은평구,증산(6)
1038,6,2619,44673,387181,은평구,디지털미디어시티(6)
1039,6,2620,44673,147311,마포구,월드컵경기장(6)
1040,6,2621,44673,335996,마포구,마포구청(6)
1041,6,2622,44673,424936,마포구,망원(6)
1042,6,2623,44673,367759,마포구,합정(6)
1043,6,2624,44673,287113,마포구,상수(6)
1044,6,2625,44673,226859,마포구,광흥창(6)
1045,6,2626,44673,231090,마포구,대흥(6)
1046,6,2627,44673,455853,마포구,공덕(6)
1047,6,2628,44673,177879,용산구,효창공원앞(6)
1048,6,2629,44673,156211,용산구,삼각지(6)
1049,6,2630,44673,148478,용산구,녹사평(6)
1050,6,2631,44673,364213,용산구,이태원(6)
1051,6,2632,44673,276501,용산구,한강진(6)
1052,6,2633,44673,57523,중구,버티고개(6)
1053,6,2634,44673,97611,중구,약수(6)
1054,6,2635,44673,103997,중구,청구(6)
1055,6,2636,44673,234622,중구,신당(6)
1056,6,2637,44673,230071,종로구,동묘앞(6)
1057,6,2638,44673,80645,종로구,창신(6)
1058,6,2639,44673,182724,성북구,보문(6)
1059,6,2640,44673,338547,성북구,안암(6)
1060,6,2641,44673,221167,성북구,고려대(6)
1061,6,2642,44673,313264,성북구,월곡(6)
1062,6,2643,44673,155732,성북구,상월곡(6)
1063,6,2644,44673,236746,성북구,돌곶이(6)
1064,6,2645,44673,351277,노원구,석계(6)
1065,6,2646,44673,169990,노원구,태릉입구(6)
1066,6,2647,44673,256057,노원구,화랑대(6)
1067,6,2648,44673,224866,중랑구,봉화산(6)
1068,7,2711,44673,30048,의정부시,장암(7)
1069,7,2712,44673,315911,도봉구,도봉산(7)
1070,7,2713,44673,345989,노원구,수락산(7)
1071,7,2714,44673,325027,노원구,마들(7)
1072,7,2715,44673,552411,노원구,노원(7)
1073,7,2716,44673,359861,노원구,중계(7)
1074,7,2717,44673,458451,노원구,하계(7)
1075,7,2718,44673,342290,노원구,공릉(7)
1076,7,2719,44673,233724,노원구,태릉입구(7)
1077,7,2720,44673,267189,중랑구,먹골(7)
1078,7,2721,44673,284830,중랑구,중화(7)
1079,7,2722,44673,433283,중랑구,상봉(7)
1080,7,2723,44673,422832,중랑구,면목(7)
1081,7,2724,44673,441013,중랑구,사가정(7)
1082,7,2725,44673,165181,중랑구,용마산(7)
1083,7,2726,44673,271534,광진구,중곡(7)
1084,7,2727,44673,320716,광진구,군자(7)
1085,7,2728,44673,435428,광진구,어린이대공원(7)
1086,7,2729,44673,381486,광진구,건대입구(7)
1087,7,2730,44673,338781,광진구,뚝섬유원지(7)
1088,7,2731,44673,552885,강남구,청담(7)
1089,7,2732,44673,458715,강남구,강남구청(7)
1090,7,2733,44673,628889,강남구,학동(7)
1091,7,2734,44673,555530,강남구,논현(7)
1092,7,2735,44673,154557,서초구,반포(7)
1093,7,2736,44673,366769,서초구,고속터미널(7)
1094,7,2737,44673,378410,서초구,내방(7)
1095,7,2738,44673,413424,동작구,이수(7)
1096,7,2739,44673,275957,동작구,남성(7)
1097,7,2740,44673,388332,동작구,숭실대입구(7)
1098,7,2741,44673,289664,동작구,상도(7)
1099,7,2742,44673,233298,동작구,장승배기(7)
1100,7,2743,44673,426787,동작구,신대방삼거리(7)
1101,7,2744,44673,266661,동작구,보라매(7)
1102,7,2745,44673,304476,영등포구,신풍(7)
1103,7,2746,44673,222907,영등포구,대림(7)
1104,7,2747,44673,417541,구로구,남구로(7)
1105,7,2748,44673,1072699,금천구,가산디지털단지(7)
1106,7,2749,44673,575905,광명시,철산(7)
1107,7,2750,44673,594823,광명시,광명사거리(7)
1108,7,2751,44673,287158,구로구,천왕(7)
1109,7,2752,44673,269617,구로구,온수(7)
1110,8,2811,44673,445983,강동구,암사(8)
1111,8,2812,44673,468995,강동구,천호(8)
1112,8,2813,44673,276804,강동구,강동구청(8)
1113,8,2814,44673,175535,송파구,몽촌토성(8)
1114,8,2815,44673,506642,송파구,잠실(8)
1115,8,2816,44673,273500,송파구,석촌(8)
1116,8,2817,44673,214824,송파구,송파(8)
1117,8,2818,44673,229775,송파구,가락시장(8)
1118,8,2819,44673,561452,송파구,문정(8)
1119,8,2820,44673,443955,송파구,장지(8)
1120,8,2821,44673,225271,송파구,복정(8)
1121,8,2822,44673,152934,성남시,산성(8)
1122,8,2823,44673,371672,성남시,남한산성입구(8)
1123,8,2824,44673,286421,성남시,단대오거리(8)
1124,8,2825,44673,124988,성남시,신흥(8)
1125,8,2826,44673,135862,성남시,수진(8)
1126,8,2827,44673,115965,성남시,모란(8)
1127,8,2828,44673,138756,성남시,남위례(8)
1128,9,4126,44673,47832,강남구,언주(9)
1129,9,4127,44673,42942,강남구,선정릉(9)
1130,9,4128,44673,33246,강남구,삼성중앙(9)
1131,9,4129,44673,76138,강남구,봉은사(9)
1132,9,4130,44673,19079,송파구,종합운동장(9)
1133,9,4131,44673,43015,송파구,삼전(9)
1134,9,4132,44673,37108,송파구,석촌고분(9)
1135,9,4133,44673,48555,송파구,석촌(9)
1136,9,4134,44673,41650,송파구,송파나루(9)
1137,9,4135,44673,21309,송파구,한성백제(9)
1138,9,4136,44673,39874,송파구,올림픽공원(9)
1139,9,4137,44673,10429,강동구,둔촌오륜(9)
1140,9,4138,44673,54774,강동구,중앙보훈병원(9)
1141,1,150,44703,1366591,중구,서울역(1)
1142,1,151,44703,658279,중구,시청(1)
1143,1,152,44703,974712,종로구,종각(1)
1144,1,153,44703,720897,종로구,종로3가(1)
1145,1,154,44703,675247,종로구,종로5가(1)
1146,1,155,44703,346998,종로구,동대문(1)
1147,1,156,44703,393349,동대문구,신설동(1)
1148,1,157,44703,524263,동대문구,제기동(1)
1149,1,158,44703,620038,동대문구,청량리(1)
1150,1,159,44703,319554,종로구,동묘앞(1)
1151,2,201,44703,606214,중구,시청(2)
1152,2,202,44703,1130909,중구,을지로입구(2)
1153,2,203,44703,641773,중구,을지로3가(2)
1154,2,204,44703,356582,중구,을지로4가(2)
1155,2,205,44703,442654,중구,동대문역사문화공원(2)
1156,2,206,44703,434386,중구,신당(2)
