연번,호선,고유역번호(외부역코드),수송연월,하차인원수,자치구,호선역
1716,1,155,44764,319821,종로구,동대문(1)
1717,1,156,44764,377013,동대문구,신설동(1)
1718,1,157,44764,496234,동대문구,제기동(1)
1719,1,158,44764,580513,동대문구,청량리(1)
1720,1,159,44764,280351,종로구,동묘앞(1)
1721,2,201,44764,613806,중구,시청(2)
1722,2,202,44764,1162098,중구,을지로입구(2)
1723,2,203,44764,642165,중구,을지로3가(2)
1724,2,204,44764,354374,중구,을지로4가(2)
1725,2,205,44764,449881,중구,동대문역사문화공원(2)
1726,2,206,44764,414353,중구,신당(2)
1727,2,207,44764,388093,성동구,상왕십리(2)
1728,2,208,44764,402038,성동구,왕십리(2)
1729,2,209,44764,221713,성동구,한양대(2)
1730,2,210,44764,666113,성동구,뚝섬(2)
1731,2,211,44764,1138953,성동구,성수(2)
1732,2,212,44764,1152266,광진구,건대입구(2)
1733,2,213,44764,645827,광진구,구의(2)
1734,2,214,44764,926268,광진구,강변(2)
1735,2,215,44764,382146,송파구,잠실나루(2)
1736,2,216,44764,2212989,송파구,잠실(2)
1737,2,217,44764,644824,송파구,잠실새내(2)
1738,2,218,44764,452319,송파구,종합운동장(2)
1739,2,219,44764,1590363,강남구,삼성(2)
1740,2,220,44764,1337009,강남구,선릉(2)
1741,2,221,44764,1520948,강남구,역삼(2)
1742,2,222,44764,2333099,강남구,강남(2)
1743,2,223,44764,1025284,서초구,교대(2)
1744,2,224,44764,577848,서초구,서초(2)
1745,2,225,44764,458127,서초구,방배(2)
1746,2,226,44764,1242380,동작구,사당(2)
1747,2,227,44764,764617,관악구,낙성대(2)
1748,2,228,44764,1319764,관악구,서울대입구(2)
1749,2,229,44764,630723,관악구,봉천(2)
1750,2,230,44764,1632136,관악구,신림(2)
1751,2,231,44764,711055,동작구,신대방(2)
1752,2,232,44764,1607975,구로구,구로디지털단지(2)
1753,2,233,44764,705700,구로구,대림(2)
1754,2,234,44764,1381249,구로구,신도림(2)
1755,2,235,44764,617511,영등포구,문래(2)
1756,2,236,44764,607199,영등포구,영등포구청(2)
1757,2,237,44764,581884,영등포구,당산(2)
1758,2,238,44764,1024271,마포구,합정(2)
1759,2,239,44764,2042916,마포구,홍대입구(2)
1760,2,240,44764,1068373,마포구,신촌(2)
1761,2,241,44764,413626,마포구,이대(2)
1762,2,242,44764,280520,마포구,아현(2)
1763,2,243,44764,285558,서대문구,충정로(2)
1764,2,244,44764,79805,성동구,용답(2)
1765,2,245,44764,53509,성동구,신답(2)
1766,2,246,44764,107914,동대문구,신설동(2)
1767,2,247,44764,39999,구로구,도림천(2)
1768,2,248,44764,197492,양천구,양천구청(2)
1769,2,249,44764,299890,양천구,신정네거리(2)
1770,2,250,44764,67609,동대문구,용두(2)
1771,3,309,44764,140231,고양시,지축(3)
1772,3,310,44764,599929,은평구,구파발(3)
1773,3,311,44764,983093,은평구,연신내(3)
1774,3,312,44764,501410,은평구,불광(3)
1775,3,313,44764,382406,은평구,녹번(3)
1776,3,314,44764,462977,서대문구,홍제(3)
1777,3,315,44764,111111,서대문구,무악재(3)
1778,3,316,44764,206841,서대문구,독립문(3)
1779,3,317,44764,637924,종로구,경복궁(3)
1780,3,318,44764,663799,종로구,안국(3)
1781,3,319,44764,337790,종로구,종로3가(3)
1782,3,320,44764,292688,중구,을지로3가(3)
1783,3,322,44764,258106,중구,동대입구(3)
1784,3,323,44764,352964,중구,약수(3)
1785,3,324,44764,206441,성동구,금호(3)
1786,3,325,44764,267047,성동구,옥수(3)
1787,3,326,44764,986301,강남구,압구정(3)
1788,3,327,44764,876548,강남구,신사(3)
1789,3,328,44764,132343,서초구,잠원(3)
1790,3,329,44764,1402838,서초구,고속터미널(3)
1791,3,330,44764,250660,서초구,교대(3)
1792,3,331,44764,849472,서초구,남부터미널(3)
1793,3,332,44764,1088254,서초구,양재(3)
1794,3,333,44764,323994,강남구,매봉(3)
1795,3,334,44764,145659,강남구,도곡(3)
1796,3,335,44764,329530,강남구,대치(3)
1797,3,336,44764,68785,강남구,학여울(3)
1798,3,337,44764,259263,강남구,대청(3)
1799,3,338,44764,271635,강남구,일원(3)
1800,3,339,44764,517473,강남구,수서(3)
1801,3,340,44764,240833,송파구,가락시장(3)
1802,3,341,44764,198008,송파구,경찰병원(3)
1803,3,342,44764,155402,송파구,오금(3)
1804,4,409,44764,240494,노원구,당고개(4)
1805,4,410,44764,498854,노원구,상계(4)
1806,4,411,44764,615137,노원구,노원(4)
1807,4,412,44764,769864,도봉구,창동(4)
1808,4,413,44764,743078,도봉구,쌍문(4)
1809,4,414,44764,953496,강북구,수유(4)
1810,4,415,44764,395194,강북구,미아(4)
1811,4,416,44764,756501,강북구,미아사거리(4)
1812,4,417,44764,558777,성북구,길음(4)
1813,4,418,44764,551568,성북구,성신여대입구(4)
1814,4,419,44764,362841,성북구,한성대입구(4)
1815,4,420,44764,1010074,종로구,혜화(4)
1816,4,421,44764,561335,종로구,동대문(4)
1817,4,422,44764,402814,중구,동대문역사문화공원(4)
1818,4,423,44764,713775,중구,충무로(4)
1819,4,424,44764,614573,중구,명동(4)
1820,4,425,44764,704279,중구,회현(4)
1821,4,426,44764,542166,용산구,서울역(4)
1822,4,427,44764,363744,용산구,숙대입구(4)
1823,4,428,44764,177118,용산구,삼각지(4)
1824,4,429,44764,527737,용산구,신용산(4)
1825,4,430,44764,299558,용산구,이촌(4)
1826,4,431,44764,59728,동작구,동작(4)
1827,4,432,44764,583202,동작구,이수(4)
1828,4,433,44764,644640,동작구,사당(4)
1829,4,434,44764,33571,서초구,남태령(4)
1830,5,2511,44764,185674,강서구,방화(5)
1831,5,2512,44764,152171,강서구,개화산(5)
1832,5,2513,44764,248678,강서구,김포공항(5)
1833,5,2514,44764,175451,강서구,송정(5)
1834,5,2515,44764,291572,강서구,마곡(5)
1835,5,2516,44764,597085,강서구,발산(5)
1836,5,2517,44764,399798,강서구,우장산(5)
1837,5,2518,44764,740909,강서구,화곡(5)
1838,5,2519,44764,772461,강서구,까치산(5)
1839,5,2520,44764,315925,양천구,신정(5)
1840,5,2521,44764,490040,양천구,목동(5)
1841,5,2522,44764,658945,양천구,오목교(5)
1842,5,2523,44764,197208,영등포구,양평(5)
1843,5,2524,44764,113877,영등포구,영등포구청(5)
1844,5,2525,44764,303708,영등포구,영등포시장(5)
1845,5,2526,44764,126003,영등포구,신길(5)
1846,5,2527,44764,803491,영등포구,여의도(5)
1847,5,2528,44764,405137,영등포구,여의나루(5)
1848,5,2529,44764,391557,마포구,마포(5)
1849,5,2530,44764,401247,마포구,공덕(5)
1850,5,2531,44764,183226,마포구,애오개(5)
1851,5,2532,44764,118368,서대문구,충정로(5)
1852,5,2533,44764,501399,종로구,서대문(5)
1853,5,2534,44764,881792,종로구,광화문(5)
1854,5,2535,44764,389269,종로구,종로3가(5)
1855,5,2536,44764,167237,중구,을지로4가(5)
1856,5,2537,44764,92502,중구,동대문역사문화공원(5)
1857,5,2538,44764,100359,중구,청구(5)
1858,5,2539,44764,183985,성동구,신금호(5)
1859,5,2540,44764,202227,성동구,행당(5)
1860,5,2541,44764,154166,성동구,왕십리(5)
1861,5,2542,44764,146247,성동구,마장(5)
1862,5,2543,44764,418678,성동구,답십리(5)
1863,5,2544,44764,512507,동대문구,장한평(5)
1864,5,2545,44764,349903,광진구,군자(5)
1865,5,2546,44764,399590,광진구,아차산(5)
1866,5,2547,44764,349201,광진구,광나루(5)
1867,5,2548,44764,542566,강동구,천호(5)
1868,5,2549,44764,501278,강동구,강동(5)
1869,5,2550,44764,236597,강동구,길동(5)
1870,5,2551,44764,269131,강동구,굽은다리(5)
1871,5,2552,44764,253296,강동구,명일(5)
1872,5,2553,44764,269802,강동구,고덕(5)
1873,5,2554,44764,384501,강동구,상일동(5)
1874,5,2555,44764,231281,강동구,둔촌동(5)
1875,5,2556,44764,105524,송파구,올림픽공원(5)
1876,5,2557,44764,207263,송파구,방이(5)
1877,5,2558,44764,100322,송파구,오금(5)
1878,5,2559,44764,188195,송파구,개롱(5)
1879,5,2560,44764,268754,송파구,거여(5)
1880,5,2561,44764,196588,송파구,마천(5)
1881,5,2562,44764,123178,강동구,강일(5)
1882,5,2563,44764,475157,하남시,미사(5)
1883,5,2564,44764,119793,하남시,하남풍산(5)
1884,5,2565,44764,197533,하남시,하남시청(5)
1885,5,2566,44764,176265,하남시,하남검단산(5)
1886,6,2611,44764,487737,은평구,응암(6)
1887,6,2612,44764,119410,은평구,역촌(6)
1888,6,2613,44764,129745,은평구,불광(6)
1889,6,2614,44764,84889,은평구,독바위(6)
1890,6,2616,44764,166245,은평구,구산(6)
1891,6,2617,44764,325662,은평구,새절(6)
1892,6,2618,44764,277635,은평구,증산(6)
1893,6,2619,44764,427459,은평구,디지털미디어시티(6)
1894,6,2620,44764,195218,마포구,월드컵경기장(6)
1895,6,2621,44764,360469,마포구,마포구청(6)
1896,6,2622,44764,441648,마포구,망원(6)
1897,6,2623,44764,399449,마포구,합정(6)
1898,6,2624,44764,315410,마포구,상수(6)
1899,6,2625,44764,243915,마포구,광흥창(6)
1900,6,2626,44764,242358,마포구,대흥(6)
1901,6,2627,44764,483207,마포구,공덕(6)
1902,6,2628,44764,175231,용산구,효창공원앞(6)
1903,6,2629,44764,176062,용산구,삼각지(6)
1904,6,2630,44764,158517,용산구,녹사평(6)
1905,6,2631,44764,416099,용산구,이태원(6)
1906,6,2632,44764,307222,용산구,한강진(6)
1907,6,2633,44764,60570,중구,버티고개(6)
1908,6,2634,44764,103416,중구,약수(6)
1909,6,2635,44764,103665,중구,청구(6)
1910,6,2636,44764,234302,중구,신당(6)
1911,6,2637,44764,238488,종로구,동묘앞(6)
1912,6,2638,44764,79498,종로구,창신(6)
1913,6,2639,44764,194213,성북구,보문(6)
1914,6,2640,44764,291218,성북구,안암(6)
1915,6,2641,44764,217389,성북구,고려대(6)
1916,6,2642,44764,313581,성북구,월곡(6)
1917,6,2643,44764,157602,성북구,상월곡(6)
1918,6,2644,44764,243411,성북구,돌곶이(6)
1919,6,2645,44764,352416,노원구,석계(6)
1920,6,2646,44764,169147,노원구,태릉입구(6)
1921,6,2647,44764,247150,노원구,화랑대(6)
1922,6,2648,44764,237418,중랑구,봉화산(6)
1923,7,2711,44764,34450,의정부시,장암(7)
1924,7,2712,44764,303497,도봉구,도봉산(7)
1925,7,2713,44764,370323,노원구,수락산(7)
1926,7,2714,44764,343027,노원구,마들(7)
1927,7,2715,44764,612315,노원구,노원(7)
1928,7,2716,44764,364085,노원구,중계(7)
1929,7,2717,44764,468551,노원구,하계(7)
1930,7,2718,44764,329524,노원구,공릉(7)
1931,7,2719,44764,230114,노원구,태릉입구(7)
1932,7,2720,44764,282726,중랑구,먹골(7)
1933,7,2721,44764,292849,중랑구,중화(7)
1934,7,2722,44764,458421,중랑구,상봉(7)
1935,7,2723,44764,406122,중랑구,면목(7)
1936,7,2724,44764,445988,중랑구,사가정(7)
1937,7,2725,44764,165938,중랑구,용마산(7)
1938,7,2726,44764,282798,광진구,중곡(7)
1939,7,2727,44764,337465,광진구,군자(7)
1940,7,2728,44764,364510,광진구,어린이대공원(7)
1941,7,2729,44764,396118,광진구,건대입구(7)
1942,7,2730,44764,257558,광진구,뚝섬유원지(7)
1943,7,2731,44764,590370,강남구,청담(7)
1944,7,2732,44764,492488,강남구,강남구청(7)
1945,7,2733,44764,656033,강남구,학동(7)
1946,7,2734,44764,531954,강남구,논현(7)
1947,7,2735,44764,167727,서초구,반포(7)
1948,7,2736,44764,403141,서초구,고속터미널(7)
1949,7,2737,44764,401802,서초구,내방(7)
1950,7,2738,44764,456751,동작구,이수(7)
1951,7,2739,44764,289646,동작구,남성(7)
1952,7,2740,44764,335144,동작구,숭실대입구(7)
1953,7,2741,44764,294384,동작구,상도(7)
1954,7,2742,44764,253122,동작구,장승배기(7)
1955,7,2743,44764,407965,동작구,신대방삼거리(7)
1956,7,2744,44764,219932,동작구,보라매(7)
1957,7,2745,44764,322633,영등포구,신풍(7)
1958,7,2746,44764,253744,영등포구,대림(7)
1959,7,2747,44764,441463,구로구,남구로(7)
1960,7,2748,44764,1116312,금천구,가산디지털단지(7)
1961,7,2749,44764,606458,광명시,철산(7)
1962,7,2750,44764,612771,광명시,광명사거리(7)
1963,7,2751,44764,301409,구로구,천왕(7)
1964,7,2752,44764,253912,구로구,온수(7)
1965,8,2811,44764,465069,강동구,암사(8)
1966,8,2812,44764,491745,강동구,천호(8)
1967,8,2813,44764,291773,강동구,강동구청(8)
1968,8,2814,44764,177035,송파구,몽촌토성(8)
1969,8,2815,44764,540336,송파구,잠실(8)
1970,8,2816,44764,253034,송파구,석촌(8)
1971,8,2817,44764,242937,송파구,송파(8)
1972,8,2818,44764,234184,송파구,가락시장(8)
1973,8,2819,44764,581659,송파구,문정(8)
1974,8,2820,44764,469845,송파구,장지(8)
1975,8,2821,44764,218906,송파구,복정(8)
1976,8,2822,44764,151423,성남시,산성(8)
1977,8,2823,44764,336976,성남시,남한산성입구(8)
1978,8,2824,44764,286365,성남시,단대오거리(8)
1979,8,2825,44764,136652,성남시,신흥(8)
1980,8,2826,44764,142545,성남시,수진(8)
1981,8,2827,44764,112502,성남시,모란(8)
1982,8,2828,44764,157064,성남시,남위례(8)
1983,9,4126,44764,52199,강남구,언주(9)
1984,9,4127,44764,47490,강남구,선정릉(9)
1985,9,4128,44764,38546,강남구,삼성중앙(9)
1986,9,4129,44764,95218,강남구,봉은사(9)
1987,9,4130,44764,21176,송파구,종합운동장(9)
1988,9,4131,44764,48132,송파구,삼전(9)
1989,9,4132,44764,40988,송파구,석촌고분(9)
1990,9,4133,44764,50904,송파구,석촌(9)
1991,9,4134,44764,44038,송파구,송파나루(9)
1992,9,4135,44764,21930,송파구,한성백제(9)
1993,9,4136,44764,40569,송파구,올림픽공원(9)
1994,9,4137,44764,10236,강동구,둔촌오륜(9)
1995,9,4138,44764,58910,강동구,중앙보훈병원(9)
1996,1,150,44795,1308757,중구,서울역(1)
1997,1,151,44795,649885,중구,시청(1)
1998,1,152,44795,963022,종로구,종각(1)
1999,1,153,44795,661307,종로구,종로3가(1)
2000,1,154,44795,616993,종로구,종로5가(1)
2001,1,155,44795,295307,종로구,동대문(1)
2002,1,156,44795,358114,동대문구,신설동(1)
2003,1,157,44795,493439,동대문구,제기동(1)
2004,1,158,44795,566099,동대문구,청량리(1)
2005,1,159,44795,261286,종로구,동묘앞(1)
2006,2,201,44795,597267,중구,시청(2)
2007,2,202,44795,1147831,중구,을지로입구(2)
2008,2,203,44795,623713,중구,을지로3가(2)
2009,2,204,44795,351501,중구,을지로4가(2)
2010,2,205,44795,424713,중구,동대문역사문화공원(2)
2011,2,206,44795,403278,중구,신당(2)
2012,2,207,44795,376537,성동구,상왕십리(2)
2013,2,208,44795,383640,성동구,왕십리(2)
2014,2,209,44795,202956,성동구,한양대(2)
2015,2,210,44795,650811,성동구,뚝섬(2)
2016,2,211,44795,1105060,성동구,성수(2)
2017,2,212,44795,1093327,광진구,건대입구(2)
2018,2,213,44795,629963,광진구,구의(2)
2019,2,214,44795,901206,광진구,강변(2)
2020,2,215,44795,377036,송파구,잠실나루(2)
2021,2,216,44795,2087236,송파구,잠실(2)
2022,2,217,44795,616035,송파구,잠실새내(2)
2023,2,218,44795,397422,송파구,종합운동장(2)
2024,2,219,44795,1479875,강남구,삼성(2)
2025,2,220,44795,1297526,강남구,선릉(2)
2026,2,221,44795,1494004,강남구,역삼(2)
2027,2,222,44795,2152978,강남구,강남(2)
2028,2,223,44795,982996,서초구,교대(2)
2029,2,224,44795,553058,서초구,서초(2)
2030,2,225,44795,439665,서초구,방배(2)
2031,2,226,44795,1164182,동작구,사당(2)
2032,2,227,44795,738734,관악구,낙성대(2)
2033,2,228,44795,1267303,관악구,서울대입구(2)
2034,2,229,44795,618861,관악구,봉천(2)
2035,2,230,44795,1566109,관악구,신림(2)
2036,2,231,44795,683590,동작구,신대방(2)
2037,2,232,44795,1557588,구로구,구로디지털단지(2)
2038,2,233,44795,684030,구로구,대림(2)
2039,2,234,44795,1330414,구로구,신도림(2)
2040,2,235,44795,599311,영등포구,문래(2)
2041,2,236,44795,595227,영등포구,영등포구청(2)
2042,2,237,44795,561948,영등포구,당산(2)
2043,2,238,44795,988158,마포구,합정(2)
2044,2,239,44795,1943348,마포구,홍대입구(2)
2045,2,240,44795,1014872,마포구,신촌(2)
2046,2,241,44795,395222,마포구,이대(2)
2047,2,242,44795,272510,마포구,아현(2)
2048,2,243,44795,279703,서대문구,충정로(2)
2049,2,244,44795,78458,성동구,용답(2)
2050,2,245,44795,51673,성동구,신답(2)
2051,2,246,44795,99599,동대문구,신설동(2)
2052,2,247,44795,38732,구로구,도림천(2)
2053,2,248,44795,191330,양천구,양천구청(2)
2054,2,249,44795,288558,양천구,신정네거리(2)
2055,2,250,44795,67653,동대문구,용두(2)
2056,3,309,44795,138542,고양시,지축(3)
2057,3,310,44795,570833,은평구,구파발(3)
2058,3,311,44795,946481,은평구,연신내(3)
2059,3,312,44795,479535,은평구,불광(3)
2060,3,313,44795,371178,은평구,녹번(3)
2061,3,314,44795,448471,서대문구,홍제(3)
2062,3,315,44795,107268,서대문구,무악재(3)
2063,3,316,44795,202622,서대문구,독립문(3)
2064,3,317,44795,606647,종로구,경복궁(3)
2065,3,318,44795,631100,종로구,안국(3)
2066,3,319,44795,317369,종로구,종로3가(3)
2067,3,320,44795,281655,중구,을지로3가(3)
2068,3,322,44795,257905,중구,동대입구(3)
2069,3,323,44795,342845,중구,약수(3)
2070,3,324,44795,201922,성동구,금호(3)
2071,3,325,44795,259399,성동구,옥수(3)
2072,3,326,44795,943914,강남구,압구정(3)
2073,3,327,44795,833201,강남구,신사(3)
2074,3,328,44795,128687,서초구,잠원(3)
2075,3,329,44795,1322085,서초구,고속터미널(3)
2076,3,330,44795,242524,서초구,교대(3)
2077,3,331,44795,813746,서초구,남부터미널(3)
2078,3,332,44795,1044475,서초구,양재(3)
2079,3,333,44795,309725,강남구,매봉(3)
2080,3,334,44795,140566,강남구,도곡(3)
2081,3,335,44795,323945,강남구,대치(3)
2082,3,336,44795,75103,강남구,학여울(3)
2083,3,337,44795,256593,강남구,대청(3)
2084,3,338,44795,268149,강남구,일원(3)
2085,3,339,44795,501174,강남구,수서(3)
2086,3,340,44795,236635,송파구,가락시장(3)
2087,3,341,44795,195728,송파구,경찰병원(3)
2088,3,342,44795,151199,송파구,오금(3)
2089,4,409,44795,233501,노원구,당고개(4)
2090,4,410,44795,481871,노원구,상계(4)
2091,4,411,44795,589617,노원구,노원(4)
2092,4,412,44795,740005,도봉구,창동(4)
2093,4,413,44795,723196,도봉구,쌍문(4)
2094,4,414,44795,924776,강북구,수유(4)
2095,4,415,44795,384005,강북구,미아(4)
2096,4,416,44795,723702,강북구,미아사거리(4)
2097,4,417,44795,540421,성북구,길음(4)
2098,4,418,44795,534539,성북구,성신여대입구(4)
2099,4,419,44795,351101,성북구,한성대입구(4)
2100,4,420,44795,981347,종로구,혜화(4)
2101,4,421,44795,503726,종로구,동대문(4)
2102,4,422,44795,387208,중구,동대문역사문화공원(4)
2103,4,423,44795,691612,중구,충무로(4)
2104,4,424,44795,619825,중구,명동(4)
2105,4,425,44795,654668,중구,회현(4)
2106,4,426,44795,527064,용산구,서울역(4)
2107,4,427,44795,352274,용산구,숙대입구(4)
2108,4,428,44795,176806,용산구,삼각지(4)
2109,4,429,44795,517698,용산구,신용산(4)
2110,4,430,44795,306167,용산구,이촌(4)
2111,4,431,44795,61242,동작구,동작(4)
2112,4,432,44795,558575,동작구,이수(4)
2113,4,433,44795,604088,동작구,사당(4)
2114,4,434,44795,32724,서초구,남태령(4)
2115,5,2511,44795,179131,강서구,방화(5)
2116,5,2512,44795,147447,강서구,개화산(5)
2117,5,2513,44795,232638,강서구,김포공항(5)
2118,5,2514,44795,168844,강서구,송정(5)
2119,5,2515,44795,282414,강서구,마곡(5)
2120,5,2516,44795,576375,강서구,발산(5)
2121,5,2517,44795,390530,강서구,우장산(5)
2122,5,2518,44795,722914,강서구,화곡(5)
2123,5,2519,44795,749853,강서구,까치산(5)
2124,5,2520,44795,305358,양천구,신정(5)
2125,5,2521,44795,478446,양천구,목동(5)
2126,5,2522,44795,641217,양천구,오목교(5)
2127,5,2523,44795,192438,영등포구,양평(5)
2128,5,2524,44795,112994,영등포구,영등포구청(5)
2129,5,2525,44795,293359,영등포구,영등포시장(5)
2130,5,2526,44795,122588,영등포구,신길(5)
2131,5,2527,44795,805109,영등포구,여의도(5)
2132,5,2528,44795,409660,영등포구,여의나루(5)
2133,5,2529,44795,382530,마포구,마포(5)
2134,5,2530,44795,390186,마포구,공덕(5)
2135,5,2531,44795,176367,마포구,애오개(5)
2136,5,2532,44795,119741,서대문구,충정로(5)
2137,5,2533,44795,492338,종로구,서대문(5)
2138,5,2534,44795,920645,종로구,광화문(5)
2139,5,2535,44795,373840,종로구,종로3가(5)
2140,5,2536,44795,164549,중구,을지로4가(5)
2141,5,2537,44795,93629,중구,동대문역사문화공원(5)
2142,5,2538,44795,97103,중구,청구(5)
2143,5,2539,44795,177326,성동구,신금호(5)
2144,5,2540,44795,197574,성동구,행당(5)
2145,5,2541,44795,146225,성동구,왕십리(5)
2146,5,2542,44795,143096,성동구,마장(5)
2147,5,2543,44795,416756,성동구,답십리(5)
2148,5,2544,44795,496180,동대문구,장한평(5)
2149,5,2545,44795,338834,광진구,군자(5)
2150,5,2546,44795,386607,광진구,아차산(5)
2151,5,2547,44795,344817,광진구,광나루(5)
2152,5,2548,44795,519495,강동구,천호(5)
2153,5,2549,44795,491123,강동구,강동(5)
2154,5,2550,44795,230262,강동구,길동(5)
2155,5,2551,44795,255940,강동구,굽은다리(5)
2156,5,2552,44795,244246,강동구,명일(5)
2157,5,2553,44795,260833,강동구,고덕(5)
2158,5,2554,44795,373041,강동구,상일동(5)
2159,5,2555,44795,223706,강동구,둔촌동(5)
2160,5,2556,44795,120575,송파구,올림픽공원(5)
2161,5,2557,44795,201719,송파구,방이(5)
2162,5,2558,44795,97060,송파구,오금(5)
2163,5,2559,44795,181177,송파구,개롱(5)
2164,5,2560,44795,258714,송파구,거여(5)
2165,5,2561,44795,189691,송파구,마천(5)
2166,5,2562,44795,120658,강동구,강일(5)
2167,5,2563,44795,462251,하남시,미사(5)
2168,5,2564,44795,114084,하남시,하남풍산(5)
2169,5,2565,44795,188000,하남시,하남시청(5)
2170,5,2566,44795,167905,하남시,하남검단산(5)
2171,6,2611,44795,470674,은평구,응암(6)
2172,6,2612,44795,120012,은평구,역촌(6)
2173,6,2613,44795,123477,은평구,불광(6)
2174,6,2614,44795,81394,은평구,독바위(6)
2175,6,2616,44795,162004,은평구,구산(6)
2176,6,2617,44795,314426,은평구,새절(6)
2177,6,2618,44795,267940,은평구,증산(6)
2178,6,2619,44795,419585,은평구,디지털미디어시티(6)
2179,6,2620,44795,152672,마포구,월드컵경기장(6)
2180,6,2621,44795,352351,마포구,마포구청(6)
2181,6,2622,44795,435660,마포구,망원(6)
2182,6,2623,44795,380934,마포구,합정(6)
2183,6,2624,44795,307396,마포구,상수(6)
2184,6,2625,44795,238679,마포구,광흥창(6)
2185,6,2626,44795,232368,마포구,대흥(6)
2186,6,2627,44795,473862,마포구,공덕(6)
2187,6,2628,44795,171554,용산구,효창공원앞(6)
2188,6,2629,44795,170183,용산구,삼각지(6)
2189,6,2630,44795,152319,용산구,녹사평(6)
2190,6,2631,44795,402029,용산구,이태원(6)
2191,6,2632,44795,288833,용산구,한강진(6)
2192,6,2633,44795,59599,중구,버티고개(6)
2193,6,2634,44795,98739,중구,약수(6)
2194,6,2635,44795,100772,중구,청구(6)
2195,6,2636,44795,227469,중구,신당(6)
2196,6,2637,44795,225901,종로구,동묘앞(6)
2197,6,2638,44795,77669,종로구,창신(6)
2198,6,2639,44795,186210,성북구,보문(6)
2199,6,2640,44795,284444,성북구,안암(6)
2200,6,2641,44795,208405,성북구,고려대(6)
2201,6,2642,44795,305819,성북구,월곡(6)
2202,6,2643,44795,152865,성북구,상월곡(6)
2203,6,2644,44795,238118,성북구,돌곶이(6)
2204,6,2645,44795,343298,노원구,석계(6)
2205,6,2646,44795,163930,노원구,태릉입구(6)
2206,6,2647,44795,237054,노원구,화랑대(6)
2207,6,2648,44795,229361,중랑구,봉화산(6)
2208,7,2711,44795,31730,의정부시,장암(7)
2209,7,2712,44795,287148,도봉구,도봉산(7)
2210,7,2713,44795,353763,노원구,수락산(7)
2211,7,2714,44795,333545,노원구,마들(7)
2212,7,2715,44795,583516,노원구,노원(7)
2213,7,2716,44795,348067,노원구,중계(7)
2214,7,2717,44795,449177,노원구,하계(7)
2215,7,2718,44795,312192,노원구,공릉(7)
2216,7,2719,44795,221494,노원구,태릉입구(7)
2217,7,2720,44795,275063,중랑구,먹골(7)
2218,7,2721,44795,281367,중랑구,중화(7)
2219,7,2722,44795,443806,중랑구,상봉(7)
2220,7,2723,44795,396423,중랑구,면목(7)
2221,7,2724,44795,431361,중랑구,사가정(7)
2222,7,2725,44795,160219,중랑구,용마산(7)
2223,7,2726,44795,275881,광진구,중곡(7)
2224,7,2727,44795,328886,광진구,군자(7)
2225,7,2728,44795,374304,광진구,어린이대공원(7)
2226,7,2729,44795,380897,광진구,건대입구(7)
2227,7,2730,44795,251438,광진구,뚝섬유원지(7)
2228,7,2731,44795,576200,강남구,청담(7)
2229,7,2732,44795,485694,강남구,강남구청(7)
2230,7,2733,44795,643287,강남구,학동(7)
2231,7,2734,44795,512164,강남구,논현(7)
2232,7,2735,44795,162761,서초구,반포(7)
2233,7,2736,44795,385848,서초구,고속터미널(7)
2234,7,2737,44795,390342,서초구,내방(7)
2235,7,2738,44795,417149,동작구,이수(7)
2236,7,2739,44795,285273,동작구,남성(7)
2237,7,2740,44795,322717,동작구,숭실대입구(7)
2238,7,2741,44795,285832,동작구,상도(7)
2239,7,2742,44795,247187,동작구,장승배기(7)
2240,7,2743,44795,391199,동작구,신대방삼거리(7)
2241,7,2744,44795,207275,동작구,보라매(7)
2242,7,2745,44795,307555,영등포구,신풍(7)
2243,7,2746,44795,245685,영등포구,대림(7)
2244,7,2747,44795,429173,구로구,남구로(7)
2245,7,2748,44795,1083488,금천구,가산디지털단지(7)
2246,7,2749,44795,582502,광명시,철산(7)
2247,7,2750,44795,588556,광명시,광명사거리(7)
2248,7,2751,44795,289970,구로구,천왕(7)
2249,7,2752,44795,248056,구로구,온수(7)
2250,8,2811,44795,453107,강동구,암사(8)
2251,8,2812,44795,472489,강동구,천호(8)
2252,8,2813,44795,282283,강동구,강동구청(8)
2253,8,2814,44795,171541,송파구,몽촌토성(8)
2254,8,2815,44795,510141,송파구,잠실(8)
2255,8,2816,44795,245031,송파구,석촌(8)
2256,8,2817,44795,234614,송파구,송파(8)
2257,8,2818,44795,226320,송파구,가락시장(8)
2258,8,2819,44795,569490,송파구,문정(8)
2259,8,2820,44795,448287,송파구,장지(8)
2260,8,2821,44795,210960,송파구,복정(8)
2261,8,2822,44795,145704,성남시,산성(8)
2262,8,2823,44795,329224,성남시,남한산성입구(8)
2263,8,2824,44795,278507,성남시,단대오거리(8)
2264,8,2825,44795,131443,성남시,신흥(8)
2265,8,2826,44795,138265,성남시,수진(8)
2266,8,2827,44795,109975,성남시,모란(8)
2267,8,2828,44795,154164,성남시,남위례(8)
2268,9,4126,44795,51945,강남구,언주(9)
2269,9,4127,44795,46445,강남구,선정릉(9)
2270,9,4128,44795,37681,강남구,삼성중앙(9)
2271,9,4129,44795,90351,강남구,봉은사(9)
2272,9,4130,44795,21035,송파구,종합운동장(9)
2273,9,4131,44795,47780,송파구,삼전(9)
2274,9,4132,44795,41227,송파구,석촌고분(9)
