호선,고유역번호(외부역코드),연월,하차인원수,자치구코드,호선역
5,2517,202203,351173,111212,우장산(5)
5,2518,202203,659921,111212,화곡(5)
5,2519,202203,693978,111212,까치산(5)
5,2520,202203,280372,111301,신정(5)
5,2521,202203,430177,111301,목동(5)
5,2522,202203,554037,111301,오목교(5)
5,2523,202203,173370,111231,양평(5)
5,2524,202203,99953,111231,영등포구청(5)
5,2525,202203,256566,111231,영등포시장(5)
5,2526,202203,108035,111231,신길(5)
5,2527,202203,653276,111231,여의도(5)
5,2528,202203,297448,111231,여의나루(5)
5,2529,202203,335660,111201,마포(5)
5,2530,202203,329740,111201,공덕(5)
5,2531,202203,159740,111201,애오개(5)
5,2532,202203,108344,111191,충정로(5)
5,2533,202203,423634,111123,서대문(5)
5,2534,202203,691076,111123,광화문(5)
5,2535,202203,307657,111123,종로3가(5)
5,2536,202203,142773,111121,을지로4가(5)
5,2537,202203,74475,111121,동대문역사문화공원(5)
5,2538,202203,89569,111121,청구(5)
5,2539,202203,163349,111142,신금호(5)
5,2540,202203,175787,111142,행당(5)
5,2541,202203,131953,111142,왕십리(5)
5,2542,202203,134574,111142,마장(5)
5,2543,202203,374191,111142,답십리(5)
5,2544,202203,445816,111152,장한평(5)
5,2545,202203,310777,111141,군자(5)
5,2546,202203,380326,111141,아차산(5)
5,2547,202203,304629,111141,광나루(5)
5,2548,202203,453330,111274,천호(5)
5,2549,202203,443050,111274,강동(5)
5,2550,202203,209164,111274,길동(5)
5,2551,202203,223802,111274,굽은다리(5)
5,2552,202203,219074,111274,명일(5)
5,2553,202203,231396,111274,고덕(5)
5,2554,202203,336579,111274,상일동(5)
5,2555,202203,213191,111274,둔촌동(5)
5,2556,202203,91976,111273,올림픽공원(5)
5,2557,202203,179946,111273,방이(5)
5,2558,202203,89782,111273,오금(5)
5,2559,202203,162627,111273,개롱(5)
5,2560,202203,234184,111273,거여(5)
5,2561,202203,174115,111273,마천(5)
5,2562,202203,95632,111274,강일(5)
6,2611,202203,434447,111181,응암(6)
6,2612,202203,110901,111181,역촌(6)
6,2613,202203,106360,111181,불광(6)
6,2614,202203,74374,111181,독바위(6)
6,2616,202203,143508,111181,구산(6)
6,2617,202203,300124,111181,새절(6)
6,2618,202203,252455,111181,증산(6)
6,2619,202203,347568,111181,디지털미디어시티(6)
6,2620,202203,155803,111201,월드컵경기장(6)
6,2621,202203,317927,111201,마포구청(6)
6,2622,202203,382548,111201,망원(6)
6,2623,202203,327094,111201,합정(6)
6,2624,202203,255935,111201,상수(6)
6,2625,202203,209518,111201,광흥창(6)
6,2626,202203,212742,111201,대흥(6)
6,2627,202203,404962,111201,공덕(6)
6,2628,202203,161710,111131,효창공원앞(6)
6,2629,202203,135602,111131,삼각지(6)
6,2630,202203,125318,111131,녹사평(6)
6,2631,202203,283203,111131,이태원(6)
6,2632,202203,238848,111131,한강진(6)
6,2633,202203,51767,111121,버티고개(6)
6,2634,202203,87562,111121,약수(6)
6,2635,202203,97583,111121,청구(6)
6,2636,202203,205291,111121,신당(6)
6,2637,202203,208491,111123,동묘앞(6)
6,2638,202203,74105,111123,창신(6)
6,2639,202203,171004,111161,보문(6)
6,2640,202203,315363,111161,안암(6)
6,2641,202203,201383,111161,고려대(6)
6,2642,202203,293152,111161,월곡(6)
6,2643,202203,143725,111161,상월곡(6)
6,2644,202203,221041,111161,돌곶이(6)
6,2645,202203,325060,111311,석계(6)
6,2646,202203,153746,111311,태릉입구(6)
6,2647,202203,232800,111311,화랑대(6)
6,2648,202203,205228,111151,봉화산(6)
7,2712,202203,278870,111171,도봉산(7)
7,2713,202203,313746,111311,수락산(7)
7,2714,202203,302452,111311,마들(7)
7,2715,202203,509877,111311,노원(7)
7,2716,202203,326633,111311,중계(7)
7,2717,202203,415355,111311,하계(7)
7,2718,202203,315539,111311,공릉(7)
7,2719,202203,208478,111311,태릉입구(7)
7,2720,202203,251746,111151,먹골(7)
7,2721,202203,264785,111151,중화(7)
7,2722,202203,393276,111151,상봉(7)
7,2723,202203,395907,111151,면목(7)
7,2724,202203,406181,111151,사가정(7)
7,2725,202203,150219,111151,용마산(7)
7,2726,202203,254342,111141,중곡(7)
7,2727,202203,297356,111141,군자(7)
7,2728,202203,366701,111141,어린이대공원(7)
7,2729,202203,341006,111141,건대입구(7)
7,2730,202203,213114,111141,뚝섬유원지(7)
7,2731,202203,501266,111261,청담(7)
7,2732,202203,417027,111261,강남구청(7)
7,2733,202203,578645,111261,학동(7)
7,2734,202203,503883,111261,논현(7)
7,2735,202203,138055,111262,반포(7)
7,2736,202203,316603,111262,고속터미널(7)
7,2737,202203,350523,111262,내방(7)
7,2738,202203,374326,111241,이수(7)
7,2739,202203,255076,111241,남성(7)
7,2740,202203,358413,111241,숭실대입구(7)
7,2741,202203,271359,111241,상도(7)
7,2742,202203,220270,111241,장승배기(7)
7,2743,202203,397823,111241,신대방삼거리(7)
7,2744,202203,239033,111241,보라매(7)
7,2745,202203,279370,111231,신풍(7)
7,2746,202203,204350,111231,대림(7)
7,2747,202203,389436,111221,남구로(7)
7,2748,202203,988191,111281,가산디지털단지(7)
7,2751,202203,262211,111221,천왕(7)
7,2752,202203,236897,111221,온수(7)
8,2811,202203,409707,111274,암사(8)
8,2812,202203,424655,111274,천호(8)
8,2813,202203,258120,111274,강동구청(8)
8,2814,202203,150494,111273,몽촌토성(8)
8,2815,202203,398257,111273,잠실(8)
8,2816,202203,222016,111273,석촌(8)
8,2817,202203,186972,111273,송파(8)
8,2818,202203,206397,111273,가락시장(8)
8,2819,202203,517879,111273,문정(8)
8,2820,202203,410109,111273,장지(8)
8,2821,202203,203015,111273,복정(8)
9,4126,202203,43037,111261,언주(9)
9,4127,202203,38599,111261,선정릉(9)
9,4128,202203,30305,111261,삼성중앙(9)
9,4129,202203,68279,111261,봉은사(9)
9,4130,202203,16312,111273,종합운동장(9)
9,4131,202203,41322,111273,삼전(9)
9,4132,202203,33381,111273,석촌고분(9)
9,4133,202203,42373,111273,석촌(9)
9,4134,202203,36964,111273,송파나루(9)
9,4135,202203,18952,111273,한성백제(9)
9,4136,202203,32515,111273,올림픽공원(9)
9,4137,202203,9678,111274,둔촌오륜(9)
9,4138,202203,49279,111274,중앙보훈병원(9)
1,150,202204,1154618,111121,서울역(1)
1,151,202204,584417,111121,시청(1)
1,152,202204,843089,111123,종각(1)
1,153,202204,648070,111123,종로3가(1)
1,154,202204,618405,111123,종로5가(1)
1,155,202204,310264,111123,동대문(1)
1,156,202204,367215,111152,신설동(1)
1,157,202204,495137,111152,제기동(1)
1,158,202204,562086,111152,청량리(1)
1,159,202204,293582,111123,동묘앞(1)
2,201,202204,544967,111121,시청(2)
2,202,202204,998380,111121,을지로입구(2)
2,203,202204,572628,111121,을지로3가(2)
2,204,202204,329902,111121,을지로4가(2)
2,205,202204,392191,111121,동대문역사문화공원(2)
2,206,202204,405707,111121,신당(2)
2,207,202204,367092,111142,상왕십리(2)
2,208,202204,381981,111142,왕십리(2)
2,209,202204,370373,111142,한양대(2)
2,210,202204,660615,111142,뚝섬(2)
2,211,202204,1057808,111142,성수(2)
2,212,202204,1126670,111141,건대입구(2)
2,213,202204,618142,111141,구의(2)
2,214,202204,813771,111141,강변(2)
2,215,202204,365618,111273,잠실나루(2)
2,216,202204,2147958,111273,잠실(2)
2,217,202204,591311,111273,잠실새내(2)
2,218,202204,347397,111273,종합운동장(2)
2,219,202204,1295112,111261,삼성(2)
2,220,202204,1215548,111261,선릉(2)
2,221,202204,1366691,111261,역삼(2)
2,222,202204,2166287,111261,강남(2)
2,223,202204,962142,111262,교대(2)
2,224,202204,526376,111262,서초(2)
2,225,202204,501037,111262,방배(2)
2,226,202204,1157894,111241,사당(2)
2,227,202204,725856,111251,낙성대(2)
2,228,202204,1291861,111251,서울대입구(2)
2,229,202204,589642,111251,봉천(2)
2,230,202204,1676852,111251,신림(2)
2,231,202204,716381,111241,신대방(2)
2,232,202204,1498117,111221,구로디지털단지(2)
2,233,202204,670071,111221,대림(2)
2,234,202204,1325963,111221,신도림(2)
2,235,202204,582057,111231,문래(2)
2,236,202204,597721,111231,영등포구청(2)
2,237,202204,586443,111231,당산(2)
2,238,202204,935736,111201,합정(2)
2,239,202204,1708557,111201,홍대입구(2)
2,240,202204,925823,111201,신촌(2)
2,241,202204,393104,111201,이대(2)
2,242,202204,270915,111201,아현(2)
2,243,202204,273609,111191,충정로(2)
2,244,202204,91235,111142,용답(2)
2,245,202204,49780,111142,신답(2)
2,246,202204,102875,111152,신설동(2)
2,247,202204,40913,111221,도림천(2)
2,248,202204,188784,111301,양천구청(2)
2,249,202204,285242,111301,신정네거리(2)
2,250,202204,65529,111152,용두(2)
3,310,202204,544535,111181,구파발(3)
3,311,202204,954526,111181,연신내(3)
3,312,202204,481981,111181,불광(3)
3,313,202204,373964,111181,녹번(3)
3,314,202204,463301,111191,홍제(3)
3,315,202204,111016,111191,무악재(3)
3,316,202204,214555,111191,독립문(3)
3,317,202204,619155,111123,경복궁(3)
3,318,202204,631887,111123,안국(3)
3,319,202204,309585,111123,종로3가(3)
3,320,202204,270966,111121,을지로3가(3)
3,322,202204,282204,111121,동대입구(3)
3,323,202204,345394,111121,약수(3)
3,324,202204,201832,111142,금호(3)
3,325,202204,258480,111142,옥수(3)
3,326,202204,885287,111261,압구정(3)
3,327,202204,858245,111261,신사(3)
3,328,202204,130145,111262,잠원(3)
3,329,202204,1212565,111262,고속터미널(3)
3,330,202204,239052,111262,교대(3)
3,331,202204,782158,111262,남부터미널(3)
3,332,202204,1060146,111262,양재(3)
3,333,202204,305074,111261,매봉(3)
3,334,202204,148029,111261,도곡(3)
3,335,202204,289141,111261,대치(3)
3,336,202204,65325,111261,학여울(3)
3,337,202204,245259,111261,대청(3)
3,338,202204,254727,111261,일원(3)
3,339,202204,485421,111261,수서(3)
3,340,202204,234819,111273,가락시장(3)
3,341,202204,186071,111273,경찰병원(3)
3,342,202204,152823,111273,오금(3)
4,409,202204,233488,111311,당고개(4)
4,410,202204,499540,111311,상계(4)
4,411,202204,593214,111311,노원(4)
4,412,202204,741260,111171,창동(4)
4,413,202204,727802,111171,쌍문(4)
4,414,202204,929966,111291,수유(4)
4,415,202204,399121,111291,미아(4)
4,416,202204,730543,111291,미아사거리(4)
4,417,202204,559441,111161,길음(4)
4,418,202204,549806,111161,성신여대입구(4)
4,419,202204,383471,111161,한성대입구(4)
4,420,202204,919500,111123,혜화(4)
4,421,202204,532250,111123,동대문(4)
4,422,202204,360738,111121,동대문역사문화공원(4)
4,423,202204,735022,111121,충무로(4)
4,424,202204,564751,111121,명동(4)
4,425,202204,690317,111121,회현(4)
4,426,202204,458079,111131,서울역(4)
4,427,202204,363091,111131,숙대입구(4)
4,428,202204,158552,111131,삼각지(4)
4,429,202204,442629,111131,신용산(4)
4,430,202204,237455,111131,이촌(4)
4,431,202204,78893,111241,동작(4)
4,432,202204,560998,111241,이수(4)
4,433,202204,616375,111241,사당(4)
4,434,202204,28843,111262,남태령(4)
5,2511,202204,174593,111212,방화(5)
5,2512,202204,146545,111212,개화산(5)
5,2513,202204,212490,111212,김포공항(5)
5,2514,202204,170332,111212,송정(5)
5,2515,202204,271597,111212,마곡(5)
5,2516,202204,560845,111212,발산(5)
5,2517,202204,385323,111212,우장산(5)
5,2518,202204,713684,111212,화곡(5)
5,2519,202204,745100,111212,까치산(5)
5,2520,202204,303801,111301,신정(5)
5,2521,202204,471370,111301,목동(5)
5,2522,202204,614915,111301,오목교(5)
5,2523,202204,189322,111231,양평(5)
5,2524,202204,110029,111231,영등포구청(5)
5,2525,202204,286248,111231,영등포시장(5)
5,2526,202204,117984,111231,신길(5)
5,2527,202204,776022,111231,여의도(5)
5,2528,202204,618458,111231,여의나루(5)
5,2529,202204,377911,111201,마포(5)
5,2530,202204,379944,111201,공덕(5)
5,2531,202204,176136,111201,애오개(5)
5,2532,202204,121066,111191,충정로(5)
5,2533,202204,480469,111123,서대문(5)
5,2534,202204,786366,111123,광화문(5)
5,2535,202204,363989,111123,종로3가(5)
5,2536,202204,161022,111121,을지로4가(5)
5,2537,202204,80472,111121,동대문역사문화공원(5)
5,2538,202204,96458,111121,청구(5)
5,2539,202204,179731,111142,신금호(5)
5,2540,202204,191752,111142,행당(5)
5,2541,202204,147796,111142,왕십리(5)
5,2542,202204,146643,111142,마장(5)
5,2543,202204,398383,111142,답십리(5)
5,2544,202204,482496,111152,장한평(5)
5,2545,202204,338733,111141,군자(5)
5,2546,202204,433924,111141,아차산(5)
5,2547,202204,344755,111141,광나루(5)
5,2548,202204,505268,111274,천호(5)
5,2549,202204,481446,111274,강동(5)
5,2550,202204,222474,111274,길동(5)
5,2551,202204,242052,111274,굽은다리(5)
5,2552,202204,243273,111274,명일(5)
5,2553,202204,252699,111274,고덕(5)
5,2554,202204,367779,111274,상일동(5)
5,2555,202204,227063,111274,둔촌동(5)
5,2556,202204,109468,111273,올림픽공원(5)
5,2557,202204,195246,111273,방이(5)
5,2558,202204,99338,111273,오금(5)
5,2559,202204,178368,111273,개롱(5)
5,2560,202204,258439,111273,거여(5)
5,2561,202204,189600,111273,마천(5)
5,2562,202204,107700,111274,강일(5)
6,2611,202204,479953,111181,응암(6)
6,2612,202204,116093,111181,역촌(6)
6,2613,202204,119330,111181,불광(6)
6,2614,202204,80857,111181,독바위(6)
6,2616,202204,152926,111181,구산(6)
6,2617,202204,333465,111181,새절(6)
6,2618,202204,276521,111181,증산(6)
6,2619,202204,387181,111181,디지털미디어시티(6)
6,2620,202204,147311,111201,월드컵경기장(6)
6,2621,202204,335996,111201,마포구청(6)
6,2622,202204,424936,111201,망원(6)
6,2623,202204,367759,111201,합정(6)
6,2624,202204,287113,111201,상수(6)
6,2625,202204,226859,111201,광흥창(6)
6,2626,202204,231090,111201,대흥(6)
6,2627,202204,455853,111201,공덕(6)
6,2628,202204,177879,111131,효창공원앞(6)
6,2629,202204,156211,111131,삼각지(6)
6,2630,202204,148478,111131,녹사평(6)
6,2631,202204,364213,111131,이태원(6)
6,2632,202204,276501,111131,한강진(6)
6,2633,202204,57523,111121,버티고개(6)
6,2634,202204,97611,111121,약수(6)
6,2635,202204,103997,111121,청구(6)
6,2636,202204,234622,111121,신당(6)
6,2637,202204,230071,111123,동묘앞(6)
6,2638,202204,80645,111123,창신(6)
6,2639,202204,182724,111161,보문(6)
6,2640,202204,338547,111161,안암(6)
6,2641,202204,221167,111161,고려대(6)
6,2642,202204,313264,111161,월곡(6)
6,2643,202204,155732,111161,상월곡(6)
6,2644,202204,236746,111161,돌곶이(6)
6,2645,202204,351277,111311,석계(6)
6,2646,202204,169990,111311,태릉입구(6)
6,2647,202204,256057,111311,화랑대(6)
6,2648,202204,224866,111151,봉화산(6)
7,2712,202204,315911,111171,도봉산(7)
7,2713,202204,345989,111311,수락산(7)
7,2714,202204,325027,111311,마들(7)
7,2715,202204,552411,111311,노원(7)
7,2716,202204,359861,111311,중계(7)
7,2717,202204,458451,111311,하계(7)
7,2718,202204,342290,111311,공릉(7)
7,2719,202204,233724,111311,태릉입구(7)
7,2720,202204,267189,111151,먹골(7)
7,2721,202204,284830,111151,중화(7)
7,2722,202204,433283,111151,상봉(7)
7,2723,202204,422832,111151,면목(7)
7,2724,202204,441013,111151,사가정(7)
7,2725,202204,165181,111151,용마산(7)
7,2726,202204,271534,111141,중곡(7)
7,2727,202204,320716,111141,군자(7)
7,2728,202204,435428,111141,어린이대공원(7)
7,2729,202204,381486,111141,건대입구(7)
7,2730,202204,338781,111141,뚝섬유원지(7)
7,2731,202204,552885,111261,청담(7)
7,2732,202204,458715,111261,강남구청(7)
7,2733,202204,628889,111261,학동(7)
7,2734,202204,555530,111261,논현(7)
7,2735,202204,154557,111262,반포(7)
7,2736,202204,366769,111262,고속터미널(7)
7,2737,202204,378410,111262,내방(7)
7,2738,202204,413424,111241,이수(7)
7,2739,202204,275957,111241,남성(7)
7,2740,202204,388332,111241,숭실대입구(7)
7,2741,202204,289664,111241,상도(7)
7,2742,202204,233298,111241,장승배기(7)
7,2743,202204,426787,111241,신대방삼거리(7)
7,2744,202204,266661,111241,보라매(7)
7,2745,202204,304476,111231,신풍(7)
7,2746,202204,222907,111231,대림(7)
7,2747,202204,417541,111221,남구로(7)
7,2748,202204,1072699,111281,가산디지털단지(7)
7,2751,202204,287158,111221,천왕(7)
7,2752,202204,269617,111221,온수(7)
8,2811,202204,445983,111274,암사(8)
8,2812,202204,468995,111274,천호(8)
8,2813,202204,276804,111274,강동구청(8)
8,2814,202204,175535,111273,몽촌토성(8)
8,2815,202204,506642,111273,잠실(8)
8,2816,202204,273500,111273,석촌(8)
8,2817,202204,214824,111273,송파(8)
8,2818,202204,229775,111273,가락시장(8)
8,2819,202204,561452,111273,문정(8)
8,2820,202204,443955,111273,장지(8)
8,2821,202204,225271,111273,복정(8)
9,4126,202204,47832,111261,언주(9)
9,4127,202204,42942,111261,선정릉(9)
9,4128,202204,33246,111261,삼성중앙(9)
9,4129,202204,76138,111261,봉은사(9)
9,4130,202204,19079,111273,종합운동장(9)
9,4131,202204,43015,111273,삼전(9)
9,4132,202204,37108,111273,석촌고분(9)
9,4133,202204,48555,111273,석촌(9)
9,4134,202204,41650,111273,송파나루(9)
9,4135,202204,21309,111273,한성백제(9)
9,4136,202204,39874,111273,올림픽공원(9)
9,4137,202204,10429,111274,둔촌오륜(9)
9,4138,202204,54774,111274,중앙보훈병원(9)
1,150,202205,1366591,111121,서울역(1)
1,151,202205,658279,111121,시청(1)
1,152,202205,974712,111123,종각(1)
1,153,202205,720897,111123,종로3가(1)
1,154,202205,675247,111123,종로5가(1)
1,155,202205,346998,111123,동대문(1)
1,156,202205,393349,111152,신설동(1)
1,157,202205,524263,111152,제기동(1)
1,158,202205,620038,111152,청량리(1)
1,159,202205,319554,111123,동묘앞(1)
2,201,202205,606214,111121,시청(2)
2,202,202205,1130909,111121,을지로입구(2)
2,203,202205,641773,111121,을지로3가(2)
2,204,202205,356582,111121,을지로4가(2)
2,205,202205,442654,111121,동대문역사문화공원(2)
2,206,202205,434386,111121,신당(2)
2,207,202205,396122,111142,상왕십리(2)
2,208,202205,429714,111142,왕십리(2)
2,209,202205,454255,111142,한양대(2)
2,210,202205,692200,111142,뚝섬(2)
2,211,202205,1138897,111142,성수(2)
2,212,202205,1249058,111141,건대입구(2)
2,213,202205,657066,111141,구의(2)
2,214,202205,946081,111141,강변(2)
2,215,202205,402209,111273,잠실나루(2)
2,216,202205,2170807,111273,잠실(2)
2,217,202205,647725,111273,잠실새내(2)
2,218,202205,483448,111273,종합운동장(2)
2,219,202205,1456017,111261,삼성(2)
2,220,202205,1317615,111261,선릉(2)
2,221,202205,1491198,111261,역삼(2)
2,222,202205,2364056,111261,강남(2)
2,223,202205,1054506,111262,교대(2)
2,224,202205,579169,111262,서초(2)
2,225,202205,543759,111262,방배(2)
2,226,202205,1303682,111241,사당(2)
2,227,202205,789405,111251,낙성대(2)
2,228,202205,1397809,111251,서울대입구(2)
2,229,202205,629029,111251,봉천(2)
2,230,202205,1808289,111251,신림(2)
2,231,202205,763841,111241,신대방(2)
2,232,202205,1622434,111221,구로디지털단지(2)
2,233,202205,731321,111221,대림(2)
2,234,202205,1456051,111221,신도림(2)
2,235,202205,627994,111231,문래(2)
2,236,202205,635898,111231,영등포구청(2)
2,237,202205,636530,111231,당산(2)
2,238,202205,1041508,111201,합정(2)
2,239,202205,2014237,111201,홍대입구(2)
2,240,202205,1063692,111201,신촌(2)
2,241,202205,441007,111201,이대(2)
2,242,202205,292997,111201,아현(2)
2,243,202205,294655,111191,충정로(2)
2,244,202205,95835,111142,용답(2)
2,245,202205,53323,111142,신답(2)
2,246,202205,109190,111152,신설동(2)
2,247,202205,39466,111221,도림천(2)
2,248,202205,206923,111301,양천구청(2)
2,249,202205,311631,111301,신정네거리(2)
2,250,202205,68573,111152,용두(2)
3,310,202205,614372,111181,구파발(3)
3,311,202205,1030176,111181,연신내(3)
3,312,202205,532746,111181,불광(3)
3,313,202205,402515,111181,녹번(3)
3,314,202205,504683,111191,홍제(3)
3,315,202205,120121,111191,무악재(3)
3,316,202205,241038,111191,독립문(3)
3,317,202205,886867,111123,경복궁(3)
3,318,202205,745264,111123,안국(3)
3,319,202205,345204,111123,종로3가(3)
3,320,202205,303918,111121,을지로3가(3)
3,322,202205,301186,111121,동대입구(3)
3,323,202205,372210,111121,약수(3)
3,324,202205,215804,111142,금호(3)
3,325,202205,282408,111142,옥수(3)
3,326,202205,973227,111261,압구정(3)
3,327,202205,932156,111261,신사(3)
3,328,202205,140253,111262,잠원(3)
3,329,202205,1433054,111262,고속터미널(3)
3,330,202205,262827,111262,교대(3)
3,331,202205,871821,111262,남부터미널(3)
3,332,202205,1172155,111262,양재(3)
3,333,202205,332329,111261,매봉(3)
3,334,202205,159736,111261,도곡(3)
3,335,202205,321799,111261,대치(3)
3,336,202205,86375,111261,학여울(3)
3,337,202205,267227,111261,대청(3)
3,338,202205,278706,111261,일원(3)
3,339,202205,533421,111261,수서(3)
3,340,202205,253730,111273,가락시장(3)
3,341,202205,200346,111273,경찰병원(3)
3,342,202205,163371,111273,오금(3)
4,409,202205,253519,111311,당고개(4)
4,410,202205,536356,111311,상계(4)
4,411,202205,658955,111311,노원(4)
4,412,202205,810901,111171,창동(4)
4,413,202205,783574,111171,쌍문(4)
4,414,202205,1009941,111291,수유(4)
4,415,202205,427784,111291,미아(4)
4,416,202205,791389,111291,미아사거리(4)
4,417,202205,629486,111161,길음(4)
4,418,202205,609769,111161,성신여대입구(4)
4,419,202205,429146,111161,한성대입구(4)
4,420,202205,1073360,111123,혜화(4)
4,421,202205,587551,111123,동대문(4)
4,422,202205,404130,111121,동대문역사문화공원(4)
4,423,202205,799569,111121,충무로(4)
4,424,202205,652032,111121,명동(4)
4,425,202205,770700,111121,회현(4)
4,426,202205,553649,111131,서울역(4)
4,427,202205,406857,111131,숙대입구(4)
4,428,202205,188929,111131,삼각지(4)
4,429,202205,528477,111131,신용산(4)
4,430,202205,312016,111131,이촌(4)
4,431,202205,80550,111241,동작(4)
4,432,202205,616940,111241,이수(4)
4,433,202205,701804,111241,사당(4)
4,434,202205,33800,111262,남태령(4)
5,2511,202205,191280,111212,방화(5)
5,2512,202205,157223,111212,개화산(5)
5,2513,202205,243416,111212,김포공항(5)
5,2514,202205,183368,111212,송정(5)
5,2515,202205,294784,111212,마곡(5)
5,2516,202205,617179,111212,발산(5)
5,2517,202205,418117,111212,우장산(5)
5,2518,202205,766864,111212,화곡(5)
5,2519,202205,799377,111212,까치산(5)
5,2520,202205,324215,111301,신정(5)
5,2521,202205,510750,111301,목동(5)
5,2522,202205,673348,111301,오목교(5)
5,2523,202205,198208,111231,양평(5)
5,2524,202205,118254,111231,영등포구청(5)
5,2525,202205,308046,111231,영등포시장(5)
5,2526,202205,124478,111231,신길(5)
5,2527,202205,811999,111231,여의도(5)
5,2528,202205,574897,111231,여의나루(5)
5,2529,202205,401652,111201,마포(5)
5,2530,202205,409558,111201,공덕(5)
5,2531,202205,186676,111201,애오개(5)
5,2532,202205,126493,111191,충정로(5)
5,2533,202205,531651,111123,서대문(5)
5,2534,202205,908793,111123,광화문(5)
5,2535,202205,417516,111123,종로3가(5)
5,2536,202205,174901,111121,을지로4가(5)
5,2537,202205,87582,111121,동대문역사문화공원(5)
5,2538,202205,103698,111121,청구(5)
5,2539,202205,193580,111142,신금호(5)
5,2540,202205,206975,111142,행당(5)
5,2541,202205,162067,111142,왕십리(5)
5,2542,202205,159179,111142,마장(5)
5,2543,202205,426378,111142,답십리(5)
5,2544,202205,511586,111152,장한평(5)
5,2545,202205,368841,111141,군자(5)
5,2546,202205,462299,111141,아차산(5)
5,2547,202205,381071,111141,광나루(5)
5,2548,202205,562630,111274,천호(5)
5,2549,202205,513854,111274,강동(5)
5,2550,202205,240439,111274,길동(5)
5,2551,202205,271453,111274,굽은다리(5)
5,2552,202205,265498,111274,명일(5)
5,2553,202205,278955,111274,고덕(5)
5,2554,202205,399593,111274,상일동(5)
5,2555,202205,240669,111274,둔촌동(5)
5,2556,202205,130987,111273,올림픽공원(5)
5,2557,202205,211896,111273,방이(5)
5,2558,202205,107298,111273,오금(5)
5,2559,202205,192932,111273,개롱(5)
5,2560,202205,283527,111273,거여(5)
5,2561,202205,206151,111273,마천(5)
5,2562,202205,122053,111274,강일(5)
6,2611,202205,503733,111181,응암(6)
6,2612,202205,125083,111181,역촌(6)
6,2613,202205,130088,111181,불광(6)
6,2614,202205,86240,111181,독바위(6)
6,2616,202205,162109,111181,구산(6)
6,2617,202205,353586,111181,새절(6)
6,2618,202205,294147,111181,증산(6)
6,2619,202205,430704,111181,디지털미디어시티(6)
6,2620,202205,192199,111201,월드컵경기장(6)
6,2621,202205,363643,111201,마포구청(6)
6,2622,202205,461197,111201,망원(6)
6,2623,202205,409329,111201,합정(6)
6,2624,202205,324443,111201,상수(6)
6,2625,202205,248455,111201,광흥창(6)
6,2626,202205,256539,111201,대흥(6)
6,2627,202205,500031,111201,공덕(6)
6,2628,202205,194304,111131,효창공원앞(6)
6,2629,202205,188332,111131,삼각지(6)
6,2630,202205,170880,111131,녹사평(6)
6,2631,202205,426481,111131,이태원(6)
6,2632,202205,320472,111131,한강진(6)
6,2633,202205,63645,111121,버티고개(6)
6,2634,202205,106207,111121,약수(6)
6,2635,202205,108339,111121,청구(6)
6,2636,202205,250360,111121,신당(6)
6,2637,202205,256650,111123,동묘앞(6)
6,2638,202205,87832,111123,창신(6)
6,2639,202205,200963,111161,보문(6)
6,2640,202205,415940,111161,안암(6)
6,2641,202205,249247,111161,고려대(6)
6,2642,202205,341002,111161,월곡(6)
6,2643,202205,173144,111161,상월곡(6)
6,2644,202205,257271,111161,돌곶이(6)
6,2645,202205,382476,111311,석계(6)
6,2646,202205,224582,111311,태릉입구(6)
6,2647,202205,281001,111311,화랑대(6)
6,2648,202205,243942,111151,봉화산(6)
7,2712,202205,342822,111171,도봉산(7)
7,2713,202205,377692,111311,수락산(7)
7,2714,202205,351058,111311,마들(7)
7,2715,202205,619678,111311,노원(7)
7,2716,202205,388912,111311,중계(7)
7,2717,202205,494555,111311,하계(7)
7,2718,202205,368349,111311,공릉(7)
7,2719,202205,301922,111311,태릉입구(7)
7,2720,202205,289944,111151,먹골(7)
7,2721,202205,309298,111151,중화(7)
7,2722,202205,472391,111151,상봉(7)
7,2723,202205,449958,111151,면목(7)
7,2724,202205,473185,111151,사가정(7)
7,2725,202205,176240,111151,용마산(7)
7,2726,202205,291084,111141,중곡(7)
7,2727,202205,343300,111141,군자(7)
7,2728,202205,496643,111141,어린이대공원(7)
7,2729,202205,429678,111141,건대입구(7)
7,2730,202205,382392,111141,뚝섬유원지(7)
7,2731,202205,596985,111261,청담(7)
7,2732,202205,492331,111261,강남구청(7)
7,2733,202205,669103,111261,학동(7)
7,2734,202205,593334,111261,논현(7)
7,2735,202205,170425,111262,반포(7)
7,2736,202205,414717,111262,고속터미널(7)
7,2737,202205,412954,111262,내방(7)
7,2738,202205,455508,111241,이수(7)
7,2739,202205,299728,111241,남성(7)
7,2740,202205,421412,111241,숭실대입구(7)
7,2741,202205,321502,111241,상도(7)
7,2742,202205,252688,111241,장승배기(7)
7,2743,202205,456388,111241,신대방삼거리(7)
7,2744,202205,287746,111241,보라매(7)
7,2745,202205,329277,111231,신풍(7)
7,2746,202205,251577,111231,대림(7)
7,2747,202205,447319,111221,남구로(7)
7,2748,202205,1129291,111281,가산디지털단지(7)
7,2751,202205,309686,111221,천왕(7)
7,2752,202205,289938,111221,온수(7)
8,2811,202205,476744,111274,암사(8)
8,2812,202205,507871,111274,천호(8)
8,2813,202205,296579,111274,강동구청(8)
8,2814,202205,200185,111273,몽촌토성(8)
