기준일ID,시간대구분,자치구코드,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
20221119,5,11500,549524.5357,21530.9192,9845.4603,12460.6762,13147.8618,21719.804,23947.6965,27246.444,23524.8721,23546.7155,17942.4763,17807.3571,15023.2342,11177.647,22590.605,20077.7239,9087.9562,12261.4855,17458.4577,25798.6868,26069.1087,27096.5125,21974.045,21917.1799,18046.0748,19841.5067,18170.1845,14341.5791,35872.2643
20221119,5,11530,379034.7422,13859.9221,6181.4198,8517.5241,9165.4041,13914.6011,15118.763,18290.9829,16213.0124,17360.8119,13560.6889,13959.9522,11219.4836,8229.9163,16069.6063,14726.8179,6372.2143,8122.0148,11886.4534,14742.3001,15511.0553,17778.8467,14730.529,16181.1532,13898.2554,15368.7809,13646.8304,10276.1563,24131.2493
20221119,5,11545,198164.0859,5732.9137,2663.4647,3424.5889,5523.5319,10190.4735,10414.5119,10625.0638,8583.2177,8533.5639,7526.5574,7855.1438,6235.873,4483.3742,7897.1845,4977.9154,2526.2154,3705.5789,6488.5936,10019.9206,8951.3,8886.4704,6707.7645,7184.8206,7077.6634,8220.3176,6935.5923,5132.673,11659.8008
20221119,5,11560,408918.6803,12699.4186,5677.4648,7917.9462,10407.0557,17311.0968,19721.7596,21628.1004,18401.8836,18028.2294,14826.4513,15235.5399,11189.4547,8690.274,16358.4117,13387.1285,5622.339,7362.2363,14155.6478,19767.919,20284.949,21395.9457,16104.9816,16000.9159,13675.9544,15720.5173,13209.2217,10336.7667,23801.0703
20221119,5,11590,397514.5482,13268.1905,6171.6954,10079.0222,16175.9964,19983.3323,16336.1486,17120.6688,14893.7575,15938.6182,13815.0601,12470.7777,9695.7017,7720.6867,16380.1534,12605.5432,5792.6643,9656.6784,20129.3251,19130.9682,15834.8723,17588.929,14377.1633,15298.8306,13407.6921,14506.3499,12807.38,10196.0766,26132.2685
20221119,5,11620,494905.5074,11468.2551,5593.9236,10185.6625,21948.2076,36740.4221,28748.6169,24061.9657,18760.2519,19449.1481,15549.1196,14870.294,11212.9141,8276.5384,18695.1578,10918.099,5223.0317,9959.8486,27585.7904,34971.6279,23947.8653,19912.148,15690.3169,16473.6268,14665.3743,15754.0204,13833.595,11517.1817,28892.5062
20221119,5,11650,464767.0676,20637.3272,11214.929,13879.2069,12175.3292,14406.759,15258.1916,19587.9887,20806.6533,24645.1108,19258.5453,16057.9954,11606.2332,8720.6402,17483.491,20048.9368,10847.3266,13317.488,13854.5472,15381.4794,16404.2066,21520.451,21488.0808,23229.0235,17073.0259,15693.2826,12838.6293,10829.8717,26502.3147
20221119,5,11680,651762.4377,26265.1114,17030.4302,22795.3858,16857.8468,21375.4789,23158.685,29138.4757,29681.9876,34059.568,26657.3197,21326.994,14676.1891,11596.2375,23051.7131,23887.6578,14931.6287,20441.2397,21445.4919,24620.9403,24976.9545,31295.5844,30159.9282,33049.34,22573.9511,20674.2375,16670.8135,14363.0156,35000.2325
20221119,5,11710,719062.716,31238.0983,15660.1401,19728.461,17175.1669,23579.7924,26456.5967,32904.9972,30555.6229,31452.4309,25269.642,24786.3302,19361.4046,14694.1881,27429.5751,28814.0679,14782.5791,18874.6705,21260.2067,27295.9154,30113.9568,35814.3418,31356.1079,31197.0555,26559.6085,28532.3678,24131.4909,19222.3143,40815.5963
20221119,5,11740,526114.6999,21464.5108,12109.8912,15120.7108,12641.7157,16194.1232,17210.8485,22554.8536,22072.8911,22800.273,18626.6658,18699.4124,15714.7329,11589.474,23270.9301,19378.3767,10663.1502,13121.6641,14905.3421,17906.9602,19230.6352,23809.1491,22784.9462,22516.7223,19465.4968,21350.2975,19734.6843,15487.53,35688.7158
20221119,6,11110,210502.0434,4731.3461,2849.7582,5361.6906,8838.7482,8780.646,6985.5624,7776.0803,7384.5949,8910.6607,8750.634,8543.2914,6553.9463,5045.8164,9780.4374,4770.0594,2846.5004,5904.1749,12195.3028,9319.9154,7173.8568,7870.3766,7437.6243,9076.976,7934.0576,8537.2496,6944.0395,5467.7447,14730.9508
20221119,6,11140,169274.1304,4196.5949,1702.0868,2793.5893,5965.2359,7081.9325,6921.7356,8661.999,7760.0788,7975.7795,7178.9341,7051.905,5551.2398,3959.7444,7531.2733,3802.1911,1650.6757,3281.7959,8107.9534,7805.0168,7348.7248,7980.6451,6494.6723,6487.5424,5649.1059,6054.2447,5409.7865,4132.8551,10736.788
20221119,6,11170,258861.3309,7490.7215,3668.3586,5297.1772,7735.8627,9872.6733,11250.7006,13822.034,11656.4831,11662.151,10222.6667,9297.2479,7153.4277,5335.6424,9865.8976,7229.5925,3479.8146,5571.15,9356.0348,11805.4232,12308.9176,14147.8134,10583.6268,11214.1835,9499.849,9257.2008,7921.1522,6074.9266,16080.6011
20221119,6,11200,320984.809,11068.0298,4541.9854,6840.9521,11841.5706,13478.2833,12182.7933,15717.7757,13686.1417,13459.4793,11175.5128,11510.6016,9224.0424,6339.6297,12195.0996,10517.5442,4572.9577,7642.6611,14558.574,14002.3089,13285.1482,16818.1614,12764.7126,12601.4679,11578.7233,11921.4821,10176.7811,7605.5894,19676.7988
20221119,6,11215,359053.7415,10697.7729,5725.9721,9426.3092,14926.5106,17503.845,14622.6846,15319.2402,12850.2893,14086.4975,12216.4964,12129.3948,9061.9873,6409.5053,12535.7096,10581.2063,5861.6827,9905.0892,19939.1784,19673.8373,15652.9777,16176.9408,13521.1259,14393.3448,12721.2092,13843.1064,11310.224,8478.1674,19483.4364
20221119,6,11230,350035.5185,10068.4785,4997.4234,8246.8115,16751.6643,16146.9416,11965.9508,14330.637,12882.3851,13910.6989,11905.9291,12069.7877,9763.4367,7314.6331,15390.1695,9750.5658,4805.6037,9691.3202,25626.7053,16449.7478,12295.0277,13988.7957,11934.13,12482.5285,11364.8553,12202.4405,10590.4655,8923.001,24185.3831
20221119,6,11260,363042.2652,12680.286,6112.5664,8034.0684,10130.6842,13305.0426,13519.3998,15731.8857,13771.1337,14127.4692,12751.6918,14054.9041,11072.0251,8161.6515,17133.7687,11917.0136,5699.8866,7821.5228,12079.0473,15057.7564,14222.5725,15911.8512,13094.0603,14293.5,14395.1941,16651.6398,14123.1056,10540.1481,26648.3884
20221119,6,11290,432418.9692,16490.4856,9245.0994,13349.6168,17755.4414,16435.3329,13269.6046,16090.9468,14885.3367,17191.2095,15453.6246,13834.2945,10739.8201,8185.3526,17220.7304,14665.2769,8055.4973,14156.8626,24649.475,16969.5651,14031.989,17434.2961,16201.7988,19057.1506,16522.8791,16148.181,13430.3778,10762.7935,30185.9339
20221119,6,11305,294576.1115,9348.6869,5113.8612,7363.3765,9203.5042,11127.1701,8923.4878,11025.9084,10276.2615,11706.2939,10807.2369,10848.8877,8525.4212,6616.7102,15842.4977,8596.7495,4712.7979,7150.5882,12339.1856,11194.7779,9267.9898,10536.1691,10215.4422,12088.7151,11877.093,12587.1702,11442.5866,9109.4969,26728.0423
20221119,6,11320,277417.7636,9761.9888,5452.708,7267.6666,7672.1821,8984.545,8150.5631,10312.1344,9630.7931,10867.153,9659.2454,10255.6989,8968.7976,7123.993,15118.9893,8732.0511,4912.5827,6823.6548,9040.7698,9410.6106,8904.3624,10478.0087,9442.7225,11324.0964,11432.1732,12938.5409,11804.8641,8986.502,23960.3668
20221119,6,11350,505933.4466,18212.1276,12077.8009,18745.858,18325.5974,15703.712,14069.832,17056.2859,16844.5046,20790.7575,18123.5694,17493.81,13923.8766,10982.1919,22785.7658,17449.4702,11331.8376,16888.293,19485.2738,15882.0844,15780.0277,18378.1744,18790.0214,23207.8877,21105.5263,21509.2716,18278.4469,14259.6141,38451.8355
20221119,6,11380,450281.1352,15910.8466,8770.3103,12288.8698,12104.6154,14879.5212,15301.0028,18229.3617,17276.8497,18679.5085,15679.9023,14908.6838,12698.1257,8914.0838,19250.0415,15095.9323,8237.9731,11497.2551,15386.3505,18065.0474,17630.9095,20384.6132,18345.5045,19994.7266,17996.0347,19323.6341,16231.6365,12304.2818,34895.5063
20221119,6,11410,344420.1879,10677.5356,5418.228,8294.1206,14116.7663,13952.6555,11639.8716,14028.0884,12532.4311,13474.1502,11983.5194,10912.142,8614.4521,6063.5317,13018.9535,9765.3247,5215.4662,10687.9195,23774.6405,16924.7265,13376.6018,14878.9866,12654.1963,14016.797,12655.3677,13416.6799,10703.2205,8126.102,23497.7109
20221119,6,11440,409508.8708,12472.0443,6289.7114,10021.2647,15447.788,18527.0724,16983.7776,19684.165,16978.0628,17956.6437,14097.9569,12326.192,9400.7841,6617.591,13292.8218,12087.6548,5928.9792,10282.7488,23321.2335,22633.5964,19838.3091,21223.631,16887.6479,18354.6204,14094.6076,13272.3797,10628.2308,8237.8164,22621.5396
20221119,6,11470,373024.5244,15976.1116,11312.6371,14751.5586,9365.5501,11071.788,10925.0622,13685.2812,13743.3193,17751.8092,14039.5333,13115.3197,9564.4272,7436.2603,14708.5782,14530.8783,9974.4641,12696.5349,10802.6896,11786.6752,11906.1593,14730.3931,16110.4437,18469.9787,14658.9596,14637.0257,12233.7427,9484.8591,23554.4847
20221119,6,11500,546729.5536,21543.7873,9845.1812,12356.2426,13179.2129,21635.3584,23796.9934,26973.9857,23391.3157,23322.0692,17657.3418,17712.1063,14807.4056,11070.8884,22305.5978,19970.6057,9038.3873,12284.1631,17569.5548,25811.5183,25987.6924,27109.3783,21936.7696,21841.9578,18037.1582,19728.5591,17994.1516,14274.749,35547.4285
20221119,6,11530,373396.3202,13774.3428,6151.2464,8401.2517,9073.748,13838.3794,14910.6229,17999.4876,15923.6179,16992.9422,13079.7527,13398.5718,10633.3895,7934.3574,15770.9963,14615.6153,6320.4127,8078.9456,11895.9278,14672.8416,15472.9909,17625.0799,14617.502,15958.5869,13604.4159,15096.9764,13461.0331,10087.5821,24005.7061
20221119,6,11545,198026.3999,5653.8772,2624.1994,3503.6198,5613.625,10172.083,10411.2481,10564.0685,8546.1985,8568.5472,7489.2926,7899.2082,6259.3457,4412.3312,7789.5039,5040.7102,2553.8852,3760.858,6482.1606,10005.2343,8924.2449,8903.0126,6732.2701,7131.9842,7029.7381,8202.6559,6854.77,5207.7367,11689.9869
20221119,6,11560,407159.9814,12804.006,5717.9717,8080.0423,10474.1515,17283.0202,19642.7417,21460.6192,18230.3854,17940.6007,14797.2271,14996.5548,11252.9742,8598.668,16184.6519,13348.77,5599.9365,7498.2229,14243.3057,19785.6688,20334.4483,21330.2043,16188.0324,16013.3712,13523.9652,15527.108,13044.0556,10065.5284,23193.7441
20221119,6,11590,395257.8502,13218.3754,6140.5373,10064.7337,16180.2539,20048.1637,16192.2547,17011.5,14809.3991,15622.2075,13451.3401,12133.5166,9455.5694,7517.6441,16301.0204,12577.9836,5782.1151,9651.3975,20246.5271,19167.6579,15732.5824,17469.413,14315.882,15217.9316,13231.263,14464.4531,12817.5323,10190.2578,26246.3303
20221119,6,11620,488111.4807,11404.1132,5558.4318,10143.0602,21793.1742,36342.3998,28453.3313,23700.7665,18442.4616,18958.5592,15038.783,14338.4737,10761.5811,8126.2197,18190.8983,10895.2103,5217.3277,9937.1133,27434.6439,34618.5185,23799.6672,19717.1964,15500.8419,16411.0077,14508.1303,15525.7839,13578.2506,11238.6721,28476.8633
20221119,6,11650,476230.0924,20640.5703,11184.2115,13986.7828,12234.405,14592.517,15504.156,19995.7935,21395.3386,25319.2188,20028.4445,17228.6483,12493.7453,9502.1939,18421.7084,20033.764,10828.9566,13515.3643,13920.5056,15567.426,16617.1772,21877.8129,21759.2392,23540.4426,17638.4285,16492.5443,13439.9546,11388.5527,27082.1904
20221119,6,11680,664031.8231,26312.9017,17060.2384,22816.2959,17132.5226,21718.4231,23676.0307,29646.0929,30090.1352,34482.8749,27455.6335,22593.4866,15781.6235,12266.9601,24008.8644,23934.0609,14934.2195,20518.2467,21730.1743,25126.039,25435.268,31695.426,30283.1709,33328.7488,22994.312,21318.3311,17181.5456,14900.9644,35609.229
20221119,6,11710,718039.9273,31059.4088,15591.1088,19620.7809,17275.2848,23612.4813,26540.404,32843.3198,30284.6499,31278.7317,24913.9092,24457.8264,19162.0229,14602.1989,27451.0439,28830.7241,14782.4617,18930.5909,21321.5476,27243.0058,30121.9112,35824.4248,31340.6542,31194.5011,26488.45,28540.048,24306.8437,19298.2747,41123.3182
20221119,6,11740,522025.3612,21278.8688,12052.7147,15125.9197,12599.8911,16127.1302,17178.3512,22363.7209,21838.0188,22386.1892,18355.2876,18334.5789,15311.1183,11415.9806,22929.9156,19531.5341,10735.3386,13105.3705,14878.6871,17860.0384,19018.6994,23645.6591,22694.3403,22394.7964,19354.7964,21201.8004,19514.7978,15387.9654,35403.8447
20221119,7,11110,222612.022,4712.8536,2827.9238,6332.2364,9141.2876,9031.845,7240.3055,8083.2291,7769.2782,9843.4734,9667.6941,9301.2889,6999.2046,5272.9879,10148.8639,4792.5789,2855.007,7850.6657,12603.32,9511.9461,7347.5916,8221.5935,7853.3952,10019.9475,8529.6413,8883.5074,7130.0957,5558.2493,15082.013
20221119,7,11140,177887.4026,4359.4953,1754.7536,2866.8078,6326.3226,7343.9705,7268.7865,9097.0262,8292.2932,8566.943,7844.9272,7600.0239,5993.5394,4161.5934,7974.4494,3806.8059,1657.0383,3289.375,8771.6558,8189.7942,7603.5196,8310.0561,6702.8881,6806.5368,5857.7668,6401.6097,5754.6152,4292.503,10992.31
20221119,7,11170,263900.5542,7599.2643,3724.799,5440.7652,8038.5869,10249.5746,11640.735,14240.2842,12020.1764,12018.1081,10303.8252,9348.2444,7197.4419,5359.8077,9731.3083,7281.6799,3503.964,6138.8209,9671.254,12108.0836,12685.6976,14244.3482,10831.5411,11490.3746,9837.0628,9368.0988,7967.5704,6107.6341,15751.508
20221119,7,11200,321884.9877,11122.0128,4557.5312,6961.904,11963.015,13598.2248,12260.0932,15740.765,13596.1991,13577.9922,11405.0537,11366.9138,9233.4573,6215.0778,11941.4025,10665.2735,4628.184,7870.36,14564.4832,14156.0655,13249.4611,16746.519,12741.0928,12626.5842,11577.1314,11943.855,10229.0514,7659.4738,19687.8101
20221119,7,11215,358703.5694,10701.5619,5728.3864,9893.3078,14775.2047,17345.7504,14448.0525,15216.5967,12821.7324,14238.1332,12264.1559,11793.0868,8863.8123,6458.7289,12577.3531,10615.7557,5878.309,10648.458,19973.8866,19529.4457,15650.9201,16101.0683,13494.6491,14544.7002,12780.0297,13635.8246,11106.3057,8307.3217,19311.0368
20221119,7,11230,351083.7327,10030.6371,4976.4561,8548.402,16756.3453,16099.5504,11966.2058,14214.6074,12879.9369,14047.1088,12080.2401,12257.8611,9847.915,7210.9664,15261.3976,9680.4821,4762.068,10300.5449,25673.9141,16385.0381,12196.7396,14036.704,11924.1073,12712.1483,11550.8967,12175.7352,10507.5387,8882.3685,24117.8158
20221119,7,11260,358177.1686,12513.8739,6029.1595,7870.6359,9948.1946,13024.8221,13288.2376,15554.8662,13524.5457,13886.0471,12470.4719,13681.8057,10793.9937,8032.0956,17056.9318,11804.4672,5641.3347,7802.9206,12007.2022,14927.6637,14107.3292,15700.0418,12939.3794,14212.1158,14178.0491,16440.9083,13938.0704,10403.9552,26398.0454
20221119,7,11290,429407.1969,16568.6661,9292.4677,13245.976,17669.5971,16308.6803,13095.8257,15782.7219,14709.1149,16970.8972,15305.5083,13479.8105,10428.7798,8047.6251,16990.7766,14716.0347,8078.0509,14287.1718,24604.0678,16909.8303,13952.5801,17317.4347,16083.3106,18956.9314,16383.4931,16123.768,13309.4211,10710.0223,30078.6273
20221119,7,11305,289837.1553,9260.004,5065.4543,7254.3236,9007.0238,10845.1195,8697.3599,10849.6033,9984.2509,11346.3872,10546.5459,10634.851,8429.6912,6525.4675,15724.2831,8537.0572,4680.204,7040.8772,12168.6621,11096.3507,9173.1794,10454.389,9982.4446,11850.2528,11782.8064,12407.32,11151.2025,8900.1583,26441.8872
20221119,7,11320,275117.3819,9831.5427,5472.5857,7178.5937,7746.379,8917.9337,8055.3749,10204.5441,9501.9811,10748.0615,9478.3037,10057.8892,8774.7268,7034.5503,14816.9189,8777.6079,4939.3056,6745.7047,8959.9861,9363.2116,8916.9941,10448.9549,9381.0833,11251.6027,11362.988,12727.5327,11611.2358,8898.1071,23913.6795
20221119,7,11350,501468.0013,18039.0964,11943.8354,18692.5525,18188.9051,15561.7639,13788.1283,16793.7328,16534.3633,20285.4427,17991.1457,17104.5832,13720.7564,10792.0584,22495.1179,17308.7589,11255.1775,17795.4727,19521.2783,15723.529,15480.8777,18129.8603,18680.241,23349.4721,20923.5821,21275.1716,17942.4119,14031.0889,38119.5914
20221119,7,11380,443397.5131,15830.055,8742.817,12107.2236,11930.5583,14674.5445,15026.018,18043.5401,17060.6835,18277.8153,15179.0567,14285.5022,12230.6084,8650.4342,19065.8031,15003.7363,8205.4431,11179.7191,15152.2786,17808.6732,17441.9251,20184.7676,18127.0843,19709.0628,17702.1692,18861.4699,15978.5188,12268.7294,34669.2821
20221119,7,11410,341736.2977,10517.7158,5353.0825,8287.7178,14097.9942,13953.9753,11629.7294,13848.0788,12415.7545,13240.0003,11834.7094,10696.6773,8546.4788,6104.1532,12861.9972,9733.816,5205.0436,10579.6407,23692.0687,16928.8319,13316.6637,14765.4196,12672.8655,13864.6081,12544.2644,13147.0253,10564.4109,7979.555,23354.0229
20221119,7,11440,408853.7434,12414.1686,6274.5962,10032.8549,15104.4562,18339.2552,16922.612,19820.3843,16850.5787,18009.545,14247.2305,12255.856,9352.4532,6583.3252,13254.1146,11950.0379,5887.7727,10208.5504,23482.3285,22716.7725,19905.32,21162.6068,16979.1758,18342.3238,14011.2801,13237.3301,10672.9596,8198.351,22637.5046
20221119,7,11470,367830.735,15902.1298,11270.1747,14551.2133,9281.2036,10967.2245,10754.9373,13692.4884,13642.7366,17226.1678,13476.4579,12706.747,9366.7707,7353.4598,14412.4735,14362.3925,9894.6455,12417.2059,10752.032,11794.8026,11794.9813,14653.2543,15825.1104,18099.7413,14380.3774,14459.3051,12024.7062,9460.8855,23307.1147
20221119,7,11500,542832.6064,21585.4999,9856.4797,12280.2305,13233.9814,21537.8347,23606.2662,26813.8892,23128.0322,23132.9677,17442.704,17389.198,14531.3862,10828.6848,22017.5839,20029.3852,9051.3854,12117.3857,17404.9657,25578.1561,26020.7093,26940.1351,21810.1466,21699.2513,17981.3065,19490.1098,17834.9963,14080.4742,35409.4678
20221119,7,11530,370261.1762,13741.7466,6143.1394,8358.8833,9151.8233,13832.08,14787.6856,17858.1942,15811.351,16755.0183,13009.5162,13105.1909,10347.4665,7782.0478,15542.8903,14455.8393,6251.1519,8032.1741,11863.5088,14661.5449,15405.2876,17554.116,14517.3599,15890.8963,13443.657,14862.9448,13268.8649,9973.1705,23853.6206
20221119,7,11545,197079.6679,5679.9376,2630.4106,3465.1635,5610.7568,10035.1632,10309.3372,10473.0702,8457.0242,8605.8006,7475.0806,7835.2068,6306.5197,4346.4123,7838.08,5001.932,2534.7555,3702.231,6484.5217,9908.8716,8804.5802,8783.7756,6727.7876,7260.6177,7019.4503,8168.5815,6926.858,5117.9289,11569.8174
20221119,7,11560,408806.1774,12769.1597,5725.9386,8086.2536,10560.1714,17439.8305,19931.5889,21688.4466,18442.1039,18176.3495,14979.9529,15253.8369,11177.0665,8598.283,16248.7129,13439.9196,5644.4127,7371.385,14387.9684,19931.2479,20364.9669,21443.8048,16238.5271,16078.5914,13670.8557,15550.3579,12904.2039,9877.4922,22824.7413
20221119,7,11590,392581.7759,13106.0826,6107.5665,10258.3303,16265.6132,19999.971,16064.8606,16950.2665,14721.1864,15608.0221,13048.8698,11863.2743,9158.5937,7344.0606,16140.5827,12573.5441,5779.9461,9614.0591,20158.6929,19113.6418,15685.9257,17466.3283,14291.9224,15258.6134,13147.6637,14153.7853,12569.247,10126.4355,26004.6935
20221119,7,11620,481446.4709,11405.0131,5563.594,10034.2816,21505.7621,35848.0645,27947.9777,23353.7135,18165.4625,18682.1891,14804.2912,13901.5531,10526.432,8046.3494,17861.6573,10899.923,5221.4622,9851.1243,27119.2718,34111.9449,23438.478,19492.9431,15291.9413,16030.2595,14226.4024,15260.1979,13368.0902,11052.3758,28435.7202
20221119,7,11650,483228.818,20810.8461,11272.0276,13999.9267,12525.809,15226.6441,16090.9183,20366.988,21845.1726,25522.197,20471.1544,17484.0502,12683.7938,9622.4217,18137.2029,19995.7181,10802.7247,13372.1438,14447.7228,16167.325,17169.3394,22170.013,21952.034,23750.6791,17862.9234,17032.1541,13690.8065,11486.5022,27269.5764
20221119,7,11680,674418.6586,26216.9044,16933.6588,23007.4294,17396.6925,22457.97,24372.6239,30226.6605,30538.0596,35053.8752,27869.3008,23188.7066,16065.4962,12476.3067,24208.3059,23877.3627,14879.1435,20483.3145,22659.2921,25779.1838,26149.0458,32391.762,30758.6133,33665.8412,23390.5254,21803.7567,17700.733,15206.7243,35661.3718
20221119,7,11710,715255.4422,30815.139,15499.4134,19528.0928,17588.0906,23808.4941,26486.2923,32788.5205,30084.0792,30853.7539,24625.3402,24141.3362,18819.3954,14377.3668,27249.6076,28818.4022,14795.7587,18712.555,22003.2931,27418.0719,29991.2231,35733.973,31237.9264,30926.0874,26249.321,28253.4982,24010.0642,19169.0643,41271.2757
20221119,7,11740,513326.7399,21117.3003,11930.0934,14997.9609,12502.8319,15914.3629,17068.0266,21950.7211,21566.6507,21635.0397,17573.3196,17828.9687,14676.9915,11084.5734,22652.7365,19408.3937,10677.3122,12874.7542,14621.0178,17742.3751,18886.4317,23407.0791,22409.7381,21912.6751,18862.9921,20718.4678,19082.0583,15136.1505,35087.7237
20221119,8,11110,234352.1255,4903.6664,2889.9964,6646.4554,9352.1282,9290.4965,7706.1458,8704.6855,8401.2922,10373.4743,10186.0354,9782.6655,7532.2366,5618.0009,10943.2303,4830.3788,2880.9055,8429.6771,13103.2694,9991.7393,7800.5939,8670.1473,8294.5453,10335.7449,9001.6318,9492.7792,7750.755,5953.7945,15485.654
20221119,8,11140,194909.6601,4588.5185,1866.2211,2974.7134,6667.9241,8071.9448,7976.3852,9910.5113,9173.3827,9540.9759,8801.4325,8307.9239,6591.234,4523.4677,8769.1825,4157.14,1820.2278,3396.0063,9597.1812,9108.1872,8495.5951,9024.582,7508.1779,7686.2906,6713.6327,7240.4541,6351.0978,4525.5374,11521.732
20221119,8,11170,268431.1852,7558.3049,3708.4054,5284.795,8071.5736,10255.4771,11809.0496,14292.5633,12058.7652,12176.652,10621.4188,9366.6841,7188.6289,5338.143,10049.7584,7387.3743,3564.4988,7034.4933,10059.2612,12504.722,12969.046,14453.0514,11121.3237,11930.2826,10071.802,9461.745,8012.3583,6145.0274,15935.9778
20221119,8,11200,325606.9121,11232.1098,4637.8968,7119.2095,12172.8252,13995.6031,12512.6503,15959.2317,13766.1805,13936.3668,11415.2906,11504.2312,9320.0305,6382.5501,11961.6443,10699.761,4682.0298,7914.9458,14921.2599,14508.0679,13448.2806,16917.9264,12900.878,12888.0669,11604.2403,11858.4135,10215.3675,7605.6266,19526.2276
20221119,8,11215,357487.3873,10794.7952,5757.6946,10438.0738,14922.5192,17081.5583,14317.8643,15265.3124,12782.8791,14110.9757,12148.6527,11705.0246,8603.3424,6366.4558,12495.4477,10774.3427,5941.5314,11141.516,19795.0639,19092.3974,15336.9342,16067.0112,13442.2662,14609.0215,12796.9323,13527.6991,10979.0532,8144.0948,19048.926
20221119,8,11230,351623.8985,9977.0223,4945.9255,8578.164,16625.7624,15923.9993,11849.944,13991.62,12949.4243,14242.4494,12193.1639,12405.8251,9917.089,7371.8346,15419.5721,9565.4013,4694.0552,10362.3649,25313.8995,16178.2031,12263.187,14045.0969,12028.2768,12630.8788,11620.7756,12277.4773,10798.452,8991.3888,24462.6431
20221119,8,11260,352495.5904,12462.6994,6012.0213,7671.4668,10006.3623,12894.0321,13040.7874,15081.3411,13234.2996,13639.799,12251.0605,13329.6057,10645.2342,7902.9335,16987.053,11733.5781,5612.9314,7410.4138,11825.4145,14419.7614,13809.6393,15347.7098,12830.8225,14002.8225,13870.2151,16182.874,13771.8029,10217.4806,26301.4265
20221119,8,11290,424655.7985,16134.109,9047.9566,12995.4661,17674.7936,16540.0258,12956.4639,15735.7794,14559.6767,16753.7118,14872.497,13296.9923,10154.5704,7960.2711,16831.4635,14497.1355,7956.312,14155.2316,24512.6477,16834.7998,13818.493,17077.8348,15985.0161,18691.9779,16174.0269,15940.4458,13113.5875,10663.5672,29720.9467
20221119,8,11305,286067.9926,9522.3052,5198.7914,7068.0904,8886.4704,10527.7964,8459.8862,10767.1036,9726.9877,11010.6625,10442.3859,10546.8218,8222.458,6423.4551,15503.2025,8620.5371,4726.5876,6833.757,11820.3799,10741.1217,9024.2657,10276.1143,9902.6543,11822.8157,11671.4761,12241.2754,10995.8875,8751.2935,26333.4025
20221119,8,11320,271206.8996,9773.9021,5438.3732,7046.6857,7711.973,8759.6992,7927.8287,9957.2599,9310.2293,10686.4023,9271.8741,9857.289,8614.1618,6884.8909,14622.0709,8741.8097,4910.7575,6470.1437,8739.4553,9153.3486,8687.6846,10238.0609,9271.5997,11263.7671,11133.5649,12585.1932,11516.147,8872.4439,23760.2774
20221119,8,11350,495243.6441,17745.9521,11783.2773,18506.9364,18026.0365,15533.4449,13630.5341,16565.5636,16311.266,19838.6588,17409.4165,16859.96,13541.7641,10661.2945,22293.263,17048.8189,11080.2454,18300.5812,19365.6463,15632.4276,15209.1027,18046.2011,18371.1141,22968.768,20627.2946,20623.1619,17517.5326,13868.4377,37876.9441
20221119,8,11380,434862.0953,15613.88,8625.4896,11929.4961,11883.3867,14469.1098,14754.8481,17673.6966,16711.5905,17795.7246,14797.5406,14015.8845,12052.2782,8589.402,18572.6897,14787.2858,8077.6082,10939.3901,14816.4855,17397.654,16775.6389,19803.9633,17668.6027,19127.2974,17161.0031,18504.2837,15683.4548,12061.0584,34573.3484
20221119,8,11410,342436.5835,10470.0618,5355.9749,8311.0044,14178.29,14056.1092,11645.7642,14044.8354,12524.988,13359.0696,11678.1949,10719.8641,8363.1105,5965.9193,12813.56,9674.5359,5229.6544,10532.3148,23783.1984,16970.7267,13616.3671,14985.2724,12790.5891,13935.8992,12537.9493,13142.4852,10490.0329,7996.5438,23264.2685
20221119,8,11440,412413.9901,12584.2746,6400.6923,10074.3933,15038.7533,18351.7949,17032.0755,19894.4793,16964.0948,18199.6315,14235.4345,12299.1354,9347.4936,6538.6953,13451.0994,12066.9145,5976.9828,10558.6651,23781.5521,22968.7023,20157.7622,21583.4721,17150.0523,18400.2555,14249.8135,13350.8571,10639.2936,8271.1156,22846.5023
20221119,8,11470,363321.1522,15644.4693,11172.7553,14250.5066,9349.1002,10826.633,10737.9204,13773.4607,13589.5931,16677.4259,12936.4004,12101.6976,9222.614,7195.6374,14234.4853,14490.1438,9936.4273,12300.7655,10674.9364,11806.0041,11786.9957,14422.1813,15545.5179,17757.3164,14179.5126,14319.6108,11929.7687,9427.274,23031.9968
