객체id,현황도형 관리번호,도형 대분류코드,도형 중분류코드,도형 소분류코드,도형 속성코드,도형 조서관리 코드,결정고시관리코드,라벨명,시군구코드,도면번호,현황도형 생성일시,면적(도형),길이(도형)
166362,11000UQ111PS201912154282,UQA100,UQA130, ,UQA130,11000ARZ201005074979,11000NTC201004274829,준주거지역,11000, ,00:00.0,43487.27232,1763.102023
166363,11000UQ111PS202007196869,UQA100,UQA110,UQA111,UQA111,11000ARZ000000001111, ,제1종전용주거지역,11000, ,00:00.0,55757.9602,2968.339253
166364,11000UQ111PS201912153614,UQA100,UQA120,UQA122,UQA122,11000ARZ000000001111, ,제2종일반주거지역,11000, ,00:00.0,99520.4112,3029.217103
166365,11000UQ111PS201912156340,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,13532.11876,468.5368272
166366,11000UQ111PS201912156232,UQA300,UQA330, ,UQA330,11000ARZ000000001111, ,준공업지역,11000, ,00:00.0,2038220.674,6586.616245
166367,11000UQ111PS201912156202,UQA300,UQA330, ,UQA330,11000ARZ201706015666,11000NTC201612017952,중공업지역,11000, ,00:00.0,272457.7068,2946.715586
166368,11000UQ111PS201912156230,UQA300,UQA330, ,UQA330,11000ARZ201003265628,11000NTC201002114512,준공업지역,11000, ,00:00.0,3906.694056,489.6119944
166401,11000UQ111PS201912156116,UQA200,UQA220, ,UQA220,11000ARZ200911175330,11000NTC200805291982,일반상업지역,11000, ,00:00.0,22369.65421,1153.966199
166402,11000UQ111PS201912156118,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,6521.010288,947.1804857
166403,11000UQ111PS201912156119,UQA200,UQA220, ,UQA220,11000ARZ201203205421,11000NTC201203156440,일반상업지역,11000, ,00:00.0,5879.615226,297.8943615
166404,11000UQ111PS201912156120,UQA200,UQA220, ,UQA220,11000ARZ201704065500,11000NTC201704068074,일반상업지역,11000, ,00:00.0,3279.487451,231.1299934
166405,11000UQ111PS201912156045,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,2252.737606,391.0022896
166406,11000UQ111PS201912155799,UQA200,UQA220, ,UQA220,11000ARZ199606030215,11000NTC199606036077,일반상업지역,11000, ,00:00.0,63837.65854,2586.208389
166407,11000UQ111PS201912156183,UQA200,UQA220, ,UQA220,11000ARZ200011040419,11000NTC200011049975,일반상업지역,11000, ,00:00.0,20713.77812,713.3527205
166408,11000UQ111PS201912156184,UQA200,UQA220, ,UQA220,11000ARZ201908200004,11000NTC201908011026,일반상업지역,11000, ,00:00.0,5805.103261,319.935447
166409,11000UQ111PS201912156188,UQA200,UQA220, ,UQA220,11000ARZ201910040126,11000NTC201909261132,일반상업지역,11000, ,00:00.0,1613.435391,168.8495589
166410,11000UQ111PS201912156023,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,9604.863265,1567.215464
166411,11000UQ111PS201912155970,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,202.6950273,61.1476537
166412,11000UQ111PS201912155971,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,897.3506539,165.3890725
166413,11000UQ111PS201912155972,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,1214.408626,145.5854678
166414,11000UQ111PS201912155973,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,1131.538929,211.0985498
166415,11000UQ111PS201912155999,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,153910.4589,3108.871015
166416,11000UQ111PS201912155821,UQA200,UQA220, ,UQA220,11000ARZ201805165559,11000NTC201802228383,일반상업지역,11000, ,00:00.0,1515.460245,358.9143209
166417,11000UQ111PS201912154516,UQA100,UQA130, ,UQA130,11000ARZ200910204900,11000NTC200711291620,준주거지역,11000, ,00:00.0,31143.00972,2423.2637
166418,11000UQ111PS201912154243,UQA100,UQA130, ,UQA130,11000ARZ199409260116,11000NTC199409264771,준주거지역,11000, ,00:00.0,0.00341802,2.47420148
166419,11000UQ111PS201912155161,UQA100,UQA130, ,UQA130,11000ARZ200206201158,11000NTC200206202714,준주거지역,11000, ,00:00.0,161550.5131,2828.131721
166420,11000UQ111PS202007126955,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,3363.145522,482.7190376
166421,11000UQ111PS202007126970,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,4.4959622,54.27494734
166422,11000UQ111PS202007126973,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,3.18094815,28.6735431
166423,11000UQ111PS202007126974,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,1.49225034,78.42416906
166424,11000UQ111PS202007126980,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,1.07969072,47.42299011
166425,11000UQ111PS202007126981,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,3.30856691,77.9678731
166426,11000UQ111PS202007126986,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,2010.958302,217.0420227
166427,11000UQ111PS202007126989,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,16.60255363,166.6464717
166428,11000UQ111PS202007126994,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,587.5227093,352.5187347
166429,11000UQ111PS202007126995,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,6.43775809,27.08728748
166430,11000UQ111PS202007126996,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,1559.349463,447.3580975
166431,11000UQ111PS202007126997,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,53.99532986,93.1602625
166432,11000UQ111PS202007127003,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,3.39935297,58.72198612
166433,11000UQ111PS202007126937,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,3.119745,17.63202951
166434,11000UQ111PS202007126938,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,4314.493788,414.2379326
166435,11000UQ111PS202007126939,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,2.26119997,71.86527292
166436,11000UQ111PS202007126940,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,53.54045478,194.294505
166437,11000UQ111PS202007126941,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,1.70179907,18.12521647
166438,11000UQ111PS201912155399,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,1670.979062,247.5381476
166439,11000UQ111PS201912155745,UQA100,UQA130, ,UQA130,11000ARZ201901060021,11000NTC201901061530,준주거지역,11000, ,00:00.0,545.7632935,236.5655567
166440,11000UQ111PS201912155746,UQA100,UQA130, ,UQA130,11000ARZ201904040155,11000NTC201904043290,준주거지역,11000, ,00:00.0,8361.609636,426.7425604
166441,11000UQ111PS202007126908,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,12.3150004,18.85037464
166442,11000UQ111PS202007126910,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,862.4607625,308.7970286
166443,11000UQ111PS202007126914,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,35.71970983,129.3422482
166444,11000UQ111PS202007126916,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,43.73448529,143.7577171
166445,11000UQ111PS202007126917,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,1.14456894,13.1522529
166446,11000UQ111PS202007126918,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,82.82831156,88.06344072
166447,11000UQ111PS202007126920,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,1.27813141,40.50952092
166448,11000UQ111PS201912156425,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,219894.5731,3022.515758
166449,11000UQ111PS202002030006,UQA400,UQA430, ,UQA430,11000ARZ202001280013,11000NTC202001280023,자연녹지지역,11000, ,00:00.0,706482.6741,5139.536218
166450,11000UQ111PS201912156408,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,48159.66371,2751.82802
166451,11000UQ111PS201912156409,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,4237854.524,21911.14454
166452,11000UQ111PS201912156411,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,971.4714875,233.9252074
166453,11000UQ111PS201912156412,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,34646.77736,765.0025932
166454,11000UQ111PS201912156413,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,17946.24583,650.7500387
166455,11000UQ111PS202007070002,UQA100,UQA130, ,UQA130,11680ARZ202007060002,11000NTC202007060008,준주거지역,11000, ,00:00.0,54202.26593,1613.625924
166456,11000UQ111PS201905210158,UQA100,UQA130, ,UQA130,11000ARZ201706125203,11000NTC201611107933,준주거지역,11000, ,00:00.0,129981.4838,6138.268467
166457,11000UQ111PS201912156031,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,22807.72785,1094.017853
166458,11000UQ111PS201912156034,UQA200,UQA220, ,UQA220,11000ARZ200911275360,11000NTC200906183489,일반상업지역,11000, ,00:00.0,243454.3313,2711.754913
166459,11000UQ111PS201912156014,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,12959.73449,2236.253446
166460,11000UQ111PS201912156015,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,10989.60077,1871.811266
166461,11000UQ111PS201912155831,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,3185.843963,637.0772623
166462,11000UQ111PS201912156037,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,14263.97251,2224.013008
166463,11000UQ111PS201912155983,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,160346.1995,2205.342716
166464,11000UQ111PS201912155984,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,148814.975,1996.668951
166465,11000UQ111PS201912155060,UQA100,UQA130, ,UQA130,11000ARZ201807025286,11000NTC201806219579,준주거지역,11000, ,00:00.0,13313.40924,639.5810176
166466,11000UQ111PS201912154570,UQA100,UQA130, ,UQA130,11000ARZ201710165224,11000NTC201709288291,준주거지역,11000, ,00:00.0,36799.4794,1813.402005
166467,11000UQ111PS201912154572,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,15040.8805,1036.664408
166468,11000UQ111PS201912155083,UQA100,UQA130, ,UQA130,11000ARZ201004054973,11000NTC201004014713,준주거지역,11000, ,00:00.0,16375.54016,513.100481
166469,11000UQ111PS201912154766,UQA100,UQA130, ,UQA130,11000ARZ199603110169,11000NTC199603115875,준주거지역,11000, ,00:00.0,55802.62562,1039.569209
166470,11000UQ111PS201912154176,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,23652.31185,1908.971786
166471,11000UQ111PS201912156234,UQA300,UQA330, ,UQA330,11000ARZ000000001111, ,준공업지역,11000, ,00:00.0,589895.2001,3114.930459
166472,11000UQ111PS201912156235,UQA300,UQA330, ,UQA330,11000ARZ000000001111, ,준공업지역,11000, ,00:00.0,25314.98122,644.3298474
166473,11000UQ111PS201912156237,UQA300,UQA330, ,UQA330,11000ARZ000000001111, ,준공업지역,11000, ,00:00.0,615470.1338,4816.602999
166474,11000UQ111PS201912156224,UQA300,UQA330, ,UQA330,11000ARZ201309105644,11000NTC201308226916,준공업지역,11000, ,00:00.0,4097732.124,19297.41705
166475,11000UQ111PS201912156349,UQA400,UQA430, ,UQA430,11000ARZ200004040394,11000NTC200004049482,자연녹지지역,11000, ,00:00.0,108951.7669,1727.445353
166476,11000UQ111PS201912156350,UQA400,UQA430, ,UQA430,11000ARZ201904050161,11000NTC201904053330,자연녹지지역,11000, ,00:00.0,3347.561163,257.3196814
166477,11000UQ111PS201912156351,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,6586.555462,374.1045847
166478,11000UQ111PS201912156352,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,1485.714182,424.2171945
166479,11000UQ111PS201912156361,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,715236.8688,13525.75095
166480,11000UQ111PS202007126670,UQA300,UQA330, ,UQA330,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,1094.198361,130.4407653
166481,11000UQ111PS202007126759,UQA300,UQA330, ,UQA330,11000ARZ000000001111, ,준공업지역,11000, ,00:00.0,14.55047855,54.52291992
166482,11000UQ111PS202007126763,UQA300,UQA330, ,UQA330,11000ARZ000000001111, ,준공업지역,11000, ,00:00.0,149.4911459,104.3174878
166483,11000UQ111PS201912156356,UQA400,UQA410, ,UQA410,11000ARZ199606100211,11000NTC199606106098,보전녹지지역,11000, ,00:00.0,72601.88153,1422.371433
166484,11000UQ111PS201912156301,UQA400,UQA420, ,UQA420,11000ARZ000000001111, ,생산녹지지역,11000, ,00:00.0,11.51881183,121.9041632
166485,11000UQ111PS201912156310,UQA400,UQA420, ,UQA420,11000ARZ000000001111, ,생산녹지지역,11000, ,00:00.0,135444.7785,1970.300323
166486,11000UQ111PS201912156326,UQA400,UQA420, ,UQA420,11000ARZ000000001111, ,생산녹지지역,11000, ,00:00.0,63.00058557,269.8329343
166487,11000UQ111PS201912156233,UQA300,UQA330, ,UQA330,11000ARZ000000001111, ,준공업지역,11000, ,00:00.0,17593.40188,1632.882236
166488,11000UQ111PS201912154294,UQA100,UQA130, ,UQA130,11000ARZ200205081105,11000NTC200205082509,준주거지역,11000, ,00:00.0,56708.09124,1175.241562
166489,11000UQ111PS201912154956,UQA100,UQA130, ,UQA130,11000ARZ200910224902,11000NTC200907233617,준주거지역,11000, ,00:00.0,21950.38084,801.5001767
166490,11000UQ111PS201912154969,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,120277.0439,1632.749453
166491,11000UQ111PS201912154420,UQA100,UQA130, ,UQA130,11000ARZ199803180348,11000NTC199803187759,준주거지역,11000, ,00:00.0,26133.37791,1405.850213
166492,11000UQ111PS201912154338,UQA100,UQA130, ,UQA130,11000ARZ200205151123,11000NTC200205152545,준주거지역,11000, ,00:00.0,9396.228485,406.0540676
166493,11000UQ111PS201912155856,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,14537.86438,2389.678869
166494,11000UQ111PS201912155980,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,24625.78681,806.2771555
166495,11000UQ111PS201912155982,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,926.3848879,276.2409479
166496,11000UQ111PS201912156353,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,6061.222601,369.2789769
166497,11000UQ111PS202007127262,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,8743.270998,3784.161863
166498,11000UQ111PS202007127263,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,186.9152589,402.0045021
166499,11000UQ111PS202007127270,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,8.18314479,53.64080929
166500,11000UQ111PS202007127278,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,101.0190961,393.1697513
166501,11000UQ111PS202007127279,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,30.79388444,95.60652721
166502,11000UQ111PS201912154748,UQA100,UQA130, ,UQA130,11000ARZ201411285129,11000NTC201408287285,준주거지역,11000, ,00:00.0,66477.11716,2749.719443
166503,11000UQ111PS201912154938,UQA100,UQA130, ,UQA130,11000ARZ199701270505,11000NTC199701276668,준주거지역,11000, ,00:00.0,43908.24308,2627.946477
166504,11000UQ111PS201912155064,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,1.29322046,63.47369115
166505,11000UQ111PS202007126651,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,177.6234314,212.1068709
166506,11000UQ111PS202007126656,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,1911.094048,181.7785693
166507,11000UQ111PS202007126745,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,1.03942237,4.74581044
166508,11000UQ111PS202007126784,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,8.44745006,49.39239807
166509,11000UQ111PS202007126841,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,1.23858724,21.62419826
166510,11000UQ111PS202007126843,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,16.49543192,198.8412825
166511,11000UQ111PS202007127233,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,100975.2552,3440.350431
166512,11000UQ111PS202007127241,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,4.57296648,108.6118446
166513,11000UQ111PS202007127244,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,33.79006985,38.27884054
166514,11000UQ111PS202007127257,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,564.0892898,265.0866921
166515,11000UQ111PS202007127258,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,4.15117599,13.34966533
166516,11000UQ111PS202007127218,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,30.20680326,49.97229681
166517,11000UQ111PS202007127220,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,33.24264981,41.08215429
166518,11000UQ111PS202007127243,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,350.3390063,413.1887879
166519,11000UQ111PS202007127251,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,65.45689967,250.2139084
166520,11000UQ111PS202007127253,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,20.247041,57.0443487
166521,11000UQ111PS202007127419,UQA100,UQA130, ,UQA130,11000ARZ000000001111, ,준주거지역,11000, ,00:00.0,1724.102334,213.0271692
166522,11000UQ111PS201912156175,UQA200,UQA220, ,UQA220,11000ARZ197411270795,11000NTC197411271319,상업지역,11000, ,00:00.0,33637.76425,2870.402473
166523,11000UQ111PS201912156194,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,5458.575607,968.8905453
166524,11000UQ111PS201912155857,UQA200,UQA220, ,UQA220,11000ARZ201208165431,11000NTC201202236419,일반상업지역,11000, ,00:00.0,159341.8386,5378.834773
166525,11140UQ111PS201906130015,UQA200,UQA220, ,UQA220,11140ARZ201905010001,11140NTC201905010001,일반상업지역,11140, ,00:00.0,2425.247906,194.2480165
166526,11000UQ111PS201910070167,UQA200,UQA220, ,UQA220,11000ARZ201908120007,11230NTC201908120008,일반상업지역,11230, ,00:00.0,3089.368371,613.1291269
166527,11140UQ111PS201906130143,UQA200,UQA220, ,UQA220,11140ARZ201905010001,11140NTC201905010001,일반상업지역,11140, ,00:00.0,2425.247906,194.2480165
166528,11140UQ111PS201910240147,UQA200,UQA220, ,UQA220,11140ARZ201910070001,11140NTC201910070005,일반상업지역,11140, ,00:00.0,324.2037448,79.57809457
166529,11140UQ111PS201906130156,UQA200,UQA220, ,UQA220,11140ARZ201905010001,11140NTC201905010001,일반상업지역,11140, ,00:00.0,2425.247906,194.2480165
166530,11000UQ111PS201912155786,UQA200,UQA220, ,UQA220,11000ARZ201805315561,11000NTC201607140070,일반상업지역,11000, ,00:00.0,120298.423,3974.127588
166531,11000UQ111PS201912155942,UQA200,UQA220, ,UQA220,11000ARZ000000001111, ,일반상업지역,11000, ,00:00.0,614793.0906,9533.790442
166532,11000UQ111PS202007127118,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,78.32924937,708.191888
166533,11000UQ111PS202007127121,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,1066.746253,1067.386749
166534,11000UQ111PS202007127130,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,1.36558083,11.44932354
166535,11000UQ111PS202007127131,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,1.20060481,19.43540329
166536,11000UQ111PS202007126985,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,713.8430417,544.6385754
166537,11000UQ111PS202007127137,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,110.5775324,192.4002128
166538,11000UQ111PS202007127141,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,4.62665508,36.29078025
166539,11000UQ111PS202007127148,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,33.76523496,126.3653393
166540,11000UQ111PS202007127158,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,690.8873778,1808.794919
166541,11000UQ111PS202007127159,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,2.16799715,24.63544216
166542,11000UQ111PS202007127162,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,714.5475019,690.447051
166543,11000UQ111PS202007127164,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,25.65525874,111.0820769
166544,11000UQ111PS202007127167,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,1093.109324,936.1260855
166545,11000UQ111PS202007127095,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,3.29795885,64.79982687
166546,11000UQ111PS202007127169,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,96.5213946,297.5678239
166547,11000UQ111PS202007127170,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,478.8814822,269.1245799
166548,11000UQ111PS202007127172,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,22.23153241,146.7617092
166549,11000UQ111PS202007127173,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,752.6444404,646.0848905
166550,11000UQ111PS202007127174,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,12833.77919,2809.881175
166551,11000UQ111PS202007127177,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,97.996012,157.1079862
166552,11000UQ111PS202007127206,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,1.02343256,45.9100204
166553,11000UQ111PS202007127207,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,2.35135491,35.1113254
166554,11000UQ111PS202007127214,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,136.7889965,179.3453134
166555,11000UQ111PS202007127430,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,25.27971907,44.66152339
166556,11000UQ111PS202007127433,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,32.10959166,329.5553721
166557,11000UQ111PS202007127434,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,286.1081306,284.3622774
166558,11000UQ111PS202007127099,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,1.52126291,57.49468872
166559,11000UQ111PS202007127440,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,92.08612466,112.6224304
166560,11000UQ111PS202007126637,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,390.3796222,206.1919254
166561,11000UQ111PS202007126675,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,17.28755569,50.68047573
166562,11000UQ111PS202007126686,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,1.32534961,16.46992065
166563,11000UQ111PS202007126700,UQA999, , ,UQA999,11000ARZ000000001111, ,기타 도시지역,11000, ,00:00.0,12.86084219,45.50867583
166564,11000UQ111PS202007127349,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,8.59545011,81.52886185
166565,11000UQ111PS202007127350,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,44.53029075,217.9831961
166566,11000UQ111PS201912154699,UQA100,UQA130, ,UQA130,11000ARZ200107161011,11000NTC200107161034,준주거지역,11000, ,00:00.0,1395.634556,164.8416936
166567,11000UQ111PS201912154453,UQA100,UQA130, ,UQA130,11000ARZ201005284983,11000NTC201005114902,준주거지역,11000, ,00:00.0,6311.924891,456.6763883
166568,11000UQ111PS201912154455,UQA100,UQA130, ,UQA130,11000ARZ201704065193,11000NTC201704068074,준주거지역,11000, ,00:00.0,3466.096268,334.7574965
166569,11000UQ111PS201912154456,UQA100,UQA130, ,UQA130,11000ARZ200009190438,11000NTC200009199860,준주거지역,11000, ,00:00.0,15222.05046,570.521243
166570,11000UQ111PS201912154253,UQA100,UQA130, ,UQA130,11000ARZ201201165043,11000NTC201110136269,준주거지역,11000, ,00:00.0,24651.49857,903.1263938
166571,11000UQ111PS202007127358,UQA400,UQA430, ,UQA430,11000ARZ000000001111, ,자연녹지지역,11000, ,00:00.0,4038.509908,2021.604395
