대여일자,대여소번호,성별,연령대코드,이용건수
21-Jul,3,F,AGE_002,1
21-Jul,3,M,AGE_003,1
21-Jul,3,,AGE_003,1
21-Jul,3,,AGE_005,1
21-Jul,3,M,AGE_002,12
21-Jul,3,M,AGE_005,3
21-Jul,3,M,AGE_008,5
21-Jul,5,M,AGE_004,4
21-Jul,5,,AGE_008,4
21-Jul,10,F,AGE_002,3
21-Jul,10,M,AGE_004,1
21-Jul,10,F,AGE_002,4
21-Jul,102,,AGE_002,1
21-Jul,102,,AGE_005,3
21-Jul,102,F,AGE_002,9
21-Jul,102,F,AGE_004,3
21-Jul,102,M,AGE_002,3
21-Jul,102,M,AGE_003,4
21-Jul,102,M,AGE_008,4
21-Jul,102,,AGE_001,3
21-Jul,102,,AGE_002,14
21-Jul,102,,AGE_003,1
21-Jul,102,,AGE_004,2
21-Jul,102,,AGE_005,1
21-Jul,102,,AGE_008,28
21-Jul,102,,AGE_001,22
21-Jul,102,,AGE_002,225
21-Jul,102,,AGE_003,53
21-Jul,102,,AGE_004,11
21-Jul,102,,AGE_005,6
21-Jul,102,,AGE_008,13
21-Jul,102,,AGE_002,23
21-Jul,102,,AGE_003,3
21-Jul,102,,AGE_004,1
21-Jul,102,F,AGE_001,19
21-Jul,102,F,AGE_002,124
21-Jul,102,F,AGE_003,50
21-Jul,102,F,AGE_004,18
21-Jul,102,F,AGE_005,3
21-Jul,102,F,AGE_008,44
21-Jul,102,M,AGE_001,13
21-Jul,102,M,AGE_002,97
21-Jul,102,M,AGE_003,56
21-Jul,102,M,AGE_004,16
21-Jul,102,M,AGE_005,7
21-Jul,102,M,AGE_006,1
21-Jul,102,M,AGE_008,28
21-Jul,102,,AGE_001,13
21-Jul,102,,AGE_002,578
21-Jul,102,,AGE_003,332
21-Jul,102,,AGE_004,124
21-Jul,102,,AGE_005,92
21-Jul,102,,AGE_006,20
21-Jul,102,,AGE_007,1
21-Jul,102,,AGE_008,18
21-Jul,102,,AGE_002,64
21-Jul,102,,AGE_003,36
21-Jul,102,,AGE_004,3
21-Jul,102,,AGE_005,2
21-Jul,102,F,AGE_001,3
21-Jul,102,F,AGE_002,349
21-Jul,102,F,AGE_003,347
21-Jul,102,F,AGE_004,61
21-Jul,102,F,AGE_005,88
21-Jul,102,F,AGE_006,5
21-Jul,102,F,AGE_007,7
21-Jul,102,F,AGE_008,91
21-Jul,102,M,AGE_001,32
21-Jul,102,M,AGE_002,320
21-Jul,102,M,AGE_003,289
21-Jul,102,M,AGE_004,148
21-Jul,102,M,AGE_005,60
21-Jul,102,M,AGE_006,21
21-Jul,102,M,AGE_007,2
21-Jul,102,M,AGE_008,117
21-Jul,103,,AGE_002,4
21-Jul,103,,AGE_003,2
21-Jul,103,,AGE_004,3
21-Jul,103,F,AGE_002,3
21-Jul,103,F,AGE_003,2
21-Jul,103,M,AGE_001,5
21-Jul,103,M,AGE_002,5
21-Jul,103,,AGE_001,1
21-Jul,103,,AGE_002,10
21-Jul,103,,AGE_003,2
21-Jul,103,,AGE_004,2
21-Jul,103,,AGE_008,18
21-Jul,103,,AGE_001,15
21-Jul,103,,AGE_002,168
21-Jul,103,,AGE_003,50
21-Jul,103,,AGE_004,11
21-Jul,103,,AGE_005,3
21-Jul,103,,AGE_006,1
21-Jul,103,,AGE_007,1
21-Jul,103,,AGE_008,4
21-Jul,103,,AGE_002,24
21-Jul,103,,AGE_003,3
21-Jul,103,F,AGE_001,4
21-Jul,103,F,AGE_002,115
21-Jul,103,F,AGE_003,45
21-Jul,103,F,AGE_004,6
21-Jul,103,F,AGE_005,4
21-Jul,103,F,AGE_008,29
21-Jul,103,M,AGE_001,13
21-Jul,103,M,AGE_002,92
21-Jul,103,M,AGE_003,44
21-Jul,103,M,AGE_004,10
21-Jul,103,M,AGE_005,5
21-Jul,103,M,AGE_006,7
21-Jul,103,M,AGE_008,38
21-Jul,103,,AGE_001,4
21-Jul,103,,AGE_002,441
21-Jul,103,,AGE_003,238
21-Jul,103,,AGE_004,62
21-Jul,103,,AGE_005,57
21-Jul,103,,AGE_006,18
21-Jul,103,,AGE_007,1
21-Jul,103,,AGE_008,22
21-Jul,103,,AGE_002,61
21-Jul,103,,AGE_003,18
21-Jul,103,,AGE_004,6
21-Jul,103,,AGE_005,2
21-Jul,103,F,AGE_001,8
21-Jul,103,F,AGE_002,308
21-Jul,103,F,AGE_003,284
21-Jul,103,F,AGE_004,64
21-Jul,103,F,AGE_005,67
21-Jul,103,F,AGE_006,6
21-Jul,103,F,AGE_007,1
21-Jul,103,F,AGE_008,99
21-Jul,103,M,AGE_001,10
21-Jul,103,M,AGE_002,280
21-Jul,103,M,AGE_003,226
21-Jul,103,M,AGE_004,145
21-Jul,103,M,AGE_005,38
21-Jul,103,M,AGE_006,12
21-Jul,103,M,AGE_008,115
21-Jul,104,F,AGE_002,4
21-Jul,104,F,AGE_004,2
21-Jul,104,M,AGE_001,2
21-Jul,104,M,AGE_002,2
21-Jul,104,,AGE_001,1
21-Jul,104,,AGE_002,12
21-Jul,104,,AGE_003,1
21-Jul,104,,AGE_004,1
21-Jul,104,,AGE_005,1
21-Jul,104,,AGE_008,9
21-Jul,104,,AGE_001,1
21-Jul,104,,AGE_002,90
21-Jul,104,,AGE_003,15
21-Jul,104,,AGE_004,3
21-Jul,104,,AGE_008,5
21-Jul,104,,AGE_002,7
21-Jul,104,,AGE_003,1
21-Jul,104,,AGE_007,1
21-Jul,104,F,AGE_001,2
21-Jul,104,F,AGE_002,59
21-Jul,104,F,AGE_003,22
21-Jul,104,F,AGE_005,1
21-Jul,104,F,AGE_006,1
21-Jul,104,F,AGE_007,1
21-Jul,104,F,AGE_008,21
21-Jul,104,M,AGE_001,7
21-Jul,104,M,AGE_002,47
21-Jul,104,M,AGE_003,14
21-Jul,104,M,AGE_004,3
21-Jul,104,M,AGE_005,2
21-Jul,104,M,AGE_008,19
21-Jul,104,,AGE_001,24
21-Jul,104,,AGE_002,184
21-Jul,104,,AGE_003,101
21-Jul,104,,AGE_004,30
21-Jul,104,,AGE_005,32
21-Jul,104,,AGE_006,10
21-Jul,104,,AGE_008,8
21-Jul,104,,AGE_002,24
21-Jul,104,,AGE_003,10
21-Jul,104,,AGE_004,2
21-Jul,104,,AGE_005,1
21-Jul,104,F,AGE_001,1
21-Jul,104,F,AGE_002,181
21-Jul,104,F,AGE_003,133
21-Jul,104,F,AGE_004,66
21-Jul,104,F,AGE_005,5
21-Jul,104,F,AGE_007,2
21-Jul,104,F,AGE_008,63
21-Jul,104,M,AGE_001,2
21-Jul,104,M,AGE_002,122
21-Jul,104,M,AGE_003,105
21-Jul,104,M,AGE_004,66
21-Jul,104,M,AGE_005,53
21-Jul,104,M,AGE_006,4
21-Jul,104,M,AGE_007,2
21-Jul,104,M,AGE_008,75
21-Jul,105,,AGE_002,1
21-Jul,105,F,AGE_002,5
21-Jul,105,M,AGE_002,4
21-Jul,105,,AGE_002,4
21-Jul,105,,AGE_003,3
21-Jul,105,,AGE_008,5
21-Jul,105,,AGE_001,5
21-Jul,105,,AGE_002,67
21-Jul,105,,AGE_003,17
21-Jul,105,,AGE_004,1
21-Jul,105,,AGE_006,1
21-Jul,105,,AGE_007,1
21-Jul,105,,AGE_008,1
21-Jul,105,,AGE_001,1
21-Jul,105,,AGE_002,14
21-Jul,105,,AGE_004,1
21-Jul,105,F,AGE_001,2
21-Jul,105,F,AGE_002,57
21-Jul,105,F,AGE_003,8
21-Jul,105,F,AGE_004,2
21-Jul,105,F,AGE_006,1
21-Jul,105,F,AGE_008,19
21-Jul,105,M,AGE_001,6
21-Jul,105,M,AGE_002,49
21-Jul,105,M,AGE_003,31
21-Jul,105,M,AGE_008,32
21-Jul,105,,AGE_001,12
21-Jul,105,,AGE_002,162
21-Jul,105,,AGE_003,88
21-Jul,105,,AGE_004,7
21-Jul,105,,AGE_005,32
21-Jul,105,,AGE_006,9
21-Jul,105,,AGE_007,1
21-Jul,105,,AGE_008,3
21-Jul,105,,AGE_002,22
21-Jul,105,,AGE_003,12
21-Jul,105,,AGE_004,3
21-Jul,105,F,AGE_001,1
21-Jul,105,F,AGE_002,99
21-Jul,105,F,AGE_003,59
21-Jul,105,F,AGE_004,16
21-Jul,105,F,AGE_005,21
21-Jul,105,F,AGE_007,2
21-Jul,105,F,AGE_008,37
21-Jul,105,M,AGE_001,4
21-Jul,105,M,AGE_002,109
21-Jul,105,M,AGE_003,86
21-Jul,105,M,AGE_004,37
21-Jul,105,M,AGE_005,11
21-Jul,105,M,AGE_006,10
21-Jul,105,M,AGE_007,1
21-Jul,105,M,AGE_008,52
21-Jul,106,,AGE_002,7
21-Jul,106,F,AGE_002,2
21-Jul,106,M,AGE_001,2
21-Jul,106,M,AGE_002,6
21-Jul,106,M,AGE_003,2
21-Jul,106,M,AGE_008,3
21-Jul,106,,AGE_001,1
21-Jul,106,,AGE_002,16
21-Jul,106,,AGE_003,5
21-Jul,106,,AGE_005,1
21-Jul,106,,AGE_008,32
21-Jul,106,M,AGE_008,1
21-Jul,106,,AGE_001,15
21-Jul,106,,AGE_002,214
21-Jul,106,,AGE_003,45
21-Jul,106,,AGE_004,15
21-Jul,106,,AGE_005,4
21-Jul,106,,AGE_008,9
21-Jul,106,,AGE_002,24
21-Jul,106,,AGE_003,4
21-Jul,106,,AGE_004,5
21-Jul,106,F,AGE_001,10
21-Jul,106,F,AGE_002,178
21-Jul,106,F,AGE_003,40
21-Jul,106,F,AGE_004,6
21-Jul,106,F,AGE_005,4
21-Jul,106,F,AGE_007,1
21-Jul,106,F,AGE_008,37
21-Jul,106,M,AGE_001,22
21-Jul,106,M,AGE_002,107
21-Jul,106,M,AGE_003,52
21-Jul,106,M,AGE_004,18
21-Jul,106,M,AGE_006,1
21-Jul,106,M,AGE_008,52
21-Jul,106,,AGE_001,16
21-Jul,106,,AGE_002,374
21-Jul,106,,AGE_003,197
21-Jul,106,,AGE_004,62
21-Jul,106,,AGE_005,39
21-Jul,106,,AGE_006,17
21-Jul,106,,AGE_007,1
21-Jul,106,,AGE_008,26
21-Jul,106,,AGE_002,65
21-Jul,106,,AGE_003,14
21-Jul,106,,AGE_004,11
21-Jul,106,,AGE_005,8
21-Jul,106,,AGE_006,1
21-Jul,106,F,AGE_001,3
21-Jul,106,F,AGE_002,262
21-Jul,106,F,AGE_003,182
21-Jul,106,F,AGE_004,48
21-Jul,106,F,AGE_005,36
21-Jul,106,F,AGE_006,10
21-Jul,106,F,AGE_007,5
21-Jul,106,F,AGE_008,56
21-Jul,106,M,AGE_001,13
21-Jul,106,M,AGE_002,293
21-Jul,106,M,AGE_003,220
21-Jul,106,M,AGE_004,98
21-Jul,106,M,AGE_005,67
21-Jul,106,M,AGE_006,42
21-Jul,106,M,AGE_007,1
21-Jul,106,M,AGE_008,107
21-Jul,107,,AGE_002,4
21-Jul,107,M,AGE_002,1
21-Jul,107,,AGE_001,4
21-Jul,107,,AGE_002,9
21-Jul,107,,AGE_003,2
21-Jul,107,,AGE_004,2
21-Jul,107,,AGE_008,11
21-Jul,107,,AGE_001,3
21-Jul,107,,AGE_002,93
21-Jul,107,,AGE_003,25
21-Jul,107,,AGE_004,5
21-Jul,107,,AGE_007,1
21-Jul,107,,AGE_008,1
21-Jul,107,,AGE_002,20
21-Jul,107,,AGE_003,2
21-Jul,107,F,AGE_001,4
21-Jul,107,F,AGE_002,65
21-Jul,107,F,AGE_003,28
21-Jul,107,F,AGE_004,2
21-Jul,107,F,AGE_005,1
21-Jul,107,F,AGE_008,15
21-Jul,107,M,AGE_001,15
21-Jul,107,M,AGE_002,66
21-Jul,107,M,AGE_003,14
21-Jul,107,M,AGE_004,2
21-Jul,107,M,AGE_005,2
21-Jul,107,M,AGE_008,37
21-Jul,107,,AGE_001,5
21-Jul,107,,AGE_002,343
21-Jul,107,,AGE_003,177
21-Jul,107,,AGE_004,65
21-Jul,107,,AGE_005,37
21-Jul,107,,AGE_006,14
21-Jul,107,,AGE_007,1
21-Jul,107,,AGE_008,6
21-Jul,107,,AGE_002,36
21-Jul,107,,AGE_003,8
21-Jul,107,,AGE_004,16
21-Jul,107,,AGE_005,2
21-Jul,107,F,AGE_001,2
21-Jul,107,F,AGE_002,160
21-Jul,107,F,AGE_003,187
21-Jul,107,F,AGE_004,94
21-Jul,107,F,AGE_005,22
21-Jul,107,F,AGE_006,4
21-Jul,107,F,AGE_007,1
21-Jul,107,F,AGE_008,52
21-Jul,107,M,AGE_002,202
21-Jul,107,M,AGE_003,219
21-Jul,107,M,AGE_004,77
21-Jul,107,M,AGE_005,58
21-Jul,107,M,AGE_006,13
21-Jul,107,M,AGE_008,137
21-Jul,108,F,AGE_008,2
21-Jul,108,M,AGE_008,2
21-Jul,108,,AGE_001,1
21-Jul,108,,AGE_002,12
21-Jul,108,,AGE_003,1
21-Jul,108,,AGE_008,14
21-Jul,108,,AGE_001,6
21-Jul,108,,AGE_002,80
21-Jul,108,,AGE_003,18
21-Jul,108,,AGE_004,6
21-Jul,108,,AGE_005,3
21-Jul,108,,AGE_008,1
21-Jul,108,,AGE_001,1
21-Jul,108,,AGE_002,14
21-Jul,108,,AGE_003,3
21-Jul,108,,AGE_004,1
21-Jul,108,F,AGE_001,3
21-Jul,108,F,AGE_002,45
21-Jul,108,F,AGE_003,16
21-Jul,108,F,AGE_004,2
21-Jul,108,F,AGE_005,2
21-Jul,108,F,AGE_007,1
21-Jul,108,F,AGE_008,19
21-Jul,108,M,AGE_001,13
21-Jul,108,M,AGE_002,80
21-Jul,108,M,AGE_003,14
21-Jul,108,M,AGE_004,8
21-Jul,108,M,AGE_008,24
21-Jul,108,,AGE_001,5
21-Jul,108,,AGE_002,257
21-Jul,108,,AGE_003,99
21-Jul,108,,AGE_004,43
21-Jul,108,,AGE_005,49
21-Jul,108,,AGE_006,8
21-Jul,108,,AGE_008,4
21-Jul,108,,AGE_002,28
21-Jul,108,,AGE_003,15
21-Jul,108,,AGE_004,5
21-Jul,108,,AGE_005,6
21-Jul,108,F,AGE_001,3
21-Jul,108,F,AGE_002,223
21-Jul,108,F,AGE_003,72
21-Jul,108,F,AGE_004,19
21-Jul,108,F,AGE_005,3
21-Jul,108,F,AGE_006,3
21-Jul,108,F,AGE_007,1
21-Jul,108,F,AGE_008,58
21-Jul,108,M,AGE_001,6
21-Jul,108,M,AGE_002,189
21-Jul,108,M,AGE_003,131
21-Jul,108,M,AGE_004,57
21-Jul,108,M,AGE_005,26
21-Jul,108,M,AGE_006,4
21-Jul,108,M,AGE_008,78
21-Jul,109,,AGE_002,4
21-Jul,109,F,AGE_001,2
21-Jul,109,M,AGE_002,2
21-Jul,109,,AGE_001,2
21-Jul,109,,AGE_002,9
21-Jul,109,,AGE_003,3
21-Jul,109,,AGE_008,14
21-Jul,109,,AGE_001,3
21-Jul,109,,AGE_002,96
21-Jul,109,,AGE_003,32
21-Jul,109,,AGE_004,8
21-Jul,109,,AGE_005,3
21-Jul,109,,AGE_008,4
21-Jul,109,,AGE_002,16
21-Jul,109,,AGE_003,2
21-Jul,109,,AGE_004,1
21-Jul,109,F,AGE_001,4
21-Jul,109,F,AGE_002,65
21-Jul,109,F,AGE_003,21
21-Jul,109,F,AGE_004,2
21-Jul,109,F,AGE_008,15
21-Jul,109,M,AGE_001,9
21-Jul,109,M,AGE_002,82
21-Jul,109,M,AGE_003,30
21-Jul,109,M,AGE_004,15
21-Jul,109,M,AGE_007,1
21-Jul,109,M,AGE_008,32
21-Jul,109,,AGE_001,1
21-Jul,109,,AGE_002,176
21-Jul,109,,AGE_003,94
21-Jul,109,,AGE_004,29
21-Jul,109,,AGE_005,20
21-Jul,109,,AGE_006,4
21-Jul,109,,AGE_008,19
21-Jul,109,,AGE_002,24
21-Jul,109,,AGE_003,8
21-Jul,109,,AGE_004,5
21-Jul,109,,AGE_005,2
21-Jul,109,F,AGE_001,3
21-Jul,109,F,AGE_002,162
21-Jul,109,F,AGE_003,100
21-Jul,109,F,AGE_004,34
21-Jul,109,F,AGE_005,18
21-Jul,109,F,AGE_008,48
21-Jul,109,M,AGE_002,126
21-Jul,109,M,AGE_003,175
21-Jul,109,M,AGE_004,51
21-Jul,109,M,AGE_005,69
21-Jul,109,M,AGE_006,10
21-Jul,109,M,AGE_008,100
21-Jul,111,,AGE_003,5
21-Jul,111,,AGE_001,2
21-Jul,111,,AGE_002,15
21-Jul,111,,AGE_003,1
21-Jul,111,,AGE_004,1
21-Jul,111,,AGE_008,17
21-Jul,111,F,AGE_008,1
21-Jul,111,M,AGE_008,1
21-Jul,111,,AGE_001,2
21-Jul,111,,AGE_002,96
21-Jul,111,,AGE_003,25
21-Jul,111,,AGE_004,5
21-Jul,111,,AGE_005,6
21-Jul,111,,AGE_008,1
21-Jul,111,,AGE_002,9
21-Jul,111,F,AGE_001,3
21-Jul,111,F,AGE_002,61
21-Jul,111,F,AGE_003,18
21-Jul,111,F,AGE_004,5
21-Jul,111,F,AGE_005,2
21-Jul,111,F,AGE_008,18
21-Jul,111,M,AGE_001,4
21-Jul,111,M,AGE_002,89
21-Jul,111,M,AGE_003,33
21-Jul,111,M,AGE_004,11
21-Jul,111,M,AGE_008,16
21-Jul,111,,AGE_001,1
21-Jul,111,,AGE_002,223
21-Jul,111,,AGE_003,82
21-Jul,111,,AGE_004,21
21-Jul,111,,AGE_005,24
21-Jul,111,,AGE_006,2
21-Jul,111,,AGE_007,1
21-Jul,111,,AGE_008,21
21-Jul,111,,AGE_002,23
21-Jul,111,,AGE_003,17
21-Jul,111,,AGE_005,4
21-Jul,111,F,AGE_001,7
21-Jul,111,F,AGE_002,112
21-Jul,111,F,AGE_003,66
21-Jul,111,F,AGE_004,14
21-Jul,111,F,AGE_005,5
21-Jul,111,F,AGE_008,38
21-Jul,111,M,AGE_001,11
21-Jul,111,M,AGE_002,195
21-Jul,111,M,AGE_003,105
21-Jul,111,M,AGE_004,50
21-Jul,111,M,AGE_005,17
21-Jul,111,M,AGE_006,4
21-Jul,111,M,AGE_008,65
21-Jul,112,F,AGE_002,2
21-Jul,112,F,AGE_003,2
21-Jul,112,M,AGE_008,2
21-Jul,112,,AGE_001,1
21-Jul,112,,AGE_002,9
21-Jul,112,,AGE_008,10
21-Jul,112,,AGE_001,3
21-Jul,112,,AGE_002,69
21-Jul,112,,AGE_003,21
21-Jul,112,,AGE_004,5
21-Jul,112,,AGE_005,2
21-Jul,112,,AGE_008,2
21-Jul,112,,AGE_002,8
21-Jul,112,F,AGE_001,3
21-Jul,112,F,AGE_002,54
21-Jul,112,F,AGE_003,5
21-Jul,112,F,AGE_008,10
21-Jul,112,M,AGE_001,9
21-Jul,112,M,AGE_002,71
21-Jul,112,M,AGE_003,26
21-Jul,112,M,AGE_004,8
21-Jul,112,M,AGE_006,1
21-Jul,112,M,AGE_008,11
21-Jul,112,,AGE_001,8
21-Jul,112,,AGE_002,201
21-Jul,112,,AGE_003,58
21-Jul,112,,AGE_004,5
21-Jul,112,,AGE_005,10
21-Jul,112,,AGE_006,3
21-Jul,112,,AGE_008,28
21-Jul,112,,AGE_002,24
21-Jul,112,,AGE_003,4
21-Jul,112,F,AGE_001,3
21-Jul,112,F,AGE_002,165
21-Jul,112,F,AGE_003,42
21-Jul,112,F,AGE_004,14
21-Jul,112,F,AGE_005,1
21-Jul,112,F,AGE_008,30
21-Jul,112,M,AGE_001,3
21-Jul,112,M,AGE_002,146
21-Jul,112,M,AGE_003,81
21-Jul,112,M,AGE_004,42
21-Jul,112,M,AGE_005,4
21-Jul,112,M,AGE_006,11
21-Jul,112,M,AGE_008,46
21-Jul,113,,AGE_008,1
21-Jul,113,,AGE_002,2
21-Jul,113,,AGE_003,1
21-Jul,113,F,AGE_002,2
21-Jul,113,M,AGE_002,2
21-Jul,113,M,AGE_004,5
21-Jul,113,M,AGE_008,3
21-Jul,113,,AGE_001,1
21-Jul,113,,AGE_002,12
21-Jul,113,,AGE_005,2
21-Jul,113,,AGE_008,8
21-Jul,113,F,AGE_008,1
21-Jul,113,,AGE_001,3
21-Jul,113,,AGE_002,133
21-Jul,113,,AGE_003,79
21-Jul,113,,AGE_004,12
21-Jul,113,,AGE_005,1
21-Jul,113,,AGE_008,4
21-Jul,113,,AGE_001,1
21-Jul,113,,AGE_002,17
21-Jul,113,,AGE_003,3
21-Jul,113,F,AGE_001,9
21-Jul,113,F,AGE_002,95
21-Jul,113,F,AGE_003,30
21-Jul,113,F,AGE_004,4
21-Jul,113,F,AGE_005,1
21-Jul,113,F,AGE_008,36
21-Jul,113,M,AGE_001,12
21-Jul,113,M,AGE_002,111
21-Jul,113,M,AGE_003,31
21-Jul,113,M,AGE_004,15
21-Jul,113,M,AGE_005,3
21-Jul,113,M,AGE_006,1
21-Jul,113,M,AGE_008,43
21-Jul,113,,AGE_001,16
21-Jul,113,,AGE_002,459
21-Jul,113,,AGE_003,293
21-Jul,113,,AGE_004,120
21-Jul,113,,AGE_005,81
21-Jul,113,,AGE_006,51
21-Jul,113,,AGE_007,4
21-Jul,113,,AGE_008,18
21-Jul,113,,AGE_001,10
21-Jul,113,,AGE_002,40
21-Jul,113,,AGE_003,31
21-Jul,113,,AGE_004,10
21-Jul,113,,AGE_005,6
21-Jul,113,F,AGE_001,3
21-Jul,113,F,AGE_002,364
21-Jul,113,F,AGE_003,253
21-Jul,113,F,AGE_004,117
21-Jul,113,F,AGE_005,28
21-Jul,113,F,AGE_006,1
21-Jul,113,F,AGE_007,1
21-Jul,113,F,AGE_008,120
21-Jul,113,M,AGE_001,10
21-Jul,113,M,AGE_002,359
21-Jul,113,M,AGE_003,375
21-Jul,113,M,AGE_004,189
21-Jul,113,M,AGE_005,127
21-Jul,113,M,AGE_006,29
21-Jul,113,M,AGE_007,3
21-Jul,113,M,AGE_008,168
21-Jul,114,,AGE_001,1
21-Jul,114,F,AGE_002,2
21-Jul,114,F,AGE_004,4
21-Jul,114,M,AGE_003,2
21-Jul,114,M,AGE_004,2
21-Jul,114,,AGE_001,5
21-Jul,114,,AGE_002,16
21-Jul,114,,AGE_003,2
21-Jul,114,,AGE_008,31
21-Jul,114,,AGE_001,11
21-Jul,114,,AGE_002,117
21-Jul,114,,AGE_003,48
21-Jul,114,,AGE_004,3
21-Jul,114,,AGE_005,1
21-Jul,114,,AGE_008,5
21-Jul,114,,AGE_002,16
21-Jul,114,,AGE_003,4
21-Jul,114,,AGE_004,1
21-Jul,114,F,AGE_001,8
21-Jul,114,F,AGE_002,83
21-Jul,114,F,AGE_003,30
21-Jul,114,F,AGE_004,5
21-Jul,114,F,AGE_006,1
21-Jul,114,F,AGE_007,2
21-Jul,114,F,AGE_008,38
21-Jul,114,M,AGE_001,15
21-Jul,114,M,AGE_002,133
21-Jul,114,M,AGE_003,42
21-Jul,114,M,AGE_004,22
21-Jul,114,M,AGE_006,1
21-Jul,114,M,AGE_008,47
21-Jul,114,,AGE_001,15
21-Jul,114,,AGE_002,346
21-Jul,114,,AGE_003,158
21-Jul,114,,AGE_004,80
21-Jul,114,,AGE_005,16
21-Jul,114,,AGE_006,8
21-Jul,114,,AGE_007,24
21-Jul,114,,AGE_008,13
21-Jul,114,,AGE_001,3
21-Jul,114,,AGE_002,52
21-Jul,114,,AGE_003,21
21-Jul,114,,AGE_004,9
21-Jul,114,,AGE_005,4
21-Jul,114,F,AGE_001,13
21-Jul,114,F,AGE_002,294
21-Jul,114,F,AGE_003,155
21-Jul,114,F,AGE_004,56
21-Jul,114,F,AGE_005,31
21-Jul,114,F,AGE_006,1
21-Jul,114,F,AGE_007,5
21-Jul,114,F,AGE_008,84
21-Jul,114,M,AGE_001,12
21-Jul,114,M,AGE_002,274
21-Jul,114,M,AGE_003,235
21-Jul,114,M,AGE_004,162
21-Jul,114,M,AGE_005,52
21-Jul,114,M,AGE_006,9
21-Jul,114,M,AGE_007,3
21-Jul,114,M,AGE_008,111
21-Jul,115,,AGE_002,11
21-Jul,115,,AGE_003,2
21-Jul,115,,AGE_004,1
21-Jul,115,,AGE_008,10
21-Jul,115,,AGE_001,2
21-Jul,115,,AGE_002,48
21-Jul,115,,AGE_003,15
21-Jul,115,,AGE_004,2
21-Jul,115,,AGE_008,1
21-Jul,115,,AGE_002,3
21-Jul,115,,AGE_003,1
21-Jul,115,F,AGE_001,3
21-Jul,115,F,AGE_002,42
21-Jul,115,F,AGE_003,3
21-Jul,115,F,AGE_004,1
21-Jul,115,F,AGE_008,8
21-Jul,115,M,AGE_001,1
21-Jul,115,M,AGE_002,49
21-Jul,115,M,AGE_003,9
21-Jul,115,M,AGE_005,1
21-Jul,115,M,AGE_006,2
21-Jul,115,M,AGE_008,10
21-Jul,115,,AGE_001,3
21-Jul,115,,AGE_002,151
21-Jul,115,,AGE_003,60
21-Jul,115,,AGE_004,21
21-Jul,115,,AGE_005,31
21-Jul,115,,AGE_006,6
21-Jul,115,,AGE_008,5
21-Jul,115,,AGE_002,5
21-Jul,115,,AGE_003,7
21-Jul,115,,AGE_004,1
21-Jul,115,,AGE_005,4
21-Jul,115,F,AGE_001,2
21-Jul,115,F,AGE_002,90
21-Jul,115,F,AGE_003,37
21-Jul,115,F,AGE_004,18
21-Jul,115,F,AGE_005,6
21-Jul,115,F,AGE_006,1
21-Jul,115,F,AGE_007,2
21-Jul,115,F,AGE_008,26
21-Jul,115,M,AGE_001,8
21-Jul,115,M,AGE_002,127
21-Jul,115,M,AGE_003,101
21-Jul,115,M,AGE_004,25
21-Jul,115,M,AGE_005,15
21-Jul,115,M,AGE_006,2
21-Jul,115,M,AGE_008,40
21-Jul,116,,AGE_002,6
21-Jul,116,,AGE_002,2
21-Jul,116,F,AGE_002,4
21-Jul,116,M,AGE_001,1
21-Jul,116,M,AGE_008,1
21-Jul,116,,AGE_002,7
21-Jul,116,,AGE_003,2
21-Jul,116,,AGE_005,1
21-Jul,116,,AGE_008,12
21-Jul,116,F,AGE_008,2
21-Jul,116,M,AGE_008,2
21-Jul,116,,AGE_001,2
21-Jul,116,,AGE_002,87
21-Jul,116,,AGE_003,27
21-Jul,116,,AGE_004,6
21-Jul,116,,AGE_008,5
21-Jul,116,,AGE_001,1
21-Jul,116,,AGE_002,6
21-Jul,116,,AGE_003,2
21-Jul,116,F,AGE_001,6
21-Jul,116,F,AGE_002,74
21-Jul,116,F,AGE_003,22
21-Jul,116,F,AGE_004,3
21-Jul,116,F,AGE_005,1
21-Jul,116,F,AGE_008,10
21-Jul,116,M,AGE_002,52
21-Jul,116,M,AGE_003,23
21-Jul,116,M,AGE_004,5
21-Jul,116,M,AGE_005,3
21-Jul,116,M,AGE_006,1
21-Jul,116,M,AGE_008,11
21-Jul,116,,AGE_001,3
21-Jul,116,,AGE_002,282
21-Jul,116,,AGE_003,189
21-Jul,116,,AGE_004,32
21-Jul,116,,AGE_005,28
21-Jul,116,,AGE_006,7
21-Jul,116,,AGE_008,30
21-Jul,116,,AGE_001,1
21-Jul,116,,AGE_002,8
21-Jul,116,,AGE_003,35
21-Jul,116,,AGE_004,5
21-Jul,116,,AGE_005,6
21-Jul,116,F,AGE_002,163
21-Jul,116,F,AGE_003,128
21-Jul,116,F,AGE_004,55
21-Jul,116,F,AGE_005,51
21-Jul,116,F,AGE_006,1
21-Jul,116,F,AGE_007,3
21-Jul,116,F,AGE_008,58
21-Jul,116,M,AGE_002,190
21-Jul,116,M,AGE_003,194
21-Jul,116,M,AGE_004,74
21-Jul,116,M,AGE_005,17
21-Jul,116,M,AGE_006,14
21-Jul,116,M,AGE_007,1
21-Jul,116,M,AGE_008,62
21-Jul,117,,AGE_002,5
21-Jul,117,,AGE_004,9
21-Jul,117,,AGE_005,4
21-Jul,117,F,AGE_001,8
21-Jul,117,F,AGE_002,8
21-Jul,117,F,AGE_004,10
21-Jul,117,F,AGE_005,3
