"객체id","현황도형 관리번호","도형 대분류코드","도형 중분류코드","도형 소분류코드","도형 속성코드","도형 조서관리 코드","결정고시관리코드","라벨명","시군구코드","도면번호","현황도형 생성일시","면적(도형)","길이(도형)"
"168116","11000UQ111PS201912153730","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","12540.38038742","820.34139431"
"168117","11000UQ111PS201912153731","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","330.90710897","81.79691747"
"168118","11000UQ111PS201912150538","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","80941.57240952","3587.97860684"
"168119","11000UQ111PS201912150540","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","8009.59872240","738.03575336"
"168120","11000UQ111PS201912150546","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","1698.94501448","179.06251483"
"168121","11000UQ111PS201912150602","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","47904.83803674","1231.26237860"
"168122","11000UQ111PS201912150603","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","27257.10758612","1196.30100855"
"168123","11000UQ111PS201912150605","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","49445.59442993","1855.76714157"
"168124","11000UQ111PS201912150613","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","23101.76852547","1021.76758028"
"168125","11000UQ111PS201912150614","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","1080.81211025","249.00554309"
"168126","11000UQ111PS201912150615","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","7215.98204463","382.68919166"
"168127","11000UQ111PS201912150660","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","0.00978050","13.32283355"
"168128","11000UQ111PS201912150665","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","147.47842248","51.19756676"
"168129","11000UQ111PS201912150666","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","13487.36428686","456.66930341"
"168130","11000UQ111PS201912152878","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","733.07881726","391.15449587"
"168131","11000UQ111PS201912152880","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","14486.35822777","486.55520918"
"168132","11000UQ111PS201912152881","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","35791.33035480","761.17184324"
"168133","11000UQ111PS201912152882","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","1481.27132663","183.68421496"
"168134","11000UQ111PS201912154492","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","112834.89976576","1645.18772805"
"168135","11000UQ111PS201912155100","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","213104.85740995","2314.91853916"
"168136","11000UQ111PS201912155167","UQA100","UQA120","UQA122","UQA122","11000ARZ201809200081","11000NTC201805300001","2종일반주거지역(12층이하)","11000"," ","2019-12-15 00:00:00.0","58657.56284657","1765.61806455"
"168137","11000UQ111PS201912154987","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3830.68284706","270.57177730"
"168138","11000UQ111PS201912152440","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","251763.10554546","3565.29942077"
"168139","11000UQ111PS201912155475","UQA100","UQA120","UQA122","UQA122","11000ARZ201810100141","11000NTC201809130002","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","17504.41929093","866.10000958"
"168140","11000UQ111PS201912155476","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3165.87253823","316.29175656"
"168141","11000UQ111PS201912155747","UQA100","UQA120","UQA122","UQA122","11000ARZ201511263122","11000NTC201508277582","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","36406.55723642","873.88480629"
"168142","11000UQ111PS201912154703","UQA100","UQA120","UQA123","UQA123","11000ARZ000000001111"," ","제3종일반주거지역","11000"," ","2019-12-15 00:00:00.0","8764.57529179","612.61987138"
"168143","11000UQ111PS201912154713","UQA100","UQA120","UQA123","UQA123","11000ARZ000000001111"," ","제3종일반주거지역","11000"," ","2019-12-15 00:00:00.0","11128.18933018","554.73680373"
"168144","11000UQ111PS201912154714","UQA100","UQA120","UQA123","UQA123","11000ARZ000000001111"," ","제3종일반주거지역","11000"," ","2019-12-15 00:00:00.0","8180.47745659","382.40749218"
"168145","11000UQ111PS201912154715","UQA100","UQA120","UQA123","UQA123","11000ARZ000000001111"," ","제3종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3787302.14690394","60910.45569796"
"168146","11000UQ111PS201912154156","UQA100","UQA120","UQA123","UQA123","11000ARZ000000001111"," ","제3종일반주거지역","11000"," ","2019-12-15 00:00:00.0","6209.68728518","543.64474756"
"168147","11000UQ111PS201912154960","UQA100","UQA120","UQA123","UQA123","11000ARZ999999993534"," ","제3종일반주거","11000"," ","2019-12-15 00:00:00.0","26360.93279394","1012.29317786"
"168148","11000UQ111PS201912154045","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","12197.66118820","492.26809392"
"168149","11000UQ111PS201912153563","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","7786.64427701","459.63791850"
"168150","11000UQ111PS201912153565","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","27587.71267804","954.53872272"
"168151","11000UQ111PS201912153238","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","79004.68949931","1910.56430761"
"168152","11000UQ111PS201912153250","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","36532.77894586","1526.98337776"
"168153","11000UQ111PS201912151910","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","68041.74339776","1868.99538679"
"168154","11000UQ111PS201912152479","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","9373.91418054","386.67229367"
"168155","11000UQ111PS201912152482","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","10084.00095484","487.39908833"
"168156","11000UQ111PS201912152484","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","25.37507272","27.73652754"
"168157","11000UQ111PS201912152578","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","7265.24095826","381.99312614"
"168158","11000UQ111PS201912151912","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","51576.76108915","1245.25337265"
"168159","11000UQ111PS201912151468","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","38532.98505253","889.14892708"
"168160","11000UQ111PS201912153715","UQA100","UQA120","UQA122","UQA122","11000ARZ200904022436","11000NTC200901222711","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","29924.57114105","767.01974511"
"168161","11000UQ111PS201912153266","UQA100","UQA120","UQA122","UQA122","11000ARZ200911022462","11000NTC200910294019","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","30363.61311024","726.20326265"
"168162","11000UQ111PS201912151734","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","8591.05093061","373.16851962"
"168163","11000UQ111PS201912153352","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","1496.44815809","196.62184332"
"168164","11000UQ111PS201912153357","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3671.74712626","283.50080309"
"168165","11000UQ111PS201912153359","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","1307.79073399","156.80165202"
"168166","11000UQ111PS201912154866","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","11916.41038828","493.07085733"
"168167","11000UQ111PS201912155417","UQA100","UQA120","UQA122","UQA122","11000ARZ201904020047","11000NTC201904023220","녹번제1구역 제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","179438.18040529","2606.61378114"
"168168","11000UQ111PS201912155384","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","42428.53397195","1166.04466096"
"168169","11000UQ111PS201912155386","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","21876.86844150","805.17514073"
"168170","11000UQ111PS201912155387","UQA100","UQA120","UQA122","UQA122","11000ARZ200902122430","11000NTC200902122772","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","24593.05631274","639.90761227"
"168171","11000UQ111PS201912155388","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","328.00352888","119.36908424"
"168172","11000UQ111PS201912155389","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3783.65954681","264.66152439"
"168173","11000UQ111PS201912155393","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","12364.18153333","475.10408263"
"168174","11000UQ111PS201912155396","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","89578.00084315","2001.61818881"
"168175","11000UQ111PS201912155564","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","6343.67571562","344.47845915"
"168176","11000UQ111PS201912155568","UQA100","UQA120","UQA122","UQA122","11000ARZ201502273090","11000NTC201312267052","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","379.89595600","258.15149608"
"168177","11000UQ111PS201912155569","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","76.32489457","83.89773292"
"168178","11000UQ111PS201912155478","UQA100","UQA120","UQA122","UQA122","11000ARZ201711073276","11000NTC201708318263","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","187.50141205","58.14799421"
"168179","11000UQ111PS201912155354","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","6945.90190878","351.60637795"
"168180","11000UQ111PS201912150281","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","339244.18784168","3428.78954404"
"168181","11000UQ111PS201912150372","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","11898.63825253","459.47502111"
"168182","11000UQ111PS201912150304","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","14453.65511051","1247.83366162"
"168183","11000UQ111PS201912150313","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","76022.07863929","2407.78142995"
"168184","11000UQ111PS201912150284","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","133027.79833549","2152.08105570"
"168185","11000UQ111PS201912150287","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","101386.01651795","2345.40896842"
"168186","11000UQ111PS201912150275","UQA100","UQA120","UQA121","UQA121","11000ARZ200101270982","11000NTC200101270199","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","36569.08045787","747.41991450"
"168187","11000UQ111PS201912150320","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3297.44808946","282.18021754"
"168188","11000UQ111PS201912150321","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","12102.70340033","558.16913602"
"168189","11000UQ111PS201912150323","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","15802.99493798","671.45124039"
"168190","11000UQ111PS201912150554","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","4315.00027163","296.16298183"
"168191","11000UQ111PS201912150488","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","2931.08957771","214.04154939"
"168192","11000UQ111PS201912150493","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","0.07149644","4.35545146"
"168193","11000UQ111PS201912150494","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","19523.14953320","732.53441150"
"168194","11000UQ111PS201912150497","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","30028.39453055","1189.10911956"
"168195","11000UQ111PS202107160005","UQA100","UQA130"," ","UQA130","11000ARZ202107080002","11000NTC202107080001","준주거지역","11000"," ","2021-07-16 00:00:00.0","1758.91727982","232.88976745"
"168196","11000UQ111PS202107160006","UQA100","UQA130"," ","UQA130","11000ARZ202107140001","11000NTC202107140001","준주거지역","11000"," ","2021-07-16 00:00:00.0","1159.91183748","147.23710888"
"168197","11000UQ111PS202106180001","UQA100","UQA130"," ","UQA130","11000ARZ202106150001","11350NTC202106150005","준주거지역","11000"," ","2021-06-18 00:00:00.0","2121.79417854","192.34382286"
"168198","11000UQ111PS202107230008","UQA100","UQA120","UQA122","UQA122","11650ARZ202105210001","11000NTC202106250006","제2종일반주거지역","11000"," ","2021-07-23 00:00:00.0","108192.33280801","1609.99212575"
"168199","11000UQ111PS202107230001","UQA100","UQA120","UQA122","UQA122","11650ARZ202105210001","11000NTC202106250006","제2종일반주거지역","11000"," ","2021-07-23 00:00:00.0","108192.33280801","1609.99212575"
"168200","11000UQ111PS202106220001","UQA100","UQA120","UQA124","UQA124","11110ARZ202106160002","11110NTC202106160002","제2종일반주거지역(7층이하)","11000"," ","2021-06-22 00:00:00.0","7985.94521596","457.69049540"
"168201","11000UQ111PS202106220002","UQA400","UQA430"," ","UQA430","11110ARZ202106160003","11110NTC202106160002","자연녹지지역","11000"," ","2021-06-22 00:00:00.0","4560.90932357","852.34563258"
"168202","11000UQ111PS201912150668","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","4636.17292553","275.94737638"
"168203","11000UQ111PS201912150593","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","9473.03924802","476.21082414"
"168204","11000UQ111PS201912150594","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3297.53756202","226.20678769"
"168205","11000UQ111PS201912150596","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","16984.55510821","944.89528086"
"168206","11000UQ111PS201912154633","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","28680.14214947","883.00904884"
"168207","11000UQ111PS201912154785","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","27740.28302272","1162.49054827"
"168208","11000UQ111PS201912154789","UQA100","UQA120","UQA122","UQA122","11000ARZ200407051490","11000NTC200407056531","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","11331.32219425","673.66083924"
"168209","11000UQ111PS201912154792","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","5418.33279462","411.22256009"
"168210","11000UQ111PS201912154794","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3258.12912417","247.06795223"
"168211","11000UQ111PS201912154797","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","4.20908844","9.40255968"
"168212","11000UQ111PS201912152044","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","6158.14275761","390.57986959"
"168213","11000UQ111PS201912152550","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","29131.04570332","1239.24019694"
"168214","11000UQ111PS201912152552","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","28345.84622481","1367.79990600"
"168215","11000UQ111PS201912152523","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","10242.25280705","593.64410818"
"168216","11000UQ111PS201912152526","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","1516.40895312","158.87812664"
"168217","11000UQ111PS201912152528","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","12590.02104525","470.56671874"
"168218","11000UQ111PS201912152535","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3982.50031235","276.21061866"
"168219","11000UQ111PS201912152538","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","16074.71449638","683.24361303"
"168220","11000UQ111PS201912152539","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","8588.18525767","478.91940870"
"168221","11000UQ111PS201912151059","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","6448.57596657","490.99104748"
"168222","11000UQ111PS201912152609","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","1001.05361510","131.47337856"
"168223","11000UQ111PS201912152610","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","1500.40350004","160.26506477"
"168224","11000UQ111PS201912151439","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","781.41485202","108.91935878"
"168225","11000UQ111PS201912151440","UQA100","UQA120","UQA121","UQA121","11000ARZ201311192026","11000NTC201307116887","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","839.19981498","256.28756332"
"168226","11000UQ111PS201912151442","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","19842.86803016","591.45094184"
"168227","11000UQ111PS201912151551","UQA100","UQA120","UQA121","UQA121","11000ARZ000000001111"," ","제1종일반주거지역","11000"," ","2019-12-15 00:00:00.0","23056.86081702","1544.73834195"
"168228","11000UQ111PS201912155758","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","304587.89853873","5735.74825019"
"168229","11000UQ111PS201912155711","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3806.38766104","256.35314941"
"168230","11000UQ111PS201912155712","UQA100","UQA120","UQA122","UQA122","11000ARZ200703142333","11000NTC200605180070","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","11569.97611210","586.61348507"
"168231","11000UQ111PS201912155720","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","224.04367378","79.76505747"
"168232","11000UQ111PS201912155721","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","1.17214401","5.96036036"
"168233","11000UQ111PS201912155723","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","6.28679076","15.03944231"
"168234","11000UQ111PS201912155604","UQA100","UQA120","UQA122","UQA122","11000ARZ201311212950","11000NTC201306266867","제2종일반주거지역(12층)","11000"," ","2019-12-15 00:00:00.0","202894.70825077","2630.68837270"
"168235","11000UQ111PS201912155617","UQA100","UQA120","UQA122","UQA122","11000ARZ201810100069","11000NTC201711300001","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","64150.33227890","1055.54217670"
"168236","11000UQ111PS201912154482","UQA100","UQA120","UQA122","UQA122","11000ARZ201805162241","11000NTC201805038409","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","44121.57114497","934.97816331"
"168237","11000UQ111PS201912154219","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","261368.28659398","5473.34797377"
"168238","11000UQ111PS201912154222","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3591.93842636","246.29515500"
"168239","11000UQ111PS201912154227","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","4820.84402822","342.43306798"
"168240","11000UQ111PS201912154230","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3674.99783215","262.05832790"
"168241","11000UQ111PS201912154004","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","22336.81622031","696.84468350"
"168242","11000UQ111PS201912154429","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","5377.09202587","328.49234456"
"168243","11000UQ111PS201912154430","UQA100","UQA120","UQA122","UQA122","11000ARZ201406183013","11000NTC201405297209","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","84254.64971272","1533.33247617"
"168244","11000UQ111PS201912154431","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3592.60758412","258.46721580"
"168245","11000UQ111PS201912154432","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","8950.90248293","593.21186540"
"168246","11000UQ111PS201912154434","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","12679.13369054","597.72514390"
"168247","11000UQ111PS201912155033","UQA100","UQA120","UQA122","UQA122","11000ARZ201811290096","11000NTC201811150001","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","45489.74125901","1228.39355386"
"168248","11000UQ111PS201912155035","UQA100","UQA120","UQA122","UQA122","11000ARZ201809070172","11000NTC201801180003","제2종일반주거지역(12층)","11000"," ","2019-12-15 00:00:00.0","7165.26071826","1033.62877861"
"168249","11000UQ111PS201912155355","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3244.06718800","235.17982692"
"168250","11000UQ111PS201912154522","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","76843.84524014","2116.14790567"
"168251","11000UQ111PS201912154524","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","17738.10886867","789.66623858"
"168252","11000UQ111PS201912154528","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","5530.45931702","297.81008556"
"168253","11000UQ111PS201912154921","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","47422.51156284","2556.15262795"
"168254","11000UQ111PS201912154334","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","9795.37064387","439.45632627"
"168255","11000UQ111PS201912154336","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3984.20086255","271.20687282"
"168256","11000UQ111PS201912154339","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","17067.31737748","601.54750443"
"168257","11000UQ111PS201912154108","UQA100","UQA120","UQA122","UQA122","11000ARZ000000001111"," ","제2종일반주거지역","11000"," ","2019-12-15 00:00:00.0","3458.08306406","249.06703406"
